timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,NL,s1989,electricity,dem,8.57830186859011
h0002,NL,s1989,electricity,dem,8.25584582463407
h0003,NL,s1989,electricity,dem,8.12923181364506
h0004,NL,s1989,electricity,dem,8.17135818727144
h0005,NL,s1989,electricity,dem,8.57055049496374
h0006,NL,s1989,electricity,dem,9.74255049496373
h0007,NL,s1989,electricity,dem,11.548433736722
h0008,NL,s1989,electricity,dem,12.8122661543044
h0009,NL,s1989,electricity,dem,13.4080161543044
h0010,NL,s1989,electricity,dem,13.5929653301286
h0011,NL,s1989,electricity,dem,13.5993417037549
h0012,NL,s1989,electricity,dem,13.4411823630956
h0013,NL,s1989,electricity,dem,13.3989364839747
h0014,NL,s1989,electricity,dem,13.3126109345242
h0015,NL,s1989,electricity,dem,13.3055669784802
h0016,NL,s1989,electricity,dem,13.6326754949637
h0017,NL,s1989,electricity,dem,14.4044460993593
h0018,NL,s1989,electricity,dem,14.1310326378209
h0019,NL,s1989,electricity,dem,13.6092235718868
h0020,NL,s1989,electricity,dem,12.8332524180407
h0021,NL,s1989,electricity,dem,11.8919488466121
h0022,NL,s1989,electricity,dem,10.8770875828758
h0023,NL,s1989,electricity,dem,9.95289939606264
h0024,NL,s1989,electricity,dem,9.14065763782087
h0025,NL,s1989,electricity,dem,10.9232174589901
h0026,NL,s1989,electricity,dem,10.6007614150341
h0027,NL,s1989,electricity,dem,10.4741474040451
h0028,NL,s1989,electricity,dem,10.5162737776714
h0029,NL,s1989,electricity,dem,10.9154660853637
h0030,NL,s1989,electricity,dem,12.0874660853637
h0031,NL,s1989,electricity,dem,13.893349327122
h0032,NL,s1989,electricity,dem,15.1571817447044
h0033,NL,s1989,electricity,dem,15.7529317447044
h0034,NL,s1989,electricity,dem,15.9378809205286
h0035,NL,s1989,electricity,dem,15.9442572941549
h0036,NL,s1989,electricity,dem,15.7860979534956
h0037,NL,s1989,electricity,dem,15.7438520743747
h0038,NL,s1989,electricity,dem,15.6575265249242
h0039,NL,s1989,electricity,dem,15.6504825688802
h0040,NL,s1989,electricity,dem,15.9775910853637
h0041,NL,s1989,electricity,dem,16.7493616897593
h0042,NL,s1989,electricity,dem,16.4759482282209
h0043,NL,s1989,electricity,dem,15.9541391622868
h0044,NL,s1989,electricity,dem,15.1781680084407
h0045,NL,s1989,electricity,dem,14.2368644370121
h0046,NL,s1989,electricity,dem,13.2220031732758
h0047,NL,s1989,electricity,dem,12.2978149864626
h0048,NL,s1989,electricity,dem,11.4855732282209
h0049,NL,s1989,electricity,dem,11.4692716099901
h0050,NL,s1989,electricity,dem,11.1468155660341
h0051,NL,s1989,electricity,dem,11.0202015550451
h0052,NL,s1989,electricity,dem,11.0623279286714
h0053,NL,s1989,electricity,dem,11.4615202363637
h0054,NL,s1989,electricity,dem,12.6335202363637
h0055,NL,s1989,electricity,dem,14.439403478122
h0056,NL,s1989,electricity,dem,15.7032358957044
h0057,NL,s1989,electricity,dem,16.2989858957044
h0058,NL,s1989,electricity,dem,16.4839350715286
h0059,NL,s1989,electricity,dem,16.4903114451549
h0060,NL,s1989,electricity,dem,16.3321521044956
h0061,NL,s1989,electricity,dem,16.2899062253747
h0062,NL,s1989,electricity,dem,16.2035806759242
h0063,NL,s1989,electricity,dem,16.1965367198802
h0064,NL,s1989,electricity,dem,16.5236452363637
h0065,NL,s1989,electricity,dem,17.2954158407593
h0066,NL,s1989,electricity,dem,17.0220023792209
h0067,NL,s1989,electricity,dem,16.5001933132868
h0068,NL,s1989,electricity,dem,15.7242221594407
h0069,NL,s1989,electricity,dem,14.7829185880121
h0070,NL,s1989,electricity,dem,13.7680573242758
h0071,NL,s1989,electricity,dem,12.8438691374626
h0072,NL,s1989,electricity,dem,12.0316273792209
h0073,NL,s1989,electricity,dem,11.4341679633901
h0074,NL,s1989,electricity,dem,11.1117119194341
h0075,NL,s1989,electricity,dem,10.9850979084451
h0076,NL,s1989,electricity,dem,11.0272242820714
h0077,NL,s1989,electricity,dem,11.4264165897637
h0078,NL,s1989,electricity,dem,12.5984165897637
h0079,NL,s1989,electricity,dem,14.404299831522
h0080,NL,s1989,electricity,dem,15.6681322491044
h0081,NL,s1989,electricity,dem,16.2638822491044
h0082,NL,s1989,electricity,dem,16.4488314249286
h0083,NL,s1989,electricity,dem,16.455207798555
h0084,NL,s1989,electricity,dem,16.2970484578956
h0085,NL,s1989,electricity,dem,16.2548025787747
h0086,NL,s1989,electricity,dem,16.1684770293242
h0087,NL,s1989,electricity,dem,16.1614330732802
h0088,NL,s1989,electricity,dem,16.4885415897637
h0089,NL,s1989,electricity,dem,17.2603121941593
h0090,NL,s1989,electricity,dem,16.9868987326209
h0091,NL,s1989,electricity,dem,16.4650896666868
h0092,NL,s1989,electricity,dem,15.6891185128407
h0093,NL,s1989,electricity,dem,14.7478149414121
h0094,NL,s1989,electricity,dem,13.7329536776758
h0095,NL,s1989,electricity,dem,12.8087654908626
h0096,NL,s1989,electricity,dem,11.9965237326209
h0097,NL,s1989,electricity,dem,11.2005495716901
h0098,NL,s1989,electricity,dem,10.8780935277341
h0099,NL,s1989,electricity,dem,10.7514795167451
h0100,NL,s1989,electricity,dem,10.7936058903714
h0101,NL,s1989,electricity,dem,11.1927981980637
h0102,NL,s1989,electricity,dem,12.3647981980637
h0103,NL,s1989,electricity,dem,14.170681439822
h0104,NL,s1989,electricity,dem,15.4345138574044
h0105,NL,s1989,electricity,dem,16.0302638574044
h0106,NL,s1989,electricity,dem,16.2152130332286
h0107,NL,s1989,electricity,dem,16.2215894068549
h0108,NL,s1989,electricity,dem,16.0634300661956
h0109,NL,s1989,electricity,dem,16.0211841870747
h0110,NL,s1989,electricity,dem,15.9348586376242
h0111,NL,s1989,electricity,dem,15.9278146815802
h0112,NL,s1989,electricity,dem,16.2549231980637
h0113,NL,s1989,electricity,dem,17.0266938024594
h0114,NL,s1989,electricity,dem,16.7532803409209
h0115,NL,s1989,electricity,dem,16.2314712749868
h0116,NL,s1989,electricity,dem,15.4555001211407
h0117,NL,s1989,electricity,dem,14.5141965497121
h0118,NL,s1989,electricity,dem,13.4993352859758
h0119,NL,s1989,electricity,dem,12.5751470991626
h0120,NL,s1989,electricity,dem,11.7629053409209
h0121,NL,s1989,electricity,dem,10.9004688028901
h0122,NL,s1989,electricity,dem,10.5780127589341
h0123,NL,s1989,electricity,dem,10.4513987479451
h0124,NL,s1989,electricity,dem,10.4935251215714
h0125,NL,s1989,electricity,dem,10.8927174292637
h0126,NL,s1989,electricity,dem,12.0647174292637
h0127,NL,s1989,electricity,dem,13.870600671022
h0128,NL,s1989,electricity,dem,15.1344330886044
h0129,NL,s1989,electricity,dem,15.7301830886044
h0130,NL,s1989,electricity,dem,15.9151322644286
h0131,NL,s1989,electricity,dem,15.9215086380549
h0132,NL,s1989,electricity,dem,15.7633492973956
h0133,NL,s1989,electricity,dem,15.7211034182747
h0134,NL,s1989,electricity,dem,15.6347778688242
h0135,NL,s1989,electricity,dem,15.6277339127802
h0136,NL,s1989,electricity,dem,15.9548424292637
h0137,NL,s1989,electricity,dem,16.7266130336593
h0138,NL,s1989,electricity,dem,16.4531995721209
h0139,NL,s1989,electricity,dem,15.9313905061868
h0140,NL,s1989,electricity,dem,15.1554193523407
h0141,NL,s1989,electricity,dem,14.2141157809121
h0142,NL,s1989,electricity,dem,13.1992545171758
h0143,NL,s1989,electricity,dem,12.2750663303626
h0144,NL,s1989,electricity,dem,11.4628245721209
h0145,NL,s1989,electricity,dem,9.26570809149011
h0146,NL,s1989,electricity,dem,8.94325204753407
h0147,NL,s1989,electricity,dem,8.81663803654506
h0148,NL,s1989,electricity,dem,8.85876441017144
h0149,NL,s1989,electricity,dem,9.25795671786374
h0150,NL,s1989,electricity,dem,10.4299567178637
h0151,NL,s1989,electricity,dem,12.235839959622
h0152,NL,s1989,electricity,dem,13.4996723772044
h0153,NL,s1989,electricity,dem,14.0954223772044
h0154,NL,s1989,electricity,dem,14.2803715530286
h0155,NL,s1989,electricity,dem,14.2867479266549
h0156,NL,s1989,electricity,dem,14.1285885859956
h0157,NL,s1989,electricity,dem,14.0863427068747
h0158,NL,s1989,electricity,dem,14.0000171574242
h0159,NL,s1989,electricity,dem,13.9929732013802
h0160,NL,s1989,electricity,dem,14.3200817178637
h0161,NL,s1989,electricity,dem,15.0918523222593
h0162,NL,s1989,electricity,dem,14.8184388607209
h0163,NL,s1989,electricity,dem,14.2966297947868
h0164,NL,s1989,electricity,dem,13.5206586409407
h0165,NL,s1989,electricity,dem,12.5793550695121
h0166,NL,s1989,electricity,dem,11.5644938057758
h0167,NL,s1989,electricity,dem,10.6403056189626
h0168,NL,s1989,electricity,dem,9.82806386072087
h0169,NL,s1989,electricity,dem,8.31176471389011
h0170,NL,s1989,electricity,dem,7.98930866993407
h0171,NL,s1989,electricity,dem,7.86269465894506
h0172,NL,s1989,electricity,dem,7.90482103257144
h0173,NL,s1989,electricity,dem,8.30401334026374
h0174,NL,s1989,electricity,dem,9.47601334026373
h0175,NL,s1989,electricity,dem,11.281896582022
h0176,NL,s1989,electricity,dem,12.5457289996044
h0177,NL,s1989,electricity,dem,13.1414789996044
h0178,NL,s1989,electricity,dem,13.3264281754286
h0179,NL,s1989,electricity,dem,13.3328045490549
h0180,NL,s1989,electricity,dem,13.1746452083956
h0181,NL,s1989,electricity,dem,13.1323993292747
h0182,NL,s1989,electricity,dem,13.0460737798242
h0183,NL,s1989,electricity,dem,13.0390298237802
