timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
none,Balt < EE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2572378337301713,inter_all_total32_ext8_noFlex
none,Balt < LT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.28179104890952245,inter_all_total32_ext8_noFlex
none,Balt < LV,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2778310231698845,inter_all_total32_ext8_noFlex
none,Benelux < BE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.35300547290989337,inter_all_total32_ext8_noFlex
none,Benelux < LU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2967225257326882,inter_all_total32_ext8_noFlex
none,Benelux < NL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.30994247209534753,inter_all_total32_ext8_noFlex
none,CH_ < CH,none,none,battery < lithiumBattery,none,none,costOprStSize,0.39734537918004714,inter_all_total32_ext8_noFlex
none,DE_ < DE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2958256320690444,inter_all_total32_ext8_noFlex
none,East < AT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.40193076631220737,inter_all_total32_ext8_noFlex
none,East < CZ,none,none,battery < lithiumBattery,none,none,costOprStSize,0.38887432845159314,inter_all_total32_ext8_noFlex
none,East < HR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.44672960526282196,inter_all_total32_ext8_noFlex
none,East < HU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5121385887323691,inter_all_total32_ext8_noFlex
none,East < PL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3267780984248436,inter_all_total32_ext8_noFlex
none,East < SI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4590110927150305,inter_all_total32_ext8_noFlex
none,East < SK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4465910839528227,inter_all_total32_ext8_noFlex
none,FR_ < FR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.47992629230332723,inter_all_total32_ext8_noFlex
none,IT_ < IT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5574429574286579,inter_all_total32_ext8_noFlex
none,Iberia < ES,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6740724840633937,inter_all_total32_ext8_noFlex
none,Iberia < PT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5556617964463639,inter_all_total32_ext8_noFlex
none,Scan < DK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.28827727391710645,inter_all_total32_ext8_noFlex
none,Scan < FI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1860837726724503,inter_all_total32_ext8_noFlex
none,Scan < NO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.18352656453745125,inter_all_total32_ext8_noFlex
none,Scan < SE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1873351833973959,inter_all_total32_ext8_noFlex
none,SouthEast < AL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4016306082084671,inter_all_total32_ext8_noFlex
none,SouthEast < BA,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4128944512964854,inter_all_total32_ext8_noFlex
none,SouthEast < BG,none,none,battery < lithiumBattery,none,none,costOprStSize,0.44565380305548924,inter_all_total32_ext8_noFlex
none,SouthEast < GR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4307659269649299,inter_all_total32_ext8_noFlex
none,SouthEast < ME,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4102193135425104,inter_all_total32_ext8_noFlex
none,SouthEast < MK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.414444395436223,inter_all_total32_ext8_noFlex
none,SouthEast < RO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4158752743268962,inter_all_total32_ext8_noFlex
none,SouthEast < RS,none,none,battery < lithiumBattery,none,none,costOprStSize,0.40792600249110067,inter_all_total32_ext8_noFlex
none,UkPlus < IE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4033486401560835,inter_all_total32_ext8_noFlex
none,UkPlus < UK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3365563721187559,inter_all_total32_ext8_noFlex
none,Balt < EE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.13838439713992112,inter_all_total32_ext8_noFlex
none,Balt < LT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.14336065523482233,inter_all_total32_ext8_noFlex
none,Balt < LV,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.13832081148252698,inter_all_total32_ext8_noFlex
none,Benelux < BE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.1425330066475216,inter_all_total32_ext8_noFlex
none,Benelux < LU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.13806363584946188,inter_all_total32_ext8_noFlex
none,Benelux < NL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.14227931940407218,inter_all_total32_ext8_noFlex
