timestep_3,timestep_5,region_4,carrier_1,parameter,value
d002,h0040,80NO,frtRoadLight,mustOut,0.480414392
d002,h0041,80NO,frtRoadLight,mustOut,0.42145861
d002,h0042,80NO,frtRoadLight,mustOut,0.373521064
d002,h0043,80NO,frtRoadLight,mustOut,0.348341273
d002,h0044,80NO,frtRoadLight,mustOut,0.361789686
d002,h0045,80NO,frtRoadLight,mustOut,0.395593369
d002,h0046,80NO,frtRoadLight,mustOut,0.520435225
d002,h0047,80NO,frtRoadLight,mustOut,0.621715715
d002,h0048,80NO,frtRoadLight,mustOut,0.694349921
d003,h0049,80NO,frtRoadLight,mustOut,0.643805968
d003,h0050,80NO,frtRoadLight,mustOut,0.603185288
d003,h0051,80NO,frtRoadLight,mustOut,0.545948852
d003,h0052,80NO,frtRoadLight,mustOut,0.530683866
d003,h0053,80NO,frtRoadLight,mustOut,0.495705671
d003,h0054,80NO,frtRoadLight,mustOut,0.516862377
d003,h0055,80NO,frtRoadLight,mustOut,0.55904069
d003,h0056,80NO,frtRoadLight,mustOut,0.668383488
d003,h0057,80NO,frtRoadLight,mustOut,0.726454223
d003,h0058,80NO,frtRoadLight,mustOut,0.78160127
d003,h0059,80NO,frtRoadLight,mustOut,0.76160179
d003,h0060,80NO,frtRoadLight,mustOut,0.750778574
d003,h0061,80NO,frtRoadLight,mustOut,0.698088608
d003,h0062,80NO,frtRoadLight,mustOut,0.63927654
d003,h0063,80NO,frtRoadLight,mustOut,0.536456497
d003,h0064,80NO,frtRoadLight,mustOut,0.444256146
d003,h0065,80NO,frtRoadLight,mustOut,0.330503697
d003,h0066,80NO,frtRoadLight,mustOut,0.311020835
d003,h0067,80NO,frtRoadLight,mustOut,0.313098296
d003,h0068,80NO,frtRoadLight,mustOut,0.375921787
d003,h0069,80NO,frtRoadLight,mustOut,0.45533216
d003,h0070,80NO,frtRoadLight,mustOut,0.479683969
d003,h0071,80NO,frtRoadLight,mustOut,0.506127793
d003,h0072,80NO,frtRoadLight,mustOut,0.403019584
d004,h0073,80NO,frtRoadLight,mustOut,0.409792211
d004,h0074,80NO,frtRoadLight,mustOut,0.403616529
d004,h0075,80NO,frtRoadLight,mustOut,0.506266605
d004,h0076,80NO,frtRoadLight,mustOut,0.531634747
d004,h0077,80NO,frtRoadLight,mustOut,0.557768324
d004,h0078,80NO,frtRoadLight,mustOut,0.535455822
d004,h0079,80NO,frtRoadLight,mustOut,0.522912167
d004,h0080,80NO,frtRoadLight,mustOut,0.489946461
d004,h0081,80NO,frtRoadLight,mustOut,0.473934009
d004,h0082,80NO,frtRoadLight,mustOut,0.485453267
d004,h0083,80NO,frtRoadLight,mustOut,0.473113189
d004,h0084,80NO,frtRoadLight,mustOut,0.396229257
d004,h0085,80NO,frtRoadLight,mustOut,0.408767093
d004,h0086,80NO,frtRoadLight,mustOut,0.466272672
d004,h0087,80NO,frtRoadLight,mustOut,0.592055462
d004,h0088,80NO,frtRoadLight,mustOut,0.616954755
d004,h0089,80NO,frtRoadLight,mustOut,0.622491148
d004,h0090,80NO,frtRoadLight,mustOut,0.606947392
d004,h0091,80NO,frtRoadLight,mustOut,0.567512919
d004,h0092,80NO,frtRoadLight,mustOut,0.502353366
d004,h0093,80NO,frtRoadLight,mustOut,0.481686879
d004,h0094,80NO,frtRoadLight,mustOut,0.402530647
d004,h0095,80NO,frtRoadLight,mustOut,0.309605069
d004,h0096,80NO,frtRoadLight,mustOut,0.131282733
d001,h0001,81NO,frtRoadLight,mustOut,0.48281444
d001,h0002,81NO,frtRoadLight,mustOut,0.484989957
d001,h0003,81NO,frtRoadLight,mustOut,0.544048523
d001,h0004,81NO,frtRoadLight,mustOut,0.638230518
d001,h0005,81NO,frtRoadLight,mustOut,0.740448003
d001,h0006,81NO,frtRoadLight,mustOut,0.775615198
d001,h0007,81NO,frtRoadLight,mustOut,0.783966569
d001,h0008,81NO,frtRoadLight,mustOut,0.762330967
d001,h0009,81NO,frtRoadLight,mustOut,0.707522981
d001,h0010,81NO,frtRoadLight,mustOut,0.640498851
d001,h0011,81NO,frtRoadLight,mustOut,0.621929829
d001,h0012,81NO,frtRoadLight,mustOut,0.602724309
d001,h0013,81NO,frtRoadLight,mustOut,0.589629555
d001,h0014,81NO,frtRoadLight,mustOut,0.526125111
d001,h0015,81NO,frtRoadLight,mustOut,0.498187781
d001,h0016,81NO,frtRoadLight,mustOut,0.379359486
d001,h0017,81NO,frtRoadLight,mustOut,0.235881494
d001,h0018,81NO,frtRoadLight,mustOut,0.115461366
d001,h0019,81NO,frtRoadLight,mustOut,0.219583899
d001,h0020,81NO,frtRoadLight,mustOut,0.350655974
d001,h0021,81NO,frtRoadLight,mustOut,0.477788696
d001,h0022,81NO,frtRoadLight,mustOut,0.56542536
d001,h0023,81NO,frtRoadLight,mustOut,0.624870587
d001,h0024,81NO,frtRoadLight,mustOut,0.623023482
d002,h0025,81NO,frtRoadLight,mustOut,0.643943843
d002,h0026,81NO,frtRoadLight,mustOut,0.689580472
d002,h0027,81NO,frtRoadLight,mustOut,0.747599285
d002,h0028,81NO,frtRoadLight,mustOut,0.770006915
d002,h0029,81NO,frtRoadLight,mustOut,0.750848128
d002,h0030,81NO,frtRoadLight,mustOut,0.70870318
d002,h0031,81NO,frtRoadLight,mustOut,0.683885837
d002,h0032,81NO,frtRoadLight,mustOut,0.706719776
d002,h0033,81NO,frtRoadLight,mustOut,0.693775663
d002,h0034,81NO,frtRoadLight,mustOut,0.667251852
d002,h0035,81NO,frtRoadLight,mustOut,0.609233374
d002,h0036,81NO,frtRoadLight,mustOut,0.612357931
d002,h0037,81NO,frtRoadLight,mustOut,0.609099558
d002,h0038,81NO,frtRoadLight,mustOut,0.582847987
d002,h0039,81NO,frtRoadLight,mustOut,0.536041947
d002,h0040,81NO,frtRoadLight,mustOut,0.480414392
d002,h0041,81NO,frtRoadLight,mustOut,0.42145861
d002,h0042,81NO,frtRoadLight,mustOut,0.373521064
d002,h0043,81NO,frtRoadLight,mustOut,0.348341273
d002,h0044,81NO,frtRoadLight,mustOut,0.361789686
d002,h0045,81NO,frtRoadLight,mustOut,0.395593369
d002,h0046,81NO,frtRoadLight,mustOut,0.520435225
d002,h0047,81NO,frtRoadLight,mustOut,0.621715715
d002,h0048,81NO,frtRoadLight,mustOut,0.694349921
d003,h0049,81NO,frtRoadLight,mustOut,0.643805968
d003,h0050,81NO,frtRoadLight,mustOut,0.603185288
d003,h0051,81NO,frtRoadLight,mustOut,0.545948852
d003,h0052,81NO,frtRoadLight,mustOut,0.530683866
d003,h0053,81NO,frtRoadLight,mustOut,0.495705671
d003,h0054,81NO,frtRoadLight,mustOut,0.516862377
d003,h0055,81NO,frtRoadLight,mustOut,0.55904069
d003,h0056,81NO,frtRoadLight,mustOut,0.668383488
d003,h0057,81NO,frtRoadLight,mustOut,0.726454223
d003,h0058,81NO,frtRoadLight,mustOut,0.78160127
d003,h0059,81NO,frtRoadLight,mustOut,0.76160179
d003,h0060,81NO,frtRoadLight,mustOut,0.750778574
d003,h0061,81NO,frtRoadLight,mustOut,0.698088608
d003,h0062,81NO,frtRoadLight,mustOut,0.63927654
d003,h0063,81NO,frtRoadLight,mustOut,0.536456497
d003,h0064,81NO,frtRoadLight,mustOut,0.444256146
d003,h0065,81NO,frtRoadLight,mustOut,0.330503697
d003,h0066,81NO,frtRoadLight,mustOut,0.311020835
d003,h0067,81NO,frtRoadLight,mustOut,0.313098296
d003,h0068,81NO,frtRoadLight,mustOut,0.375921787
d003,h0069,81NO,frtRoadLight,mustOut,0.45533216
d003,h0070,81NO,frtRoadLight,mustOut,0.479683969
d003,h0071,81NO,frtRoadLight,mustOut,0.506127793
d003,h0072,81NO,frtRoadLight,mustOut,0.403019584
d004,h0073,81NO,frtRoadLight,mustOut,0.409792211
d004,h0074,81NO,frtRoadLight,mustOut,0.403616529
d004,h0075,81NO,frtRoadLight,mustOut,0.506266605
d004,h0076,81NO,frtRoadLight,mustOut,0.531634747
d004,h0077,81NO,frtRoadLight,mustOut,0.557768324
d004,h0078,81NO,frtRoadLight,mustOut,0.535455822
d004,h0079,81NO,frtRoadLight,mustOut,0.522912167
d004,h0080,81NO,frtRoadLight,mustOut,0.489946461
d004,h0081,81NO,frtRoadLight,mustOut,0.473934009
d004,h0082,81NO,frtRoadLight,mustOut,0.485453267
d004,h0083,81NO,frtRoadLight,mustOut,0.473113189
d004,h0084,81NO,frtRoadLight,mustOut,0.396229257
d004,h0085,81NO,frtRoadLight,mustOut,0.408767093
d004,h0086,81NO,frtRoadLight,mustOut,0.466272672
d004,h0087,81NO,frtRoadLight,mustOut,0.592055462
d004,h0088,81NO,frtRoadLight,mustOut,0.616954755
d004,h0089,81NO,frtRoadLight,mustOut,0.622491148
d004,h0090,81NO,frtRoadLight,mustOut,0.606947392
d004,h0091,81NO,frtRoadLight,mustOut,0.567512919
d004,h0092,81NO,frtRoadLight,mustOut,0.502353366
d004,h0093,81NO,frtRoadLight,mustOut,0.481686879
d004,h0094,81NO,frtRoadLight,mustOut,0.402530647
d004,h0095,81NO,frtRoadLight,mustOut,0.309605069
d004,h0096,81NO,frtRoadLight,mustOut,0.131282733
d001,h0001,82NO,frtRoadLight,mustOut,0.48281444
d001,h0002,82NO,frtRoadLight,mustOut,0.484989957
d001,h0003,82NO,frtRoadLight,mustOut,0.544048523
d001,h0004,82NO,frtRoadLight,mustOut,0.638230518
d001,h0005,82NO,frtRoadLight,mustOut,0.740448003
d001,h0006,82NO,frtRoadLight,mustOut,0.775615198
d001,h0007,82NO,frtRoadLight,mustOut,0.783966569
d001,h0008,82NO,frtRoadLight,mustOut,0.762330967
d001,h0009,82NO,frtRoadLight,mustOut,0.707522981
d001,h0010,82NO,frtRoadLight,mustOut,0.640498851
d001,h0011,82NO,frtRoadLight,mustOut,0.621929829
d001,h0012,82NO,frtRoadLight,mustOut,0.602724309
d001,h0013,82NO,frtRoadLight,mustOut,0.589629555
d001,h0014,82NO,frtRoadLight,mustOut,0.526125111
d001,h0015,82NO,frtRoadLight,mustOut,0.498187781
d001,h0016,82NO,frtRoadLight,mustOut,0.379359486
d001,h0017,82NO,frtRoadLight,mustOut,0.235881494
d001,h0018,82NO,frtRoadLight,mustOut,0.115461366
d001,h0019,82NO,frtRoadLight,mustOut,0.219583899
d001,h0020,82NO,frtRoadLight,mustOut,0.350655974
d001,h0021,82NO,frtRoadLight,mustOut,0.477788696
d001,h0022,82NO,frtRoadLight,mustOut,0.56542536
d001,h0023,82NO,frtRoadLight,mustOut,0.624870587
d001,h0024,82NO,frtRoadLight,mustOut,0.623023482
d002,h0025,82NO,frtRoadLight,mustOut,0.643943843
d002,h0026,82NO,frtRoadLight,mustOut,0.689580472
d002,h0027,82NO,frtRoadLight,mustOut,0.747599285
d002,h0028,82NO,frtRoadLight,mustOut,0.770006915
d002,h0029,82NO,frtRoadLight,mustOut,0.750848128
d002,h0030,82NO,frtRoadLight,mustOut,0.70870318
d002,h0031,82NO,frtRoadLight,mustOut,0.683885837
d002,h0032,82NO,frtRoadLight,mustOut,0.706719776
d002,h0033,82NO,frtRoadLight,mustOut,0.693775663
d002,h0034,82NO,frtRoadLight,mustOut,0.667251852
d002,h0035,82NO,frtRoadLight,mustOut,0.609233374
d002,h0036,82NO,frtRoadLight,mustOut,0.612357931
d002,h0037,82NO,frtRoadLight,mustOut,0.609099558
d002,h0038,82NO,frtRoadLight,mustOut,0.582847987
d002,h0039,82NO,frtRoadLight,mustOut,0.536041947
d002,h0040,82NO,frtRoadLight,mustOut,0.480414392
d002,h0041,82NO,frtRoadLight,mustOut,0.42145861
d002,h0042,82NO,frtRoadLight,mustOut,0.373521064
d002,h0043,82NO,frtRoadLight,mustOut,0.348341273
d002,h0044,82NO,frtRoadLight,mustOut,0.361789686
d002,h0045,82NO,frtRoadLight,mustOut,0.395593369
d002,h0046,82NO,frtRoadLight,mustOut,0.520435225
d002,h0047,82NO,frtRoadLight,mustOut,0.621715715
d002,h0048,82NO,frtRoadLight,mustOut,0.694349921
d003,h0049,82NO,frtRoadLight,mustOut,0.643805968
d003,h0050,82NO,frtRoadLight,mustOut,0.603185288
d003,h0051,82NO,frtRoadLight,mustOut,0.545948852
d003,h0052,82NO,frtRoadLight,mustOut,0.530683866
d003,h0053,82NO,frtRoadLight,mustOut,0.495705671
d003,h0054,82NO,frtRoadLight,mustOut,0.516862377
d003,h0055,82NO,frtRoadLight,mustOut,0.55904069
d003,h0056,82NO,frtRoadLight,mustOut,0.668383488
d003,h0057,82NO,frtRoadLight,mustOut,0.726454223
d003,h0058,82NO,frtRoadLight,mustOut,0.78160127
d003,h0059,82NO,frtRoadLight,mustOut,0.76160179
d003,h0060,82NO,frtRoadLight,mustOut,0.750778574
d003,h0061,82NO,frtRoadLight,mustOut,0.698088608
d003,h0062,82NO,frtRoadLight,mustOut,0.63927654
d003,h0063,82NO,frtRoadLight,mustOut,0.536456497
d003,h0064,82NO,frtRoadLight,mustOut,0.444256146
d003,h0065,82NO,frtRoadLight,mustOut,0.330503697
d003,h0066,82NO,frtRoadLight,mustOut,0.311020835
d003,h0067,82NO,frtRoadLight,mustOut,0.313098296
d003,h0068,82NO,frtRoadLight,mustOut,0.375921787
d003,h0069,82NO,frtRoadLight,mustOut,0.45533216
d003,h0070,82NO,frtRoadLight,mustOut,0.479683969
d003,h0071,82NO,frtRoadLight,mustOut,0.506127793
d003,h0072,82NO,frtRoadLight,mustOut,0.403019584
d004,h0073,82NO,frtRoadLight,mustOut,0.409792211
d004,h0074,82NO,frtRoadLight,mustOut,0.403616529
d004,h0075,82NO,frtRoadLight,mustOut,0.506266605
d004,h0076,82NO,frtRoadLight,mustOut,0.531634747
d004,h0077,82NO,frtRoadLight,mustOut,0.557768324
d004,h0078,82NO,frtRoadLight,mustOut,0.535455822
d004,h0079,82NO,frtRoadLight,mustOut,0.522912167
d004,h0080,82NO,frtRoadLight,mustOut,0.489946461
d004,h0081,82NO,frtRoadLight,mustOut,0.473934009
d004,h0082,82NO,frtRoadLight,mustOut,0.485453267
d004,h0083,82NO,frtRoadLight,mustOut,0.473113189
d004,h0084,82NO,frtRoadLight,mustOut,0.396229257
d004,h0085,82NO,frtRoadLight,mustOut,0.408767093
d004,h0086,82NO,frtRoadLight,mustOut,0.466272672
d004,h0087,82NO,frtRoadLight,mustOut,0.592055462
d004,h0088,82NO,frtRoadLight,mustOut,0.616954755
d004,h0089,82NO,frtRoadLight,mustOut,0.622491148
d004,h0090,82NO,frtRoadLight,mustOut,0.606947392
d004,h0091,82NO,frtRoadLight,mustOut,0.567512919
d004,h0092,82NO,frtRoadLight,mustOut,0.502353366
d004,h0093,82NO,frtRoadLight,mustOut,0.481686879
d004,h0094,82NO,frtRoadLight,mustOut,0.402530647
d004,h0095,82NO,frtRoadLight,mustOut,0.309605069
d004,h0096,82NO,frtRoadLight,mustOut,0.131282733
d001,h0001,83NO,frtRoadLight,mustOut,0.48281444
d001,h0002,83NO,frtRoadLight,mustOut,0.484989957
d001,h0003,83NO,frtRoadLight,mustOut,0.544048523
d001,h0004,83NO,frtRoadLight,mustOut,0.638230518
d001,h0005,83NO,frtRoadLight,mustOut,0.740448003
d001,h0006,83NO,frtRoadLight,mustOut,0.775615198
d001,h0007,83NO,frtRoadLight,mustOut,0.783966569
d001,h0008,83NO,frtRoadLight,mustOut,0.762330967
d001,h0009,83NO,frtRoadLight,mustOut,0.707522981
d001,h0010,83NO,frtRoadLight,mustOut,0.640498851
d001,h0011,83NO,frtRoadLight,mustOut,0.621929829
d001,h0012,83NO,frtRoadLight,mustOut,0.602724309
d001,h0013,83NO,frtRoadLight,mustOut,0.589629555
d001,h0014,83NO,frtRoadLight,mustOut,0.526125111
d001,h0015,83NO,frtRoadLight,mustOut,0.498187781
d001,h0016,83NO,frtRoadLight,mustOut,0.379359486
d001,h0017,83NO,frtRoadLight,mustOut,0.235881494
d001,h0018,83NO,frtRoadLight,mustOut,0.115461366
d001,h0019,83NO,frtRoadLight,mustOut,0.219583899
d001,h0020,83NO,frtRoadLight,mustOut,0.350655974
d001,h0021,83NO,frtRoadLight,mustOut,0.477788696
d001,h0022,83NO,frtRoadLight,mustOut,0.56542536
d001,h0023,83NO,frtRoadLight,mustOut,0.624870587
d001,h0024,83NO,frtRoadLight,mustOut,0.623023482
d002,h0025,83NO,frtRoadLight,mustOut,0.643943843
d002,h0026,83NO,frtRoadLight,mustOut,0.689580472
d002,h0027,83NO,frtRoadLight,mustOut,0.747599285
d002,h0028,83NO,frtRoadLight,mustOut,0.770006915
d002,h0029,83NO,frtRoadLight,mustOut,0.750848128
d002,h0030,83NO,frtRoadLight,mustOut,0.70870318
d002,h0031,83NO,frtRoadLight,mustOut,0.683885837
d002,h0032,83NO,frtRoadLight,mustOut,0.706719776
d002,h0033,83NO,frtRoadLight,mustOut,0.693775663
d002,h0034,83NO,frtRoadLight,mustOut,0.667251852
d002,h0035,83NO,frtRoadLight,mustOut,0.609233374
d002,h0036,83NO,frtRoadLight,mustOut,0.612357931
d002,h0037,83NO,frtRoadLight,mustOut,0.609099558
d002,h0038,83NO,frtRoadLight,mustOut,0.582847987
d002,h0039,83NO,frtRoadLight,mustOut,0.536041947
d002,h0040,83NO,frtRoadLight,mustOut,0.480414392
d002,h0041,83NO,frtRoadLight,mustOut,0.42145861
d002,h0042,83NO,frtRoadLight,mustOut,0.373521064
d002,h0043,83NO,frtRoadLight,mustOut,0.348341273
d002,h0044,83NO,frtRoadLight,mustOut,0.361789686
d002,h0045,83NO,frtRoadLight,mustOut,0.395593369
d002,h0046,83NO,frtRoadLight,mustOut,0.520435225
d002,h0047,83NO,frtRoadLight,mustOut,0.621715715
d002,h0048,83NO,frtRoadLight,mustOut,0.694349921
d003,h0049,83NO,frtRoadLight,mustOut,0.643805968
d003,h0050,83NO,frtRoadLight,mustOut,0.603185288
d003,h0051,83NO,frtRoadLight,mustOut,0.545948852
d003,h0052,83NO,frtRoadLight,mustOut,0.530683866
d003,h0053,83NO,frtRoadLight,mustOut,0.495705671
d003,h0054,83NO,frtRoadLight,mustOut,0.516862377
d003,h0055,83NO,frtRoadLight,mustOut,0.55904069
d003,h0056,83NO,frtRoadLight,mustOut,0.668383488
d003,h0057,83NO,frtRoadLight,mustOut,0.726454223
d003,h0058,83NO,frtRoadLight,mustOut,0.78160127
d003,h0059,83NO,frtRoadLight,mustOut,0.76160179
d003,h0060,83NO,frtRoadLight,mustOut,0.750778574
d003,h0061,83NO,frtRoadLight,mustOut,0.698088608
d003,h0062,83NO,frtRoadLight,mustOut,0.63927654
d003,h0063,83NO,frtRoadLight,mustOut,0.536456497
d003,h0064,83NO,frtRoadLight,mustOut,0.444256146
d003,h0065,83NO,frtRoadLight,mustOut,0.330503697
d003,h0066,83NO,frtRoadLight,mustOut,0.311020835
d003,h0067,83NO,frtRoadLight,mustOut,0.313098296
d003,h0068,83NO,frtRoadLight,mustOut,0.375921787
d003,h0069,83NO,frtRoadLight,mustOut,0.45533216
d003,h0070,83NO,frtRoadLight,mustOut,0.479683969
d003,h0071,83NO,frtRoadLight,mustOut,0.506127793
d003,h0072,83NO,frtRoadLight,mustOut,0.403019584
d004,h0073,83NO,frtRoadLight,mustOut,0.409792211
d004,h0074,83NO,frtRoadLight,mustOut,0.403616529
d004,h0075,83NO,frtRoadLight,mustOut,0.506266605
d004,h0076,83NO,frtRoadLight,mustOut,0.531634747
d004,h0077,83NO,frtRoadLight,mustOut,0.557768324
d004,h0078,83NO,frtRoadLight,mustOut,0.535455822
d004,h0079,83NO,frtRoadLight,mustOut,0.522912167
d004,h0080,83NO,frtRoadLight,mustOut,0.489946461
d004,h0081,83NO,frtRoadLight,mustOut,0.473934009
d004,h0082,83NO,frtRoadLight,mustOut,0.485453267
d004,h0083,83NO,frtRoadLight,mustOut,0.473113189
d004,h0084,83NO,frtRoadLight,mustOut,0.396229257
d004,h0085,83NO,frtRoadLight,mustOut,0.408767093
d004,h0086,83NO,frtRoadLight,mustOut,0.466272672
d004,h0087,83NO,frtRoadLight,mustOut,0.592055462
d004,h0088,83NO,frtRoadLight,mustOut,0.616954755
d004,h0089,83NO,frtRoadLight,mustOut,0.622491148
d004,h0090,83NO,frtRoadLight,mustOut,0.606947392
d004,h0091,83NO,frtRoadLight,mustOut,0.567512919
d004,h0092,83NO,frtRoadLight,mustOut,0.502353366
d004,h0093,83NO,frtRoadLight,mustOut,0.481686879
d004,h0094,83NO,frtRoadLight,mustOut,0.402530647
d004,h0095,83NO,frtRoadLight,mustOut,0.309605069
d004,h0096,83NO,frtRoadLight,mustOut,0.131282733
d001,h0001,84NO,frtRoadLight,mustOut,0.48281444
d001,h0002,84NO,frtRoadLight,mustOut,0.484989957
d001,h0003,84NO,frtRoadLight,mustOut,0.544048523
d001,h0004,84NO,frtRoadLight,mustOut,0.638230518
d001,h0005,84NO,frtRoadLight,mustOut,0.740448003
d001,h0006,84NO,frtRoadLight,mustOut,0.775615198
d001,h0007,84NO,frtRoadLight,mustOut,0.783966569
d001,h0008,84NO,frtRoadLight,mustOut,0.762330967
d001,h0009,84NO,frtRoadLight,mustOut,0.707522981
d001,h0010,84NO,frtRoadLight,mustOut,0.640498851
d001,h0011,84NO,frtRoadLight,mustOut,0.621929829
d001,h0012,84NO,frtRoadLight,mustOut,0.602724309
d001,h0013,84NO,frtRoadLight,mustOut,0.589629555
d001,h0014,84NO,frtRoadLight,mustOut,0.526125111
d001,h0015,84NO,frtRoadLight,mustOut,0.498187781
d001,h0016,84NO,frtRoadLight,mustOut,0.379359486
d001,h0017,84NO,frtRoadLight,mustOut,0.235881494
d001,h0018,84NO,frtRoadLight,mustOut,0.115461366
d001,h0019,84NO,frtRoadLight,mustOut,0.219583899
d001,h0020,84NO,frtRoadLight,mustOut,0.350655974
d001,h0021,84NO,frtRoadLight,mustOut,0.477788696
d001,h0022,84NO,frtRoadLight,mustOut,0.56542536
d001,h0023,84NO,frtRoadLight,mustOut,0.624870587
d001,h0024,84NO,frtRoadLight,mustOut,0.623023482
d002,h0025,84NO,frtRoadLight,mustOut,0.643943843
d002,h0026,84NO,frtRoadLight,mustOut,0.689580472
d002,h0027,84NO,frtRoadLight,mustOut,0.747599285
d002,h0028,84NO,frtRoadLight,mustOut,0.770006915
d002,h0029,84NO,frtRoadLight,mustOut,0.750848128
d002,h0030,84NO,frtRoadLight,mustOut,0.70870318
d002,h0031,84NO,frtRoadLight,mustOut,0.683885837
d002,h0032,84NO,frtRoadLight,mustOut,0.706719776
d002,h0033,84NO,frtRoadLight,mustOut,0.693775663
d002,h0034,84NO,frtRoadLight,mustOut,0.667251852
d002,h0035,84NO,frtRoadLight,mustOut,0.609233374
d002,h0036,84NO,frtRoadLight,mustOut,0.612357931
d002,h0037,84NO,frtRoadLight,mustOut,0.609099558
d002,h0038,84NO,frtRoadLight,mustOut,0.582847987
d002,h0039,84NO,frtRoadLight,mustOut,0.536041947
d002,h0040,84NO,frtRoadLight,mustOut,0.480414392
d002,h0041,84NO,frtRoadLight,mustOut,0.42145861
d002,h0042,84NO,frtRoadLight,mustOut,0.373521064
d002,h0043,84NO,frtRoadLight,mustOut,0.348341273
d002,h0044,84NO,frtRoadLight,mustOut,0.361789686
d002,h0045,84NO,frtRoadLight,mustOut,0.395593369
d002,h0046,84NO,frtRoadLight,mustOut,0.520435225
d002,h0047,84NO,frtRoadLight,mustOut,0.621715715
d002,h0048,84NO,frtRoadLight,mustOut,0.694349921
d003,h0049,84NO,frtRoadLight,mustOut,0.643805968
d003,h0050,84NO,frtRoadLight,mustOut,0.603185288
d003,h0051,84NO,frtRoadLight,mustOut,0.545948852
d003,h0052,84NO,frtRoadLight,mustOut,0.530683866
d003,h0053,84NO,frtRoadLight,mustOut,0.495705671
d003,h0054,84NO,frtRoadLight,mustOut,0.516862377
d003,h0055,84NO,frtRoadLight,mustOut,0.55904069
d003,h0056,84NO,frtRoadLight,mustOut,0.668383488
d003,h0057,84NO,frtRoadLight,mustOut,0.726454223
d003,h0058,84NO,frtRoadLight,mustOut,0.78160127
d003,h0059,84NO,frtRoadLight,mustOut,0.76160179
d003,h0060,84NO,frtRoadLight,mustOut,0.750778574
d003,h0061,84NO,frtRoadLight,mustOut,0.698088608
d003,h0062,84NO,frtRoadLight,mustOut,0.63927654
d003,h0063,84NO,frtRoadLight,mustOut,0.536456497
d003,h0064,84NO,frtRoadLight,mustOut,0.444256146
d003,h0065,84NO,frtRoadLight,mustOut,0.330503697
d003,h0066,84NO,frtRoadLight,mustOut,0.311020835
d003,h0067,84NO,frtRoadLight,mustOut,0.313098296
d003,h0068,84NO,frtRoadLight,mustOut,0.375921787
d003,h0069,84NO,frtRoadLight,mustOut,0.45533216
d003,h0070,84NO,frtRoadLight,mustOut,0.479683969
d003,h0071,84NO,frtRoadLight,mustOut,0.506127793
d003,h0072,84NO,frtRoadLight,mustOut,0.403019584
d004,h0073,84NO,frtRoadLight,mustOut,0.409792211
d004,h0074,84NO,frtRoadLight,mustOut,0.403616529
d004,h0075,84NO,frtRoadLight,mustOut,0.506266605
d004,h0076,84NO,frtRoadLight,mustOut,0.531634747
d004,h0077,84NO,frtRoadLight,mustOut,0.557768324
d004,h0078,84NO,frtRoadLight,mustOut,0.535455822
d004,h0079,84NO,frtRoadLight,mustOut,0.522912167
d004,h0080,84NO,frtRoadLight,mustOut,0.489946461
d004,h0081,84NO,frtRoadLight,mustOut,0.473934009
d004,h0082,84NO,frtRoadLight,mustOut,0.485453267
d004,h0083,84NO,frtRoadLight,mustOut,0.473113189
d004,h0084,84NO,frtRoadLight,mustOut,0.396229257
d004,h0085,84NO,frtRoadLight,mustOut,0.408767093
d004,h0086,84NO,frtRoadLight,mustOut,0.466272672
d004,h0087,84NO,frtRoadLight,mustOut,0.592055462
d004,h0088,84NO,frtRoadLight,mustOut,0.616954755
d004,h0089,84NO,frtRoadLight,mustOut,0.622491148
d004,h0090,84NO,frtRoadLight,mustOut,0.606947392
d004,h0091,84NO,frtRoadLight,mustOut,0.567512919
d004,h0092,84NO,frtRoadLight,mustOut,0.502353366
d004,h0093,84NO,frtRoadLight,mustOut,0.481686879
d004,h0094,84NO,frtRoadLight,mustOut,0.402530647
d004,h0095,84NO,frtRoadLight,mustOut,0.309605069
d004,h0096,84NO,frtRoadLight,mustOut,0.131282733
d001,h0001,85NO,frtRoadLight,mustOut,0.48281444
d001,h0002,85NO,frtRoadLight,mustOut,0.484989957
d001,h0003,85NO,frtRoadLight,mustOut,0.544048523
d001,h0004,85NO,frtRoadLight,mustOut,0.638230518
d001,h0005,85NO,frtRoadLight,mustOut,0.740448003
d001,h0006,85NO,frtRoadLight,mustOut,0.775615198
d001,h0007,85NO,frtRoadLight,mustOut,0.783966569
d001,h0008,85NO,frtRoadLight,mustOut,0.762330967
d001,h0009,85NO,frtRoadLight,mustOut,0.707522981
d001,h0010,85NO,frtRoadLight,mustOut,0.640498851
d001,h0011,85NO,frtRoadLight,mustOut,0.621929829
d001,h0012,85NO,frtRoadLight,mustOut,0.602724309
d001,h0013,85NO,frtRoadLight,mustOut,0.589629555
d001,h0014,85NO,frtRoadLight,mustOut,0.526125111
d001,h0015,85NO,frtRoadLight,mustOut,0.498187781
d001,h0016,85NO,frtRoadLight,mustOut,0.379359486
d001,h0017,85NO,frtRoadLight,mustOut,0.235881494
d001,h0018,85NO,frtRoadLight,mustOut,0.115461366
d001,h0019,85NO,frtRoadLight,mustOut,0.219583899
d001,h0020,85NO,frtRoadLight,mustOut,0.350655974
d001,h0021,85NO,frtRoadLight,mustOut,0.477788696
d001,h0022,85NO,frtRoadLight,mustOut,0.56542536
d001,h0023,85NO,frtRoadLight,mustOut,0.624870587
d001,h0024,85NO,frtRoadLight,mustOut,0.623023482
