timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,BE,be,28BE,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,3.31492787335
30th,2040,EU,BG,bg,66BG,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.563831025172
30th,2040,EU,DK,dk_e,72DK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.08705469191
30th,2040,EU,DK,dk_w,38DK,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.226747110944
30th,2040,EU,ES,es,01ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.368464085871
30th,2040,EU,ES,es,02ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.442359355558
30th,2040,EU,ES,es,04ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.720731946465
30th,2040,EU,ES,es,05ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.23383297841
30th,2040,EU,ES,es,06ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.171189411981
30th,2040,EU,ES,es,07ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.535487640552
30th,2040,EU,ES,es,08ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.288495232588
30th,2040,EU,ES,es,09ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.411991436611
30th,2040,EU,ES,es,10ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.235857506273
30th,2040,EU,ES,es,11ES,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,1.518598405637
30th,2040,EU,FI,fi,74FI,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.273311271636
30th,2040,EU,FR,fr,15FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.064784894349
30th,2040,EU,FR,fr,16FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.352267858555
30th,2040,EU,FR,fr,17FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.319875410889
30th,2040,EU,FR,fr,18FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.220673541755
30th,2040,EU,FR,fr,19FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.729842319071
30th,2040,EU,FR,fr,20FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.595211209321
30th,2040,EU,FR,fr,21FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.46058009981
30th,2040,EU,FR,fr,22FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.036441497623
30th,2040,EU,FR,fr,23FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,2.992902800075
30th,2040,EU,FR,fr,24FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.223710329
30th,2040,EU,FR,fr,25FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.42413859647
30th,2040,EU,FR,fr,26FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.746038538383
30th,2040,EU,FR,fr,27FR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.129569780416
30th,2040,EU,HR,hr,62HR,miscProHeat,h2BoilerPro,h2BoilerProHigh,expConvFix,0.313801813271
