timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
