timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,FI,fi,74FI,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,networkHeat,,nonSolidBioBoilerDh,capaConvFix,0.0
