timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,engine,engineDh,gasEngineDh,capaConvFix,0.0
