timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,FI,fi,74FI,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,ocgt,,ocgtH2Chp,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,ocgt,,ocgtH2Chp,capaConvFix,0.0
