timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,51AT,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,miscProHeat,gasBoilerPro,gasBoilerProHigh,capaConvFix,0.0
