timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,PT,pt,13PT,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,RO,ro,59RO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,RO,ro,60RO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,RO,ro,61RO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,SE,se_1,86SE,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,SE,se_2,87SE,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,SE,se_3,88SE,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,SE,se_4,89SE,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,SI,si,57SI,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,EU,SK,sk,46SK,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,AL,al,70AL,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,BA,ba,63BA,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,CH,ch,47CH,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,CH,ch,48CH,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,ME,me,64ME,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,MK,mk,67MK,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_m,83NO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_n,84NO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_n,85NO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,79NO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,80NO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,81NO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,NO,no_s,82NO,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,RS,rs,65RS,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,ni,95UK,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,90UK,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,91UK,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,92UK,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,93UK,networkHeat,,h2BoilerDh,expConvFix,0.0
30th,2040,nonEU,UK,uk,94UK,networkHeat,,h2BoilerDh,expConvFix,0.0
