timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,powerToX,,sofc,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,powerToX,,sofc,capaConvFix,0.0
