timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,transport,,fcFrtRoadLight,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,transport,,fcFrtRoadLight,capaConvFix,0.0
