timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,GR,gr,68GR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
