timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,transport,,cngPsngRoadPrvt,capaConvFix,0.0
