timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,wind,onshore,onshore_b,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,wind,onshore,onshore_b,capaConvFix,0.0
