timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,miscProHeat,h2BoilerPro,h2BoilerProLow,capaConvFix,0.0
