timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,BE,be,28BE,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,01ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,02ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,04ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,05ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,06ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,07ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,08ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,09ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,10ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,ES,es,11ES,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.96600894369
30th,2040,EU,FR,fr,14FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
30th,2040,EU,IT,it_sar,98IT,miscProHeat,oilBoilerPro,oilBoilerProHigh,expConvFix,0.0
