timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,engine,engineDh,bioGasEngineDh,capaConvFix,0.0
