timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,transport,,fcPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,transport,,fcPsngRoadPub,capaConvFix,0.0
