timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,id_1,parameter,value
30th,2040,,EU,DE,de,31DE,powerToX,h2Storage,h2StorageCavern,1,capaStOutFix,0.0
30th,2040,,EU,DE,de,32DE,powerToX,h2Storage,h2StorageCavern,1,capaStOutFix,0.0
30th,2040,,EU,DE,de,33DE,powerToX,h2Storage,h2StorageCavern,1,capaStOutFix,0.0
30th,2040,,EU,DE,de,34DE,powerToX,h2Storage,h2StorageCavern,1,capaStOutFix,0.0
30th,2040,,EU,DE,de,35DE,powerToX,h2Storage,h2StorageCavern,1,capaStOutFix,0.0
30th,2040,,EU,GR,gr,68GR,powerToX,h2Storage,h2StorageCavern,1,capaStOutFix,0.0
30th,2040,,nonEU,AL,al,70AL,powerToX,h2Storage,h2StorageCavern,1,capaStOutFix,0.0
