timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,transport,,fcevPsngRoadPrvt,capaConvFix,0.0
