timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,networkHeat,,gasBoilerDh,capaConvFix,0.1093
30th,2040,,EU,AT,at,50AT,networkHeat,,gasBoilerDh,capaConvFix,0.0786
30th,2040,,EU,AT,at,51AT,networkHeat,,gasBoilerDh,capaConvFix,0.0816
30th,2040,,EU,BE,be,28BE,networkHeat,,gasBoilerDh,capaConvFix,0.0997
30th,2040,,EU,BG,bg,66BG,networkHeat,,gasBoilerDh,capaConvFix,0.2442
30th,2040,,EU,CZ,cz,39CZ,networkHeat,,gasBoilerDh,capaConvFix,0.2846
30th,2040,,EU,CZ,cz,40CZ,networkHeat,,gasBoilerDh,capaConvFix,0.3259
30th,2040,,EU,DE,de,31DE,networkHeat,,gasBoilerDh,capaConvFix,0.3312
30th,2040,,EU,DE,de,32DE,networkHeat,,gasBoilerDh,capaConvFix,0.3835
30th,2040,,EU,DE,de,33DE,networkHeat,,gasBoilerDh,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,networkHeat,,gasBoilerDh,capaConvFix,0.0749
30th,2040,,EU,DE,de,35DE,networkHeat,,gasBoilerDh,capaConvFix,0.677
30th,2040,,EU,DE,de,36DE,networkHeat,,gasBoilerDh,capaConvFix,0.6606
30th,2040,,EU,DE,de,37DE,networkHeat,,gasBoilerDh,capaConvFix,0.576
30th,2040,,EU,DK,dk_e,72DK,networkHeat,,gasBoilerDh,capaConvFix,0.1989
30th,2040,,EU,DK,dk_w,38DK,networkHeat,,gasBoilerDh,capaConvFix,0.3838
30th,2040,,EU,EE,ee,73EE,networkHeat,,gasBoilerDh,capaConvFix,0.1365
30th,2040,,EU,ES,es,01ES,networkHeat,,gasBoilerDh,capaConvFix,0.0034
30th,2040,,EU,ES,es,02ES,networkHeat,,gasBoilerDh,capaConvFix,0.0034
30th,2040,,EU,ES,es,03ES,networkHeat,,gasBoilerDh,capaConvFix,0.0023
30th,2040,,EU,ES,es,04ES,networkHeat,,gasBoilerDh,capaConvFix,0.0039
30th,2040,,EU,ES,es,05ES,networkHeat,,gasBoilerDh,capaConvFix,0.0015
30th,2040,,EU,ES,es,06ES,networkHeat,,gasBoilerDh,capaConvFix,0.0089
30th,2040,,EU,ES,es,07ES,networkHeat,,gasBoilerDh,capaConvFix,0.0078
30th,2040,,EU,ES,es,08ES,networkHeat,,gasBoilerDh,capaConvFix,0.0027
30th,2040,,EU,ES,es,09ES,networkHeat,,gasBoilerDh,capaConvFix,0.005
30th,2040,,EU,ES,es,10ES,networkHeat,,gasBoilerDh,capaConvFix,0.0029
30th,2040,,EU,ES,es,11ES,networkHeat,,gasBoilerDh,capaConvFix,0.0084
30th,2040,,EU,FI,fi,74FI,networkHeat,,gasBoilerDh,capaConvFix,0.0299
30th,2040,,EU,FI,fi,75FI,networkHeat,,gasBoilerDh,capaConvFix,0.1916
30th,2040,,EU,FR,fr,14FR,networkHeat,,gasBoilerDh,capaConvFix,0.0532
30th,2040,,EU,FR,fr,15FR,networkHeat,,gasBoilerDh,capaConvFix,0.0656
30th,2040,,EU,FR,fr,16FR,networkHeat,,gasBoilerDh,capaConvFix,0.1058
30th,2040,,EU,FR,fr,17FR,networkHeat,,gasBoilerDh,capaConvFix,0.0425
30th,2040,,EU,FR,fr,18FR,networkHeat,,gasBoilerDh,capaConvFix,0.0082
30th,2040,,EU,FR,fr,19FR,networkHeat,,gasBoilerDh,capaConvFix,0.0158
30th,2040,,EU,FR,fr,20FR,networkHeat,,gasBoilerDh,capaConvFix,0.0187
30th,2040,,EU,FR,fr,21FR,networkHeat,,gasBoilerDh,capaConvFix,0.0981
30th,2040,,EU,FR,fr,22FR,networkHeat,,gasBoilerDh,capaConvFix,0.022
30th,2040,,EU,FR,fr,23FR,networkHeat,,gasBoilerDh,capaConvFix,0.2574
30th,2040,,EU,FR,fr,24FR,networkHeat,,gasBoilerDh,capaConvFix,0.0183
30th,2040,,EU,FR,fr,25FR,networkHeat,,gasBoilerDh,capaConvFix,0.0546
30th,2040,,EU,FR,fr,26FR,networkHeat,,gasBoilerDh,capaConvFix,0.0322
30th,2040,,EU,FR,fr,27FR,networkHeat,,gasBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,networkHeat,,gasBoilerDh,capaConvFix,0.0027
30th,2040,,EU,GR,gr,68GR,networkHeat,,gasBoilerDh,capaConvFix,0.0129
30th,2040,,EU,GR,gr,69GR,networkHeat,,gasBoilerDh,capaConvFix,0.0068
30th,2040,,EU,HR,hr,62HR,networkHeat,,gasBoilerDh,capaConvFix,0.077
30th,2040,,EU,HU,hu,58HU,networkHeat,,gasBoilerDh,capaConvFix,0.2828
30th,2040,,EU,IE,ie,96IE,networkHeat,,gasBoilerDh,capaConvFix,0.0127
30th,2040,,EU,IT,it_cn,53IT,networkHeat,,gasBoilerDh,capaConvFix,0.1556
30th,2040,,EU,IT,it_cs,54IT,networkHeat,,gasBoilerDh,capaConvFix,0.2545
30th,2040,,EU,IT,it_n,52IT,networkHeat,,gasBoilerDh,capaConvFix,0.7956
30th,2040,,EU,IT,it_s,55IT,networkHeat,,gasBoilerDh,capaConvFix,0.0013
30th,2040,,EU,IT,it_sar,98IT,networkHeat,,gasBoilerDh,capaConvFix,0.0111
30th,2040,,EU,IT,it_sic,56IT,networkHeat,,gasBoilerDh,capaConvFix,0.0718
30th,2040,,EU,LT,lt,77LT,networkHeat,,gasBoilerDh,capaConvFix,0.2587
30th,2040,,EU,LU,lu,29LU,networkHeat,,gasBoilerDh,capaConvFix,0.0415
30th,2040,,EU,LV,lv,78LV,networkHeat,,gasBoilerDh,capaConvFix,0.2194
30th,2040,,EU,NL,nl,30NL,networkHeat,,gasBoilerDh,capaConvFix,0.3066
30th,2040,,EU,PL,pl,41PL,networkHeat,,gasBoilerDh,capaConvFix,0.5683
30th,2040,,EU,PL,pl,42PL,networkHeat,,gasBoilerDh,capaConvFix,0.3898
30th,2040,,EU,PL,pl,43PL,networkHeat,,gasBoilerDh,capaConvFix,0.3903
30th,2040,,EU,PL,pl,44PL,networkHeat,,gasBoilerDh,capaConvFix,0.4664
30th,2040,,EU,PL,pl,45PL,networkHeat,,gasBoilerDh,capaConvFix,0.4593
30th,2040,,EU,PT,pt,12PT,networkHeat,,gasBoilerDh,capaConvFix,0.041
30th,2040,,EU,PT,pt,13PT,networkHeat,,gasBoilerDh,capaConvFix,0.0059
30th,2040,,EU,RO,ro,59RO,networkHeat,,gasBoilerDh,capaConvFix,0.1904
30th,2040,,EU,RO,ro,61RO,networkHeat,,gasBoilerDh,capaConvFix,0.1364
30th,2040,,EU,SE,se_1,86SE,networkHeat,,gasBoilerDh,capaConvFix,0.0901
30th,2040,,EU,SE,se_2,87SE,networkHeat,,gasBoilerDh,capaConvFix,0.32
30th,2040,,EU,SE,se_3,88SE,networkHeat,,gasBoilerDh,capaConvFix,2.022
30th,2040,,EU,SE,se_4,89SE,networkHeat,,gasBoilerDh,capaConvFix,0.4879
30th,2040,,EU,SI,si,57SI,networkHeat,,gasBoilerDh,capaConvFix,0.0471
30th,2040,,EU,SK,sk,46SK,networkHeat,,gasBoilerDh,capaConvFix,0.1947
30th,2040,,nonEU,AL,al,70AL,networkHeat,,gasBoilerDh,capaConvFix,0.1363
30th,2040,,nonEU,BA,ba,63BA,networkHeat,,gasBoilerDh,capaConvFix,0.0869
30th,2040,,nonEU,CH,ch,47CH,networkHeat,,gasBoilerDh,capaConvFix,0.1211
30th,2040,,nonEU,CH,ch,48CH,networkHeat,,gasBoilerDh,capaConvFix,0.0138
30th,2040,,nonEU,ME,me,64ME,networkHeat,,gasBoilerDh,capaConvFix,0.0161
30th,2040,,nonEU,MK,mk,67MK,networkHeat,,gasBoilerDh,capaConvFix,0.0582
30th,2040,,nonEU,NO,no_m,83NO,networkHeat,,gasBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,networkHeat,,gasBoilerDh,capaConvFix,0.0352
30th,2040,,nonEU,NO,no_n,85NO,networkHeat,,gasBoilerDh,capaConvFix,0.0049
30th,2040,,nonEU,NO,no_s,79NO,networkHeat,,gasBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,networkHeat,,gasBoilerDh,capaConvFix,0.0446
30th,2040,,nonEU,NO,no_s,81NO,networkHeat,,gasBoilerDh,capaConvFix,0.0696
30th,2040,,nonEU,NO,no_s,82NO,networkHeat,,gasBoilerDh,capaConvFix,0.1001
30th,2040,,nonEU,RS,rs,65RS,networkHeat,,gasBoilerDh,capaConvFix,0.16
30th,2040,,nonEU,UK,ni,95UK,networkHeat,,gasBoilerDh,capaConvFix,0.0156
30th,2040,,nonEU,UK,uk,90UK,networkHeat,,gasBoilerDh,capaConvFix,0.1646
30th,2040,,nonEU,UK,uk,91UK,networkHeat,,gasBoilerDh,capaConvFix,0.038
30th,2040,,nonEU,UK,uk,92UK,networkHeat,,gasBoilerDh,capaConvFix,0.1871
30th,2040,,nonEU,UK,uk,93UK,networkHeat,,gasBoilerDh,capaConvFix,0.0524
30th,2040,,nonEU,UK,uk,94UK,networkHeat,,gasBoilerDh,capaConvFix,0.0269
