timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,AT,at,50AT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,AT,at,51AT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,BE,be,28BE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DE,de,31DE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DE,de,32DE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DE,de,33DE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DE,de,34DE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DE,de,35DE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DE,de,36DE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DE,de,37DE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,01ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,02ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,03ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,04ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,05ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,06ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,07ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,08ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,09ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,10ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,ES,es,11ES,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,HR,hr,62HR,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,IT,it_cn,53IT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,IT,it_cs,54IT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,IT,it_n,52IT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,IT,it_sar,98IT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,IT,it_sic,56IT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,LT,lt,77LT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,LU,lu,29LU,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,LV,lv,78LV,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,NL,nl,30NL,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,PL,pl,41PL,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,PL,pl,42PL,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,PL,pl,43PL,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,PL,pl,44PL,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,PL,pl,45PL,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,PT,pt,12PT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,PT,pt,13PT,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,RO,ro,59RO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,RO,ro,60RO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,RO,ro,61RO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,SE,se_1,86SE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,SE,se_2,87SE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,SE,se_3,88SE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,SE,se_4,89SE,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,SI,si,57SI,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,EU,SK,sk,46SK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,AL,al,70AL,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,BA,ba,63BA,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,CH,ch,47CH,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,CH,ch,48CH,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,ME,me,64ME,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,MK,mk,67MK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,NO,no_m,83NO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,NO,no_n,84NO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,NO,no_n,85NO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,NO,no_s,79NO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,NO,no_s,80NO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,NO,no_s,81NO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,NO,no_s,82NO,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,RS,rs,65RS,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,UK,ni,95UK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,UK,uk,90UK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,UK,uk,91UK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,UK,uk,92UK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,UK,uk,93UK,engine,engineMed,gasEngineProMed,expConvFix,0.0
30th,2040,nonEU,UK,uk,94UK,engine,engineMed,gasEngineProMed,expConvFix,0.0
