timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,bioConversion,,biogasUpgrading,capaConvFix,0.0
