timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,powerToX,,pefc,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,powerToX,,pefc,capaConvFix,0.0
