timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,ES,es,10ES,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,ocgt,,ocgtGas,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,ocgt,,ocgtGas,capaConvFix,0.0
