timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,EU,AT,at,49AT,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,BG,bg,66BG,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,CZ,cz,39CZ,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,CZ,cz,40CZ,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,DE,de,32DE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,DE,de,33DE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,DE,de,34DE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,DE,de,35DE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,DE,de,36DE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,DE,de,37DE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,DK,dk_e,72DK,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,EE,ee,73EE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,01ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,02ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,03ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,04ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,05ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,06ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,07ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,ES,es,08ES,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FI,fi,75FI,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,14FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,15FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,17FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,18FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,21FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,23FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,24FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,25FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,26FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,FR,fr,27FR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,GR,gr,69GR,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,IE,ie,96IE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,IT,it_s,55IT,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,LT,lt,77LT,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,LU,lu,29LU,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,LV,lv,78LV,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,PL,pl,43PL,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,PL,pl,44PL,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,PT,pt,12PT,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,PT,pt,13PT,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,RO,ro,59RO,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,RO,ro,60RO,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,RO,ro,61RO,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,SE,se_1,86SE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,SE,se_2,87SE,wind,onshore,onshore_c,expConvFix,0.0
30th,EU,SK,sk,46SK,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,AL,al,70AL,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,BA,ba,63BA,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,ME,me,64ME,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,MK,mk,67MK,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,NO,no_m,83NO,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,NO,no_n,84NO,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,NO,no_n,85NO,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,NO,no_s,79NO,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,NO,no_s,80NO,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,NO,no_s,81NO,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,NO,no_s,82NO,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,RS,rs,65RS,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,UK,ni,95UK,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,UK,uk,90UK,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,UK,uk,92UK,wind,onshore,onshore_c,expConvFix,0.0
30th,nonEU,UK,uk,94UK,wind,onshore,onshore_c,expConvFix,0.0
