timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,FR,fr,20FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,bioConversion,,gasification,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,bioConversion,,gasification,capaConvFix,0.0
