timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,FI,fi,transport,bev,bevPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,LT,lt,transport,bev,bevPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,LV,lv,transport,bev,bevPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SE,se_3,transport,bev,bevPsngRoadPub,capaConvFix,0.0
30th,2040,,EU,SE,se_4,transport,bev,bevPsngRoadPub,capaConvFix,0.0
