timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,AT,at,50AT,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,AT,at,51AT,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,BE,be,28BE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DE,de,31DE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DE,de,32DE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DE,de,33DE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DE,de,34DE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DE,de,35DE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DE,de,36DE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DE,de,37DE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,01ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,02ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,03ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,04ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,05ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,06ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,07ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,08ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,09ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,10ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,ES,es,11ES,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,25FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,26FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr,27FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,FR,fr_co,99FR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,GR,gr,68GR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,GR,gr,69GR,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,HU,hu,58HU,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,IE,ie,96IE,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
30th,2040,EU,IT,it_s,55IT,miscSpaceHeat,,gasBoilerSpace,expConvFix,0.0
