timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,miscProHeat,bioBoilerPro,bioBoilerProLow,capaConvFix,0.0
