timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,FR,fr,15FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,ccgt,ccgtProMed,ccgtH2BackProMed,capaConvFix,0.0
