timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,EE,ee,73EE,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,networkHeat,,eBoilerDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,networkHeat,,eBoilerDh,capaConvFix,0.0
