timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,bioConversion,,solidBioPlantDh,capaConvFix,0.0
