timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,LU,lu,29LU,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,engine,engineLow,bioGasEngineProLow,capaConvFix,0.0
