timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,wind,onshore,onshore_a,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,wind,onshore,onshore_a,capaConvFix,0.0
