timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,BE,be,28BE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
