timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,HR,hr,62HR,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,90UK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,91UK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,92UK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,93UK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,miscSpaceHeat,,resistiveHeatSpace,capaConvFix,0.0
