timestep_1,timestep_2,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,EU,AT,at,49AT,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,AT,at,50AT,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,AT,at,51AT,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,BE,be,28BE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,BG,bg,66BG,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,CZ,cz,39CZ,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,CZ,cz,40CZ,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DE,de,31DE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DE,de,32DE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DE,de,33DE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DE,de,34DE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DE,de,35DE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DE,de,36DE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DE,de,37DE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DK,dk_e,72DK,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,DK,dk_w,38DK,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,EE,ee,73EE,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,01ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,02ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,03ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,04ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,05ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,06ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,07ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,08ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,09ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,10ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,ES,es,11ES,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FI,fi,74FI,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FI,fi,75FI,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,14FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,15FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,16FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,17FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,18FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,19FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,20FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,21FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,22FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,23FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
30th,2040,EU,FR,fr,24FR,miscProHeat,gasBoilerPro,gasBoilerProLow,expConvFix,0.0
