timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,47CH,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,powerToX,,directAirCapture,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,powerToX,,directAirCapture,capaConvFix,0.0
