timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,ES,es,08ES,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,PL,pl,45PL,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,PT,pt,12PT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,PT,pt,13PT,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,RO,ro,59RO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,RO,ro,60RO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,RO,ro,61RO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_1,86SE,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_2,87SE,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_3,88SE,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,SE,se_4,89SE,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,SI,si,57SI,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,EU,SK,sk,46SK,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,AL,al,70AL,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,BA,ba,63BA,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,CH,ch,48CH,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,ME,me,64ME,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,MK,mk,67MK,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_m,83NO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,84NO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_n,85NO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,79NO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,80NO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,81NO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,NO,no_s,82NO,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,RS,rs,65RS,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,ni,95UK,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
30th,2040,,nonEU,UK,uk,94UK,heatpump,heatpumpAir,heatpumpAirSpace,capaConvFix,0.0
