timestep_1,timestep_2,timestep_1,region_1,region_2,region_3,region_4,technology_1,technology_2,technology_3,parameter,value
30th,2040,,EU,AT,at,49AT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,AT,at,50AT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,AT,at,51AT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,BE,be,28BE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,BG,bg,66BG,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,CZ,cz,39CZ,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,CZ,cz,40CZ,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,31DE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,32DE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,33DE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,34DE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,35DE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,36DE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DE,de,37DE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DK,dk_e,72DK,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,DK,dk_w,38DK,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,EE,ee,73EE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,01ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,02ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,03ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,04ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,05ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,06ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,07ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,08ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,09ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,10ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,ES,es,11ES,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FI,fi,74FI,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FI,fi,75FI,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,14FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,15FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,16FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,17FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,18FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,19FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,20FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,21FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,22FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,23FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,24FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,25FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,26FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr,27FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,FR,fr_co,99FR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,GR,gr,68GR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,GR,gr,69GR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,HR,hr,62HR,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,HU,hu,58HU,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IE,ie,96IE,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_cn,53IT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_cs,54IT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_n,52IT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_s,55IT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_sar,98IT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,IT,it_sic,56IT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,LT,lt,77LT,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,LU,lu,29LU,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,LV,lv,78LV,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,NL,nl,30NL,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,41PL,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,42PL,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,43PL,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
30th,2040,,EU,PL,pl,44PL,miscProHeat,oilBoilerPro,oilBoilerProLow,capaConvFix,0.0
