timestep_2,region_4,technology_3,parameter_1,value_1,parameter_2,value_2,parameter_3,value_3,parameter_4,value_4
all,94UK,bevPsngRoadPub,capaConvResi,0.372155647,capaStInResi,0.372155647,capaStOutResi,0.372155647,capaStSizeResi,1.860778236
all,95UK,bevPsngRoadPub,capaConvResi,0.231857423,capaStInResi,0.231857423,capaStOutResi,0.231857423,capaStSizeResi,1.159287117
all,96IE,bevPsngRoadPub,capaConvResi,0.951914196,capaStInResi,0.951914196,capaStOutResi,0.951914196,capaStSizeResi,4.759570979
all,98IT,bevPsngRoadPub,capaConvResi,0.442592234,capaStInResi,0.442592234,capaStOutResi,0.442592234,capaStSizeResi,2.212961169
all,99FR,bevPsngRoadPub,capaConvResi,0.063242396,capaStInResi,0.063242396,capaStOutResi,0.063242396,capaStSizeResi,0.316211979
all,01ES,eFrtRail,capaConvResi,0.012961354,capaStInResi,0.012961354,capaStOutResi,0.012961354,capaStSizeResi,0.06480677
all,02ES,eFrtRail,capaConvResi,0.012063334,capaStInResi,0.012063334,capaStOutResi,0.012063334,capaStSizeResi,0.060316669
all,03ES,eFrtRail,capaConvResi,0.00882258,capaStInResi,0.00882258,capaStOutResi,0.00882258,capaStSizeResi,0.044112899
all,04ES,eFrtRail,capaConvResi,0.020836775,capaStInResi,0.020836775,capaStOutResi,0.020836775,capaStSizeResi,0.104183877
all,05ES,eFrtRail,capaConvResi,0.007519821,capaStInResi,0.007519821,capaStOutResi,0.007519821,capaStSizeResi,0.037599107
all,06ES,eFrtRail,capaConvResi,0.046742154,capaStInResi,0.046742154,capaStOutResi,0.046742154,capaStSizeResi,0.233710772
all,07ES,eFrtRail,capaConvResi,0.046716992,capaStInResi,0.046716992,capaStOutResi,0.046716992,capaStSizeResi,0.233584959
all,08ES,eFrtRail,capaConvResi,0.008970944,capaStInResi,0.008970944,capaStOutResi,0.008970944,capaStSizeResi,0.044854722
all,09ES,eFrtRail,capaConvResi,0.021029768,capaStInResi,0.021029768,capaStOutResi,0.021029768,capaStSizeResi,0.105148839
all,10ES,eFrtRail,capaConvResi,0.012077814,capaStInResi,0.012077814,capaStOutResi,0.012077814,capaStSizeResi,0.060389071
all,11ES,eFrtRail,capaConvResi,0.03848787,capaStInResi,0.03848787,capaStOutResi,0.03848787,capaStSizeResi,0.192439349
all,12PT,eFrtRail,capaConvResi,0.045371979,capaStInResi,0.045371979,capaStOutResi,0.045371979,capaStSizeResi,0.226859897
all,13PT,eFrtRail,capaConvResi,0.060795945,capaStInResi,0.060795945,capaStOutResi,0.060795945,capaStSizeResi,0.303979727
all,14FR,eFrtRail,capaConvResi,0.031746427,capaStInResi,0.031746427,capaStOutResi,0.031746427,capaStSizeResi,0.158732137
all,15FR,eFrtRail,capaConvResi,0.015104686,capaStInResi,0.015104686,capaStOutResi,0.015104686,capaStSizeResi,0.07552343
all,16FR,eFrtRail,capaConvResi,0.031581446,capaStInResi,0.031581446,capaStOutResi,0.031581446,capaStSizeResi,0.157907231
all,17FR,eFrtRail,capaConvResi,0.022819162,capaStInResi,0.022819162,capaStOutResi,0.022819162,capaStSizeResi,0.114095808
all,18FR,eFrtRail,capaConvResi,0.018498789,capaStInResi,0.018498789,capaStOutResi,0.018498789,capaStSizeResi,0.092493947
all,19FR,eFrtRail,capaConvResi,0.023976167,capaStInResi,0.023976167,capaStOutResi,0.023976167,capaStSizeResi,0.119880834
all,20FR,eFrtRail,capaConvResi,0.019063524,capaStInResi,0.019063524,capaStOutResi,0.019063524,capaStSizeResi,0.095317619
all,21FR,eFrtRail,capaConvResi,0.027546171,capaStInResi,0.027546171,capaStOutResi,0.027546171,capaStSizeResi,0.137730855
all,22FR,eFrtRail,capaConvResi,0.009940417,capaStInResi,0.009940417,capaStOutResi,0.009940417,capaStSizeResi,0.049702084
all,23FR,eFrtRail,capaConvResi,0.126514504,capaStInResi,0.126514504,capaStOutResi,0.126514504,capaStSizeResi,0.632572521
all,24FR,eFrtRail,capaConvResi,0.009830746,capaStInResi,0.009830746,capaStOutResi,0.009830746,capaStSizeResi,0.049153729
all,25FR,eFrtRail,capaConvResi,0.025940274,capaStInResi,0.025940274,capaStOutResi,0.025940274,capaStSizeResi,0.129701372
all,26FR,eFrtRail,capaConvResi,0.037027726,capaStInResi,0.037027726,capaStOutResi,0.037027726,capaStSizeResi,0.185138632
all,27FR,eFrtRail,capaConvResi,0.004712054,capaStInResi,0.004712054,capaStOutResi,0.004712054,capaStSizeResi,0.023560272
all,28BE,eFrtRail,capaConvResi,0.116903338,capaStInResi,0.116903338,capaStOutResi,0.116903338,capaStSizeResi,0.584516688
all,29LU,eFrtRail,capaConvResi,0.014850211,capaStInResi,0.014850211,capaStOutResi,0.014850211,capaStSizeResi,0.074251056
all,30NL,eFrtRail,capaConvResi,0.179490339,capaStInResi,0.179490339,capaStOutResi,0.179490339,capaStSizeResi,0.897451693
all,31DE,eFrtRail,capaConvResi,0.283603713,capaStInResi,0.283603713,capaStOutResi,0.283603713,capaStSizeResi,1.418018563
all,32DE,eFrtRail,capaConvResi,0.139186963,capaStInResi,0.139186963,capaStOutResi,0.139186963,capaStSizeResi,0.695934815
all,33DE,eFrtRail,capaConvResi,0.37814675,capaStInResi,0.37814675,capaStOutResi,0.37814675,capaStSizeResi,1.890733751
all,34DE,eFrtRail,capaConvResi,0.129973413,capaStInResi,0.129973413,capaStOutResi,0.129973413,capaStSizeResi,0.649867065
all,35DE,eFrtRail,capaConvResi,0.25254356,capaStInResi,0.25254356,capaStOutResi,0.25254356,capaStSizeResi,1.262717799
all,36DE,eFrtRail,capaConvResi,0.25622371,capaStInResi,0.25622371,capaStOutResi,0.25622371,capaStSizeResi,1.281118549
all,37DE,eFrtRail,capaConvResi,0.314809144,capaStInResi,0.314809144,capaStOutResi,0.314809144,capaStSizeResi,1.57404572
all,38DK,eFrtRail,capaConvResi,0.020097564,capaStInResi,0.020097564,capaStOutResi,0.020097564,capaStSizeResi,0.100487822
all,39CZ,eFrtRail,capaConvResi,0.246674975,capaStInResi,0.246674975,capaStOutResi,0.246674975,capaStSizeResi,1.233374875
all,40CZ,eFrtRail,capaConvResi,0.150063144,capaStInResi,0.150063144,capaStOutResi,0.150063144,capaStSizeResi,0.75031572
all,41PL,eFrtRail,capaConvResi,0.79848787,capaStInResi,0.79848787,capaStOutResi,0.79848787,capaStSizeResi,3.992439349
all,42PL,eFrtRail,capaConvResi,0.301408631,capaStInResi,0.301408631,capaStOutResi,0.301408631,capaStSizeResi,1.507043156
all,43PL,eFrtRail,capaConvResi,0.563214404,capaStInResi,0.563214404,capaStOutResi,0.563214404,capaStSizeResi,2.816072022
all,44PL,eFrtRail,capaConvResi,0.610909889,capaStInResi,0.610909889,capaStOutResi,0.610909889,capaStSizeResi,3.054549447
all,45PL,eFrtRail,capaConvResi,0.372157338,capaStInResi,0.372157338,capaStOutResi,0.372157338,capaStSizeResi,1.860786688
all,46SK,eFrtRail,capaConvResi,0.355379338,capaStInResi,0.355379338,capaStOutResi,0.355379338,capaStSizeResi,1.776896691
all,47CH,eFrtRail,capaConvResi,0.264274241,capaStInResi,0.264274241,capaStOutResi,0.264274241,capaStSizeResi,1.321371207
all,48CH,eFrtRail,capaConvResi,0.027371,capaStInResi,0.027371,capaStOutResi,0.027371,capaStSizeResi,0.136854999
all,49AT,eFrtRail,capaConvResi,0.066469639,capaStInResi,0.066469639,capaStOutResi,0.066469639,capaStSizeResi,0.332348194
all,50AT,eFrtRail,capaConvResi,0.080728054,capaStInResi,0.080728054,capaStOutResi,0.080728054,capaStSizeResi,0.40364027
all,51AT,eFrtRail,capaConvResi,0.112674358,capaStInResi,0.112674358,capaStOutResi,0.112674358,capaStSizeResi,0.563371789
all,52IT,eFrtRail,capaConvResi,0.19408109,capaStInResi,0.19408109,capaStOutResi,0.19408109,capaStSizeResi,0.97040545
all,53IT,eFrtRail,capaConvResi,0.036205906,capaStInResi,0.036205906,capaStOutResi,0.036205906,capaStSizeResi,0.18102953
all,54IT,eFrtRail,capaConvResi,0.067852633,capaStInResi,0.067852633,capaStOutResi,0.067852633,capaStSizeResi,0.339263163
all,55IT,eFrtRail,capaConvResi,0.025974458,capaStInResi,0.025974458,capaStOutResi,0.025974458,capaStSizeResi,0.129872288
all,56IT,eFrtRail,capaConvResi,0.018200874,capaStInResi,0.018200874,capaStOutResi,0.018200874,capaStSizeResi,0.091004368
all,57SI,eFrtRail,capaConvResi,0.270967099,capaStInResi,0.270967099,capaStOutResi,0.270967099,capaStSizeResi,1.354835494
all,58HU,eFrtRail,capaConvResi,0.299506718,capaStInResi,0.299506718,capaStOutResi,0.299506718,capaStSizeResi,1.49753359
all,59RO,eFrtRail,capaConvResi,0.216323648,capaStInResi,0.216323648,capaStOutResi,0.216323648,capaStSizeResi,1.081618241
all,60RO,eFrtRail,capaConvResi,0.427184637,capaStInResi,0.427184637,capaStOutResi,0.427184637,capaStSizeResi,2.135923183
all,61RO,eFrtRail,capaConvResi,0.185774581,capaStInResi,0.185774581,capaStOutResi,0.185774581,capaStSizeResi,0.928872905
all,62HR,eFrtRail,capaConvResi,0.074336752,capaStInResi,0.074336752,capaStOutResi,0.074336752,capaStSizeResi,0.371683758
all,63BA,eFrtRail,capaConvResi,0.06977591,capaStInResi,0.06977591,capaStOutResi,0.06977591,capaStSizeResi,0.348879552
all,64ME,eFrtRail,capaConvResi,0.019049755,capaStInResi,0.019049755,capaStOutResi,0.019049755,capaStSizeResi,0.095248777
all,65RS,eFrtRail,capaConvResi,0.175132222,capaStInResi,0.175132222,capaStOutResi,0.175132222,capaStSizeResi,0.875661112
all,66BG,eFrtRail,capaConvResi,0.14597873,capaStInResi,0.14597873,capaStOutResi,0.14597873,capaStSizeResi,0.729893652
all,67MK,eFrtRail,capaConvResi,0.043852253,capaStInResi,0.043852253,capaStOutResi,0.043852253,capaStSizeResi,0.219261264
all,68GR,eFrtRail,capaConvResi,0.003382709,capaStInResi,0.003382709,capaStOutResi,0.003382709,capaStSizeResi,0.016913545
all,69GR,eFrtRail,capaConvResi,0.009127617,capaStInResi,0.009127617,capaStOutResi,0.009127617,capaStSizeResi,0.045638086
all,70AL,eFrtRail,capaConvResi,0.052262736,capaStInResi,0.052262736,capaStOutResi,0.052262736,capaStSizeResi,0.261313678
all,72DK,eFrtRail,capaConvResi,0.02138608,capaStInResi,0.02138608,capaStOutResi,0.02138608,capaStSizeResi,0.106930399
all,73EE,eFrtRail,capaConvResi,0.085151688,capaStInResi,0.085151688,capaStOutResi,0.085151688,capaStSizeResi,0.425758439
all,74FI,eFrtRail,capaConvResi,0.026104544,capaStInResi,0.026104544,capaStOutResi,0.026104544,capaStSizeResi,0.130522718
all,75FI,eFrtRail,capaConvResi,0.218649528,capaStInResi,0.218649528,capaStOutResi,0.218649528,capaStSizeResi,1.093247638
all,77LT,eFrtRail,capaConvResi,2.323990172,capaStInResi,2.323990172,capaStOutResi,2.323990172,capaStSizeResi,11.61995086
all,78LV,eFrtRail,capaConvResi,0.969541851,capaStInResi,0.969541851,capaStOutResi,0.969541851,capaStSizeResi,4.847709253
all,79NO,eFrtRail,capaConvResi,0.003742107,capaStInResi,0.003742107,capaStOutResi,0.003742107,capaStSizeResi,0.018710535
all,80NO,eFrtRail,capaConvResi,0.0086792,capaStInResi,0.0086792,capaStOutResi,0.0086792,capaStSizeResi,0.043396002
all,81NO,eFrtRail,capaConvResi,0.017697384,capaStInResi,0.017697384,capaStOutResi,0.017697384,capaStSizeResi,0.08848692
all,82NO,eFrtRail,capaConvResi,0.033501638,capaStInResi,0.033501638,capaStOutResi,0.033501638,capaStSizeResi,0.16750819
all,83NO,eFrtRail,capaConvResi,0.008860561,capaStInResi,0.008860561,capaStOutResi,0.008860561,capaStSizeResi,0.044302806
all,84NO,eFrtRail,capaConvResi,0.007403979,capaStInResi,0.007403979,capaStOutResi,0.007403979,capaStSizeResi,0.037019893
all,85NO,eFrtRail,capaConvResi,0.001073209,capaStInResi,0.001073209,capaStOutResi,0.001073209,capaStSizeResi,0.005366045
all,86SE,eFrtRail,capaConvResi,0.009646537,capaStInResi,0.009646537,capaStOutResi,0.009646537,capaStSizeResi,0.048232683
all,87SE,eFrtRail,capaConvResi,0.030810901,capaStInResi,0.030810901,capaStOutResi,0.030810901,capaStSizeResi,0.154054503
all,88SE,eFrtRail,capaConvResi,0.290125101,capaStInResi,0.290125101,capaStOutResi,0.290125101,capaStSizeResi,1.450625504
all,89SE,eFrtRail,capaConvResi,0.067182975,capaStInResi,0.067182975,capaStOutResi,0.067182975,capaStSizeResi,0.335914874
all,90UK,eFrtRail,capaConvResi,0.168919432,capaStInResi,0.168919432,capaStOutResi,0.168919432,capaStSizeResi,0.844597161
all,91UK,eFrtRail,capaConvResi,0.022650857,capaStInResi,0.022650857,capaStOutResi,0.022650857,capaStSizeResi,0.113254285
all,92UK,eFrtRail,capaConvResi,0.103597303,capaStInResi,0.103597303,capaStOutResi,0.103597303,capaStSizeResi,0.517986517
all,93UK,eFrtRail,capaConvResi,0.028115653,capaStInResi,0.028115653,capaStOutResi,0.028115653,capaStSizeResi,0.140578265
all,94UK,eFrtRail,capaConvResi,0.018271376,capaStInResi,0.018271376,capaStOutResi,0.018271376,capaStSizeResi,0.091356882
all,95UK,eFrtRail,capaConvResi,0.003974268,capaStInResi,0.003974268,capaStOutResi,0.003974268,capaStSizeResi,0.019871338
all,96IE,eFrtRail,capaConvResi,0.001537056,capaStInResi,0.001537056,capaStOutResi,0.001537056,capaStSizeResi,0.007685278
all,98IT,eFrtRail,capaConvResi,0.009300669,capaStInResi,0.009300669,capaStOutResi,0.009300669,capaStSizeResi,0.046503347
all,99FR,eFrtRail,capaConvResi,0.001651712,capaStInResi,0.001651712,capaStOutResi,0.001651712,capaStSizeResi,0.008258558
all,01ES,bevFrtRoadHeavy,capaConvResi,1.34569681,capaStInResi,1.34569681,capaStOutResi,1.34569681,capaStSizeResi,6.728484048
all,02ES,bevFrtRoadHeavy,capaConvResi,1.252470683,capaStInResi,1.252470683,capaStOutResi,1.252470683,capaStSizeResi,6.262353413
all,03ES,bevFrtRoadHeavy,capaConvResi,0.915995005,capaStInResi,0.915995005,capaStOutResi,0.915995005,capaStSizeResi,4.579975024
all,04ES,bevFrtRoadHeavy,capaConvResi,2.163365651,capaStInResi,2.163365651,capaStOutResi,2.163365651,capaStSizeResi,10.81682826
all,05ES,bevFrtRoadHeavy,capaConvResi,0.780733176,capaStInResi,0.780733176,capaStOutResi,0.780733176,capaStSizeResi,3.90366588
all,06ES,bevFrtRoadHeavy,capaConvResi,4.852953667,capaStInResi,4.852953667,capaStOutResi,4.852953667,capaStSizeResi,24.26476834
all,07ES,bevFrtRoadHeavy,capaConvResi,4.850322696,capaStInResi,4.850322696,capaStOutResi,4.850322696,capaStSizeResi,24.25161348
all,08ES,bevFrtRoadHeavy,capaConvResi,0.931402464,capaStInResi,0.931402464,capaStOutResi,0.931402464,capaStSizeResi,4.657012319
all,09ES,bevFrtRoadHeavy,capaConvResi,2.183401508,capaStInResi,2.183401508,capaStOutResi,2.183401508,capaStSizeResi,10.91700754
all,10ES,bevFrtRoadHeavy,capaConvResi,1.253961273,capaStInResi,1.253961273,capaStOutResi,1.253961273,capaStSizeResi,6.269806365
all,11ES,bevFrtRoadHeavy,capaConvResi,3.995957528,capaStInResi,3.995957528,capaStOutResi,3.995957528,capaStSizeResi,19.97978764
all,12PT,bevFrtRoadHeavy,capaConvResi,1.490458292,capaStInResi,1.490458292,capaStOutResi,1.490458292,capaStSizeResi,7.452291458
all,13PT,bevFrtRoadHeavy,capaConvResi,1.997130518,capaStInResi,1.997130518,capaStOutResi,1.997130518,capaStSizeResi,9.98565259
all,14FR,bevFrtRoadHeavy,capaConvResi,1.517662004,capaStInResi,1.517662004,capaStOutResi,1.517662004,capaStSizeResi,7.588310021
all,15FR,bevFrtRoadHeavy,capaConvResi,0.722093319,capaStInResi,0.722093319,capaStOutResi,0.722093319,capaStSizeResi,3.610466596
all,16FR,bevFrtRoadHeavy,capaConvResi,1.509769091,capaStInResi,1.509769091,capaStOutResi,1.509769091,capaStSizeResi,7.548845455
all,17FR,bevFrtRoadHeavy,capaConvResi,1.090885065,capaStInResi,1.090885065,capaStOutResi,1.090885065,capaStSizeResi,5.454425324
all,18FR,bevFrtRoadHeavy,capaConvResi,0.884345919,capaStInResi,0.884345919,capaStOutResi,0.884345919,capaStSizeResi,4.421729595
all,19FR,bevFrtRoadHeavy,capaConvResi,1.146195291,capaStInResi,1.146195291,capaStOutResi,1.146195291,capaStSizeResi,5.730976457
all,20FR,bevFrtRoadHeavy,capaConvResi,0.911350769,capaStInResi,0.911350769,capaStOutResi,0.911350769,capaStSizeResi,4.556753845
all,21FR,bevFrtRoadHeavy,capaConvResi,1.316865239,capaStInResi,1.316865239,capaStOutResi,1.316865239,capaStSizeResi,6.584326193
all,22FR,bevFrtRoadHeavy,capaConvResi,0.475216724,capaStInResi,0.475216724,capaStOutResi,0.475216724,capaStSizeResi,2.376083619
all,23FR,bevFrtRoadHeavy,capaConvResi,6.048102619,capaStInResi,6.048102619,capaStOutResi,6.048102619,capaStSizeResi,30.24051309
all,24FR,bevFrtRoadHeavy,capaConvResi,0.469967101,capaStInResi,0.469967101,capaStOutResi,0.469967101,capaStSizeResi,2.349835504
all,25FR,bevFrtRoadHeavy,capaConvResi,1.240098959,capaStInResi,1.240098959,capaStOutResi,1.240098959,capaStSizeResi,6.200494797
all,26FR,bevFrtRoadHeavy,capaConvResi,1.770133153,capaStInResi,1.770133153,capaStOutResi,1.770133153,capaStSizeResi,8.850665763
all,27FR,bevFrtRoadHeavy,capaConvResi,0.225265676,capaStInResi,0.225265676,capaStOutResi,0.225265676,capaStSizeResi,1.12632838
all,28BE,bevFrtRoadHeavy,capaConvResi,3.541346851,capaStInResi,3.541346851,capaStOutResi,3.541346851,capaStSizeResi,17.70673426
all,29LU,bevFrtRoadHeavy,capaConvResi,0.834753435,capaStInResi,0.834753435,capaStOutResi,0.834753435,capaStSizeResi,4.173767174
all,30NL,bevFrtRoadHeavy,capaConvResi,7.647822762,capaStInResi,7.647822762,capaStOutResi,7.647822762,capaStSizeResi,38.23911381
all,31DE,bevFrtRoadHeavy,capaConvResi,5.620792446,capaStInResi,5.620792446,capaStOutResi,5.620792446,capaStSizeResi,28.10396223
all,32DE,bevFrtRoadHeavy,capaConvResi,2.758572253,capaStInResi,2.758572253,capaStOutResi,2.758572253,capaStSizeResi,13.79286126
all,33DE,bevFrtRoadHeavy,capaConvResi,7.494559459,capaStInResi,7.494559459,capaStOutResi,7.494559459,capaStSizeResi,37.4727973
all,34DE,bevFrtRoadHeavy,capaConvResi,2.575968784,capaStInResi,2.575968784,capaStOutResi,2.575968784,capaStSizeResi,12.87984392
all,35DE,bevFrtRoadHeavy,capaConvResi,5.005206818,capaStInResi,5.005206818,capaStOutResi,5.005206818,capaStSizeResi,25.02603409
all,36DE,bevFrtRoadHeavy,capaConvResi,5.07814191,capaStInResi,5.07814191,capaStOutResi,5.07814191,capaStSizeResi,25.39070955
all,37DE,bevFrtRoadHeavy,capaConvResi,6.239258943,capaStInResi,6.239258943,capaStOutResi,6.239258943,capaStSizeResi,31.19629472
all,38DK,bevFrtRoadHeavy,capaConvResi,0.819428689,capaStInResi,0.819428689,capaStOutResi,0.819428689,capaStSizeResi,4.097143443
all,39CZ,bevFrtRoadHeavy,capaConvResi,3.317936054,capaStInResi,3.317936054,capaStOutResi,3.317936054,capaStSizeResi,16.58968027
all,40CZ,bevFrtRoadHeavy,capaConvResi,2.018444023,capaStInResi,2.018444023,capaStOutResi,2.018444023,capaStSizeResi,10.09222012
all,41PL,bevFrtRoadHeavy,capaConvResi,11.76010265,capaStInResi,11.76010265,capaStOutResi,11.76010265,capaStSizeResi,58.80051323
all,42PL,bevFrtRoadHeavy,capaConvResi,4.43913624,capaStInResi,4.43913624,capaStOutResi,4.43913624,capaStSizeResi,22.1956812
all,43PL,bevFrtRoadHeavy,capaConvResi,8.29500644,capaStInResi,8.29500644,capaStOutResi,8.29500644,capaStSizeResi,41.4750322
all,44PL,bevFrtRoadHeavy,capaConvResi,8.997459868,capaStInResi,8.997459868,capaStOutResi,8.997459868,capaStSizeResi,44.98729934
all,45PL,bevFrtRoadHeavy,capaConvResi,5.481120441,capaStInResi,5.481120441,capaStOutResi,5.481120441,capaStSizeResi,27.4056022
all,46SK,bevFrtRoadHeavy,capaConvResi,3.722963046,capaStInResi,3.722963046,capaStOutResi,3.722963046,capaStSizeResi,18.61481523
all,47CH,bevFrtRoadHeavy,capaConvResi,2.138308792,capaStInResi,2.138308792,capaStOutResi,2.138308792,capaStSizeResi,10.69154396
all,48CH,bevFrtRoadHeavy,capaConvResi,0.221465607,capaStInResi,0.221465607,capaStOutResi,0.221465607,capaStSizeResi,1.107328034
all,49AT,bevFrtRoadHeavy,capaConvResi,0.750412775,capaStInResi,0.750412775,capaStOutResi,0.750412775,capaStSizeResi,3.752063873
all,50AT,bevFrtRoadHeavy,capaConvResi,0.911385966,capaStInResi,0.911385966,capaStOutResi,0.911385966,capaStSizeResi,4.556929829
all,51AT,bevFrtRoadHeavy,capaConvResi,1.272043699,capaStInResi,1.272043699,capaStOutResi,1.272043699,capaStSizeResi,6.360218496
all,52IT,bevFrtRoadHeavy,capaConvResi,6.093269088,capaStInResi,6.093269088,capaStOutResi,6.093269088,capaStSizeResi,30.46634544
all,53IT,bevFrtRoadHeavy,capaConvResi,1.136702677,capaStInResi,1.136702677,capaStOutResi,1.136702677,capaStSizeResi,5.683513387
all,54IT,bevFrtRoadHeavy,capaConvResi,2.130266452,capaStInResi,2.130266452,capaStOutResi,2.130266452,capaStSizeResi,10.65133226
all,55IT,bevFrtRoadHeavy,capaConvResi,0.815479592,capaStInResi,0.815479592,capaStOutResi,0.815479592,capaStSizeResi,4.077397961
all,56IT,bevFrtRoadHeavy,capaConvResi,0.571429311,capaStInResi,0.571429311,capaStOutResi,0.571429311,capaStSizeResi,2.857146554
all,57SI,bevFrtRoadHeavy,capaConvResi,2.715436647,capaStInResi,2.715436647,capaStOutResi,2.715436647,capaStSizeResi,13.57718323
all,58HU,bevFrtRoadHeavy,capaConvResi,4.105548471,capaStInResi,4.105548471,capaStOutResi,4.105548471,capaStSizeResi,20.52774236
all,59RO,bevFrtRoadHeavy,capaConvResi,1.802324271,capaStInResi,1.802324271,capaStOutResi,1.802324271,capaStSizeResi,9.011621356
all,60RO,bevFrtRoadHeavy,capaConvResi,3.559135383,capaStInResi,3.559135383,capaStOutResi,3.559135383,capaStSizeResi,17.79567692
all,61RO,bevFrtRoadHeavy,capaConvResi,1.547801141,capaStInResi,1.547801141,capaStOutResi,1.547801141,capaStSizeResi,7.739005706
all,62HR,bevFrtRoadHeavy,capaConvResi,1.393891975,capaStInResi,1.393891975,capaStOutResi,1.393891975,capaStSizeResi,6.969459877
all,63BA,bevFrtRoadHeavy,capaConvResi,0.581346048,capaStInResi,0.581346048,capaStOutResi,0.581346048,capaStSizeResi,2.906730239
all,64ME,bevFrtRoadHeavy,capaConvResi,0.158715308,capaStInResi,0.158715308,capaStOutResi,0.158715308,capaStSizeResi,0.793576538
all,65RS,bevFrtRoadHeavy,capaConvResi,1.459134778,capaStInResi,1.459134778,capaStOutResi,1.459134778,capaStSizeResi,7.295673888
all,66BG,bevFrtRoadHeavy,capaConvResi,2.318640458,capaStInResi,2.318640458,capaStOutResi,2.318640458,capaStSizeResi,11.59320229
all,67MK,bevFrtRoadHeavy,capaConvResi,0.365360044,capaStInResi,0.365360044,capaStOutResi,0.365360044,capaStSizeResi,1.826800221
all,68GR,bevFrtRoadHeavy,capaConvResi,0.837787411,capaStInResi,0.837787411,capaStOutResi,0.837787411,capaStSizeResi,4.188937054
all,69GR,bevFrtRoadHeavy,capaConvResi,2.260572552,capaStInResi,2.260572552,capaStOutResi,2.260572552,capaStSizeResi,11.30286276
all,70AL,bevFrtRoadHeavy,capaConvResi,0.435431866,capaStInResi,0.435431866,capaStOutResi,0.435431866,capaStSizeResi,2.177159331
all,72DK,bevFrtRoadHeavy,capaConvResi,0.871970676,capaStInResi,0.871970676,capaStOutResi,0.871970676,capaStSizeResi,4.35985338
all,73EE,bevFrtRoadHeavy,capaConvResi,0.543431907,capaStInResi,0.543431907,capaStOutResi,0.543431907,capaStSizeResi,2.717159537
all,74FI,bevFrtRoadHeavy,capaConvResi,0.346945007,capaStInResi,0.346945007,capaStOutResi,0.346945007,capaStSizeResi,1.734725034
all,75FI,bevFrtRoadHeavy,capaConvResi,2.905961186,capaStInResi,2.905961186,capaStOutResi,2.905961186,capaStSizeResi,14.52980593
all,77LT,bevFrtRoadHeavy,capaConvResi,5.994941165,capaStInResi,5.994941165,capaStOutResi,5.994941165,capaStSizeResi,29.97470583
all,78LV,bevFrtRoadHeavy,capaConvResi,1.698165976,capaStInResi,1.698165976,capaStOutResi,1.698165976,capaStSizeResi,8.490829878
all,79NO,bevFrtRoadHeavy,capaConvResi,0.109921794,capaStInResi,0.109921794,capaStOutResi,0.109921794,capaStSizeResi,0.54960897
all,80NO,bevFrtRoadHeavy,capaConvResi,0.254947253,capaStInResi,0.254947253,capaStOutResi,0.254947253,capaStSizeResi,1.274736265
all,81NO,bevFrtRoadHeavy,capaConvResi,0.51984292,capaStInResi,0.51984292,capaStOutResi,0.51984292,capaStSizeResi,2.599214601
all,82NO,bevFrtRoadHeavy,capaConvResi,0.98407996,capaStInResi,0.98407996,capaStOutResi,0.98407996,capaStSizeResi,4.920399798
all,83NO,bevFrtRoadHeavy,capaConvResi,0.260274309,capaStInResi,0.260274309,capaStOutResi,0.260274309,capaStSizeResi,1.301371547
all,84NO,bevFrtRoadHeavy,capaConvResi,0.217488913,capaStInResi,0.217488913,capaStOutResi,0.217488913,capaStSizeResi,1.087444564
all,85NO,bevFrtRoadHeavy,capaConvResi,0.031524137,capaStInResi,0.031524137,capaStOutResi,0.031524137,capaStSizeResi,0.157620683
all,86SE,bevFrtRoadHeavy,capaConvResi,0.116801035,capaStInResi,0.116801035,capaStOutResi,0.116801035,capaStSizeResi,0.584005176
all,87SE,bevFrtRoadHeavy,capaConvResi,0.373055854,capaStInResi,0.373055854,capaStOutResi,0.373055854,capaStSizeResi,1.865279272
all,88SE,bevFrtRoadHeavy,capaConvResi,3.512825013,capaStInResi,3.512825013,capaStOutResi,3.512825013,capaStSizeResi,17.56412507
all,89SE,bevFrtRoadHeavy,capaConvResi,0.813450489,capaStInResi,0.813450489,capaStOutResi,0.813450489,capaStSizeResi,4.067252444
all,90UK,bevFrtRoadHeavy,capaConvResi,8.614883242,capaStInResi,8.614883242,capaStOutResi,8.614883242,capaStSizeResi,43.07441621
all,91UK,bevFrtRoadHeavy,capaConvResi,1.155193388,capaStInResi,1.155193388,capaStOutResi,1.155193388,capaStSizeResi,5.775966941
all,92UK,bevFrtRoadHeavy,capaConvResi,5.283456203,capaStInResi,5.283456203,capaStOutResi,5.283456203,capaStSizeResi,26.41728101
all,93UK,bevFrtRoadHeavy,capaConvResi,1.433900334,capaStInResi,1.433900334,capaStOutResi,1.433900334,capaStSizeResi,7.169501668
all,94UK,bevFrtRoadHeavy,capaConvResi,0.931847705,capaStInResi,0.931847705,capaStOutResi,0.931847705,capaStSizeResi,4.659238526
all,95UK,bevFrtRoadHeavy,capaConvResi,0.202690361,capaStInResi,0.202690361,capaStOutResi,0.202690361,capaStSizeResi,1.013451803
all,96IE,bevFrtRoadHeavy,capaConvResi,1.028634002,capaStInResi,1.028634002,capaStOutResi,1.028634002,capaStSizeResi,5.143170011
all,98IT,bevFrtRoadHeavy,capaConvResi,0.292002588,capaStInResi,0.292002588,capaStOutResi,0.292002588,capaStSizeResi,1.460012941
