timestep_superordinate_expansion,timestep_superordinate_dispatch,region_from,region_to,carrier,exchange,scenario,directed,variable,value,objName
none,30th < 2040,Benelux < BE,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.399992850324999,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,DE_ < DE,Scan < DK,none,powerGrid < hvdc,none,no,expExc,1.0999497935910156,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,DE_ < DE,Scan < NO,none,powerGrid < hvdc,none,no,expExc,2.999892424075805,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,DE_ < DE,Scan < SE,none,powerGrid < hvdc,none,no,expExc,2.899979757166363,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,DE_ < DE,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,2.0024258750739756,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,East < PL,Scan < DK,none,powerGrid < hvdc,none,no,expExc,4.10154107235328,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < NL,Scan < DK,none,powerGrid < hvdc,none,no,expExc,2.9944172748754534,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Scan < DK,Scan < NO,none,powerGrid < hvdc,none,no,expExc,4.999997428226568,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Scan < DK,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.499989051830831,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Balt < EE,Scan < FI,none,powerGrid < hvdc,none,no,expExc,4.998705683294125,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Scan < FI,Scan < SE,none,powerGrid < hvdc,none,no,expExc,1.802366122164738,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,FR_ < FR,UkPlus < IE,none,powerGrid < hvdc,none,no,expExc,1.399984364329895,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,FR_ < FR,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,6.199997162484825,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,IT_ < IT,SouthEast < GR,none,powerGrid < hvdc,none,no,expExc,0.9991193939381529,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,IT_ < IT,SouthEast < ME,none,powerGrid < hvdc,none,no,expExc,1.5999307313806859,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Balt < LT,Scan < SE,none,powerGrid < hvdc,none,no,expExc,1.8127555970985523,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < NL,Scan < NO,none,powerGrid < hvdc,none,no,expExc,9.999139433624201,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < NL,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.999966769305822,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Scan < NO,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.999998362889712,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,East < PL,Scan < SE,none,powerGrid < hvdc,none,no,expExc,2.9994831254344607,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Balt < EE,Balt < LV,none,h2Grid,none,yes,expExc,0.0008951864130338118,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Balt < LT,Balt < LV,none,h2Grid,none,yes,expExc,0.004222567722648243,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < BE,Benelux < LU,none,h2Grid,none,yes,expExc,0.09866901677716607,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < BE,Benelux < NL,none,h2Grid,none,yes,expExc,0.001943750099827311,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < BE,DE_ < DE,none,h2Grid,none,yes,expExc,0.0004065487864054825,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < LU,DE_ < DE,none,h2Grid,none,yes,expExc,0.0004783797810081958,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,Benelux < NL,DE_ < DE,none,h2Grid,none,yes,expExc,0.00043548886485556687,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,CH_ < CH,DE_ < DE,none,h2Grid,none,yes,expExc,0.0003314927874859926,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,CH_ < CH,East < AT,none,h2Grid,none,yes,expExc,0.00023916613127938137,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,DE_ < DE,East < AT,none,h2Grid,none,yes,expExc,0.0012871804549720615,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,DE_ < DE,East < CZ,none,h2Grid,none,yes,expExc,0.0006476178857855128,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,East < AT,East < CZ,none,h2Grid,none,yes,expExc,0.0008149655183172878,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,East < AT,East < HU,none,h2Grid,none,yes,expExc,0.0013734842237045888,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
none,30th < 2040,East < HR,East < HU,none,h2Grid,none,yes,expExc,0.00036774974194638265,inter_all_total32_ext8_noLiquid_withMeth_onlyMulti
