timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2082,dem,13.398112634490886
h0002,AT,electricity,scr2082,dem,20.50296089625608
h0003,AT,electricity,scr2082,dem,27.95680607228178
h0004,AT,electricity,scr2082,dem,38.8889396468587
h0005,AT,electricity,scr2082,dem,47.96394007481502
h0006,AT,electricity,scr2082,dem,50.46621064289129
h0007,AT,electricity,scr2082,dem,51.963304196832084
h0008,AT,electricity,scr2082,dem,45.6815034499131
h0009,AT,electricity,scr2082,dem,41.32726211247845
h0010,AT,electricity,scr2082,dem,35.535790604295826
h0011,AT,electricity,scr2082,dem,36.112144941940564
h0012,AT,electricity,scr2082,dem,30.825936670335317
h0013,AT,electricity,scr2082,dem,28.618042819223323
h0014,AT,electricity,scr2082,dem,25.79249568376596
h0015,AT,electricity,scr2082,dem,24.41062289553568
h0016,AT,electricity,scr2082,dem,22.8125083479127
h0017,AT,electricity,scr2082,dem,19.20351124865196
h0018,AT,electricity,scr2082,dem,18.567947054929885
h0019,AT,electricity,scr2082,dem,16.450291737373803
h0020,AT,electricity,scr2082,dem,14.92739496454613
h0021,AT,electricity,scr2082,dem,14.971256326069641
h0022,AT,electricity,scr2082,dem,15.294543066393462
h0023,AT,electricity,scr2082,dem,14.800354928615898
h0024,AT,electricity,scr2082,dem,17.345020320453735
h0025,AT,electricity,scr2082,dem,17.341797119867774
h0026,AT,electricity,scr2082,dem,19.618024370710486
h0027,AT,electricity,scr2082,dem,20.314900938252023
h0028,AT,electricity,scr2082,dem,18.766017288399652
h0029,AT,electricity,scr2082,dem,17.502604468756797
h0030,AT,electricity,scr2082,dem,14.983904685483841
h0031,AT,electricity,scr2082,dem,15.19353678523842
h0032,AT,electricity,scr2082,dem,13.151987187558548
h0033,AT,electricity,scr2082,dem,11.386980303968105
h0034,AT,electricity,scr2082,dem,11.293321322655435
h0035,AT,electricity,scr2082,dem,15.368587932783804
h0036,AT,electricity,scr2082,dem,13.315969853383674
h0037,AT,electricity,scr2082,dem,12.876197613672153
h0038,AT,electricity,scr2082,dem,9.969813125690889
h0039,AT,electricity,scr2082,dem,12.533787565932432
h0040,AT,electricity,scr2082,dem,11.959533297256428
h0041,AT,electricity,scr2082,dem,9.85237870744339
h0042,AT,electricity,scr2082,dem,7.8607473603028595
h0043,AT,electricity,scr2082,dem,7.585662951598636
h0044,AT,electricity,scr2082,dem,8.020704273458806
h0045,AT,electricity,scr2082,dem,7.83448934562643
h0046,AT,electricity,scr2082,dem,7.143113406947853
h0047,AT,electricity,scr2082,dem,6.778527686138584
h0048,AT,electricity,scr2082,dem,5.895203792075882
h0049,AT,electricity,scr2082,dem,5.802830435490617
