timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,wind,scr2099,avaConv,0.4349719451700617
h0002,AT,wind,scr2099,avaConv,0.30895488116114017
h0003,AT,wind,scr2099,avaConv,0.20465670028724312
h0004,AT,wind,scr2099,avaConv,0.11574372516397159
h0005,AT,wind,scr2099,avaConv,0.346125129463063
h0006,AT,wind,scr2099,avaConv,0.5746418167490385
h0007,AT,wind,scr2099,avaConv,0.6363012405558549
h0008,AT,wind,scr2099,avaConv,0.30256125700321446
h0009,AT,wind,scr2099,avaConv,0.3717878610921094
h0010,AT,wind,scr2099,avaConv,0.43901317123595474
h0011,AT,wind,scr2099,avaConv,0.47480870608539644
h0012,AT,wind,scr2099,avaConv,0.30782168170434465
h0013,AT,wind,scr2099,avaConv,0.4726066243515244
h0014,AT,wind,scr2099,avaConv,0.781956753994471
h0015,AT,wind,scr2099,avaConv,0.9342167805956857
h0016,AT,wind,scr2099,avaConv,0.893065676520219
h0017,AT,wind,scr2099,avaConv,0.7457462529880186
h0018,AT,wind,scr2099,avaConv,0.5248808211958581
h0019,AT,wind,scr2099,avaConv,0.2509090031987394
h0020,AT,wind,scr2099,avaConv,0.1529983196534485
h0021,AT,wind,scr2099,avaConv,0.3037566547456608
h0022,AT,wind,scr2099,avaConv,0.5523491048198578
h0023,AT,wind,scr2099,avaConv,0.41806763898998933
h0024,AT,wind,scr2099,avaConv,0.3249468182555563
h0025,AT,wind,scr2099,avaConv,0.0852296825226276
h0026,AT,wind,scr2099,avaConv,0.11166987343881636
h0027,AT,wind,scr2099,avaConv,0.1637626521346865
h0028,AT,wind,scr2099,avaConv,0.4353927488522474
h0029,AT,wind,scr2099,avaConv,0.6612630105130971
h0030,AT,wind,scr2099,avaConv,0.5560539987270325
h0031,AT,wind,scr2099,avaConv,0.5376114231733101
h0032,AT,wind,scr2099,avaConv,0.3360178705322947
h0033,AT,wind,scr2099,avaConv,0.3382805647785324
h0034,AT,wind,scr2099,avaConv,0.2608585104444184
h0035,AT,wind,scr2099,avaConv,0.24952494184997986
h0036,AT,wind,scr2099,avaConv,0.14863015301990276
h0037,AT,wind,scr2099,avaConv,0.032320394216644725
h0038,AT,wind,scr2099,avaConv,0.09327072431920301
h0039,AT,wind,scr2099,avaConv,0.1728544000171585
h0040,AT,wind,scr2099,avaConv,0.18544876460372725
h0041,AT,wind,scr2099,avaConv,0.1393716490099096
h0042,AT,wind,scr2099,avaConv,0.0891947645920539
h0043,AT,wind,scr2099,avaConv,0.1132908971474542
h0044,AT,wind,scr2099,avaConv,0.11873218489695175
h0045,AT,wind,scr2099,avaConv,0.1651589153765331
h0046,AT,wind,scr2099,avaConv,0.15657551930956706
h0047,AT,wind,scr2099,avaConv,0.08539213702543895
h0048,AT,wind,scr2099,avaConv,0.022579504278285378
h0049,AT,wind,scr2099,avaConv,0.014446309865808193
h0050,AT,wind,scr2099,avaConv,0.02031777510055956
h0051,AT,wind,scr2099,avaConv,0.014342030458455736
h0052,AT,wind,scr2099,avaConv,0.004881228839258852
h0053,AT,wind,scr2099,avaConv,0.004622234980044175
h0054,AT,wind,scr2099,avaConv,0.007640923046208695
h0055,AT,wind,scr2099,avaConv,0.008396219813690955
h0056,AT,wind,scr2099,avaConv,0.0024940916313832616
h0057,AT,wind,scr2099,avaConv,0.0
h0058,AT,wind,scr2099,avaConv,0.0008016871529474882
h0059,AT,wind,scr2099,avaConv,0.005646646139389071
h0060,AT,wind,scr2099,avaConv,0.029144614865052074
h0061,AT,wind,scr2099,avaConv,0.05502213605682182
h0062,AT,wind,scr2099,avaConv,0.04365717873590769
h0063,AT,wind,scr2099,avaConv,0.01569665099690897
h0064,AT,wind,scr2099,avaConv,0.04342543464030834
h0065,AT,wind,scr2099,avaConv,0.11862703909930432
h0066,AT,wind,scr2099,avaConv,0.12992792738038317
h0067,AT,wind,scr2099,avaConv,0.054612927334251375
h0068,AT,wind,scr2099,avaConv,0.02435404853760516
h0069,AT,wind,scr2099,avaConv,0.02445424764326607
h0070,AT,wind,scr2099,avaConv,0.08977001329354503
h0071,AT,wind,scr2099,avaConv,0.06240829304942668
h0072,AT,wind,scr2099,avaConv,0.05689475314704675
h0073,AT,wind,scr2099,avaConv,0.004227333647434387
h0074,AT,wind,scr2099,avaConv,0.014937208759281796
h0075,AT,wind,scr2099,avaConv,0.056070065380798825
h0076,AT,wind,scr2099,avaConv,0.14240216353117618
h0077,AT,wind,scr2099,avaConv,0.10796777655567055
