timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2084,dem,18.480313363275968
h0002,AT,electricity,scr2084,dem,14.436938407719532
h0003,AT,electricity,scr2084,dem,14.23182328494486
h0004,AT,electricity,scr2084,dem,16.803500177794575
h0005,AT,electricity,scr2084,dem,21.752892644524493
h0006,AT,electricity,scr2084,dem,25.30552182159583
h0007,AT,electricity,scr2084,dem,26.115554120916734
h0008,AT,electricity,scr2084,dem,29.3746389605246
h0009,AT,electricity,scr2084,dem,35.814436388719784
h0010,AT,electricity,scr2084,dem,36.19892470992111
h0011,AT,electricity,scr2084,dem,32.377361268315006
h0012,AT,electricity,scr2084,dem,24.357278201717047
h0013,AT,electricity,scr2084,dem,26.178581488692604
h0014,AT,electricity,scr2084,dem,29.206612639449
h0015,AT,electricity,scr2084,dem,31.28251774145433
h0016,AT,electricity,scr2084,dem,29.42648153991971
h0017,AT,electricity,scr2084,dem,26.406829391620505
h0018,AT,electricity,scr2084,dem,27.318685211147507
h0019,AT,electricity,scr2084,dem,23.02694431970289
h0020,AT,electricity,scr2084,dem,23.67087182688213
h0021,AT,electricity,scr2084,dem,20.50829847048558
h0022,AT,electricity,scr2084,dem,17.115099957229653
h0023,AT,electricity,scr2084,dem,14.062069860323982
h0024,AT,electricity,scr2084,dem,9.83975364018981
h0025,AT,electricity,scr2084,dem,9.022531625538406
h0026,AT,electricity,scr2084,dem,7.118932497120705
h0027,AT,electricity,scr2084,dem,12.128102864833796
h0028,AT,electricity,scr2084,dem,21.09221116625456
h0029,AT,electricity,scr2084,dem,27.208309665776028
h0030,AT,electricity,scr2084,dem,26.27296930025122
h0031,AT,electricity,scr2084,dem,17.313939481744566
h0032,AT,electricity,scr2084,dem,12.13528158005519
h0033,AT,electricity,scr2084,dem,8.373345930721547
h0034,AT,electricity,scr2084,dem,10.376112545650868
h0035,AT,electricity,scr2084,dem,12.29108478723523
h0036,AT,electricity,scr2084,dem,15.194104139337744
h0037,AT,electricity,scr2084,dem,15.712093739258943
h0038,AT,electricity,scr2084,dem,12.519058610647722
