technology_3,parameter,value
nuclearPower,costExpConv,2642.15
nuclearPower,costOprConv,63.79160398
nuclearPower,avaConv,0.95
nuclearPower,flhConvLow,2628
nuclearPower,costVarGen,13.17673639
