timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,BE,s2018,wind,avaConv,0.999999991490497
h0002,BE,s2018,wind,avaConv,0.999999991490497
h0003,BE,s2018,wind,avaConv,0.999999991490497
h0004,BE,s2018,wind,avaConv,0.999999991490497
h0005,BE,s2018,wind,avaConv,0.999999991490497
h0006,BE,s2018,wind,avaConv,0.999568758897877
h0007,BE,s2018,wind,avaConv,0.994687240752922
h0008,BE,s2018,wind,avaConv,0.986610388290877
h0009,BE,s2018,wind,avaConv,0.988146768478677
h0010,BE,s2018,wind,avaConv,0.996985447680955
h0011,BE,s2018,wind,avaConv,0.999250516876797
h0012,BE,s2018,wind,avaConv,0.999575403804051
h0013,BE,s2018,wind,avaConv,0.995829616000389
h0014,BE,s2018,wind,avaConv,0.942088791537464
h0015,BE,s2018,wind,avaConv,0.648555176208321
h0016,BE,s2018,wind,avaConv,0.367895928579416
h0017,BE,s2018,wind,avaConv,0.297579297379911
h0018,BE,s2018,wind,avaConv,0.571512791944248
h0019,BE,s2018,wind,avaConv,0.795917579373557
h0020,BE,s2018,wind,avaConv,0.933401540060483
h0021,BE,s2018,wind,avaConv,0.982785630871966
h0022,BE,s2018,wind,avaConv,0.996441372992734
h0023,BE,s2018,wind,avaConv,0.992382666357367
h0024,BE,s2018,wind,avaConv,0.987447721443985
h0025,BE,s2018,wind,avaConv,0.98990911191688
h0026,BE,s2018,wind,avaConv,0.996079577153379
h0027,BE,s2018,wind,avaConv,0.998904854654958
h0028,BE,s2018,wind,avaConv,0.998813167048787
h0029,BE,s2018,wind,avaConv,0.995643643605043
h0030,BE,s2018,wind,avaConv,0.949974419689728
h0031,BE,s2018,wind,avaConv,0.786430977500222
h0032,BE,s2018,wind,avaConv,0.688409585404444
h0033,BE,s2018,wind,avaConv,0.582048774605905
h0034,BE,s2018,wind,avaConv,0.531958380504105
h0035,BE,s2018,wind,avaConv,0.459249701985157
h0036,BE,s2018,wind,avaConv,0.578190596385136
h0037,BE,s2018,wind,avaConv,0.801540842234342
h0038,BE,s2018,wind,avaConv,0.877396716671333
h0039,BE,s2018,wind,avaConv,0.87403796405312
h0040,BE,s2018,wind,avaConv,0.939768772442581
h0041,BE,s2018,wind,avaConv,0.981551968633123
h0042,BE,s2018,wind,avaConv,0.987258273249008
h0043,BE,s2018,wind,avaConv,0.996800704218871
h0044,BE,s2018,wind,avaConv,0.982260657745019
h0045,BE,s2018,wind,avaConv,0.983500553391841
h0046,BE,s2018,wind,avaConv,0.995533818977488
h0047,BE,s2018,wind,avaConv,0.998601844034786
h0048,BE,s2018,wind,avaConv,0.993513171526849
h0049,BE,s2018,wind,avaConv,0.650829181053173
h0050,BE,s2018,wind,avaConv,0.451021058096543
h0051,BE,s2018,wind,avaConv,0.417620717275963
h0052,BE,s2018,wind,avaConv,0.366263870864626
h0053,BE,s2018,wind,avaConv,0.378697056798388
h0054,BE,s2018,wind,avaConv,0.748252541863488
h0055,BE,s2018,wind,avaConv,0.65070583112413
h0056,BE,s2018,wind,avaConv,0.654036271209358
h0057,BE,s2018,wind,avaConv,0.59680204437002
h0058,BE,s2018,wind,avaConv,0.47638768119183
h0059,BE,s2018,wind,avaConv,0.245611948779231
h0060,BE,s2018,wind,avaConv,0.0637786104644338
h0061,BE,s2018,wind,avaConv,0.0323244554843787
h0062,BE,s2018,wind,avaConv,0.0604824334683471
h0063,BE,s2018,wind,avaConv,0.57415824521981
h0064,BE,s2018,wind,avaConv,0.992891398020289
h0065,BE,s2018,wind,avaConv,0.999999991490497
h0066,BE,s2018,wind,avaConv,0.999999991490497
h0067,BE,s2018,wind,avaConv,0.999999991490497
h0068,BE,s2018,wind,avaConv,0.999999991490497
h0069,BE,s2018,wind,avaConv,0.999999991490497
h0070,BE,s2018,wind,avaConv,0.999999991490497
h0071,BE,s2018,wind,avaConv,0.999999991490497
h0072,BE,s2018,wind,avaConv,0.999402693759482
h0073,BE,s2018,wind,avaConv,0.998188088246639
h0074,BE,s2018,wind,avaConv,0.99514754046987
h0075,BE,s2018,wind,avaConv,0.973732638691823
h0076,BE,s2018,wind,avaConv,0.911381324569627
h0077,BE,s2018,wind,avaConv,0.887671163808889
h0078,BE,s2018,wind,avaConv,0.763564417876702
h0079,BE,s2018,wind,avaConv,0.690981682993646
h0080,BE,s2018,wind,avaConv,0.502011437407274
h0081,BE,s2018,wind,avaConv,0.318867269475959
h0082,BE,s2018,wind,avaConv,0.419047489904126
h0083,BE,s2018,wind,avaConv,0.665101149594291
h0084,BE,s2018,wind,avaConv,0.837747857519173
h0085,BE,s2018,wind,avaConv,0.977841028425441
h0086,BE,s2018,wind,avaConv,0.998316189077267
h0087,BE,s2018,wind,avaConv,0.999999991490497
h0088,BE,s2018,wind,avaConv,0.999999991490497
h0089,BE,s2018,wind,avaConv,0.999999991490497
h0090,BE,s2018,wind,avaConv,0.999999991490497
h0091,BE,s2018,wind,avaConv,0.999999991490497
h0092,BE,s2018,wind,avaConv,0.999999991490497
h0093,BE,s2018,wind,avaConv,0.999999991490497
h0094,BE,s2018,wind,avaConv,0.999999991490497
h0095,BE,s2018,wind,avaConv,0.99965054656505
h0096,BE,s2018,wind,avaConv,0.998838917436117
