timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,FR,s2013,wind,avaConv,0.763958353908401
h0002,FR,s2013,wind,avaConv,0.74112280559499
h0003,FR,s2013,wind,avaConv,0.704272321792957
h0004,FR,s2013,wind,avaConv,0.696187043884053
h0005,FR,s2013,wind,avaConv,0.658899485131042
h0006,FR,s2013,wind,avaConv,0.599927316146121
h0007,FR,s2013,wind,avaConv,0.568809694332584
h0008,FR,s2013,wind,avaConv,0.54836185177708
h0009,FR,s2013,wind,avaConv,0.514064527957842
h0010,FR,s2013,wind,avaConv,0.501051140120961
h0011,FR,s2013,wind,avaConv,0.481237163039858
h0012,FR,s2013,wind,avaConv,0.546431716594457
h0013,FR,s2013,wind,avaConv,0.583058176579506
h0014,FR,s2013,wind,avaConv,0.522929317841239
h0015,FR,s2013,wind,avaConv,0.367442723307494
h0016,FR,s2013,wind,avaConv,0.182903756753375
h0017,FR,s2013,wind,avaConv,0.126054930982849
h0018,FR,s2013,wind,avaConv,0.150472119309911
h0019,FR,s2013,wind,avaConv,0.174831677373232
h0020,FR,s2013,wind,avaConv,0.192478795293103
h0021,FR,s2013,wind,avaConv,0.218795710661963
h0022,FR,s2013,wind,avaConv,0.21630363568253
h0023,FR,s2013,wind,avaConv,0.188210758983694
h0024,FR,s2013,wind,avaConv,0.182775395926679
h0025,FR,s2013,wind,avaConv,0.181030823701379
h0026,FR,s2013,wind,avaConv,0.167000364854077
h0027,FR,s2013,wind,avaConv,0.149082082382167
h0028,FR,s2013,wind,avaConv,0.13741629790805
h0029,FR,s2013,wind,avaConv,0.130098793867939
h0030,FR,s2013,wind,avaConv,0.116187050975209
h0031,FR,s2013,wind,avaConv,0.0989774752821185
h0032,FR,s2013,wind,avaConv,0.0851217162367861
h0033,FR,s2013,wind,avaConv,0.0847410568989175
h0034,FR,s2013,wind,avaConv,0.109456245800868
h0035,FR,s2013,wind,avaConv,0.142864126878046
h0036,FR,s2013,wind,avaConv,0.164099172098891
h0037,FR,s2013,wind,avaConv,0.198182015414893
h0038,FR,s2013,wind,avaConv,0.213465437508628
h0039,FR,s2013,wind,avaConv,0.188576273535199
h0040,FR,s2013,wind,avaConv,0.146955025000563
h0041,FR,s2013,wind,avaConv,0.136440173205851
h0042,FR,s2013,wind,avaConv,0.175506911440631
h0043,FR,s2013,wind,avaConv,0.207017584469221
h0044,FR,s2013,wind,avaConv,0.239285250372094
h0045,FR,s2013,wind,avaConv,0.277079266376551
h0046,FR,s2013,wind,avaConv,0.312297300075949
h0047,FR,s2013,wind,avaConv,0.327091304419244
h0048,FR,s2013,wind,avaConv,0.308557901892033
h0049,FR,s2013,wind,avaConv,0.292697934413851
h0050,FR,s2013,wind,avaConv,0.276757041291346
h0051,FR,s2013,wind,avaConv,0.248482978411207
h0052,FR,s2013,wind,avaConv,0.237138284163589
h0053,FR,s2013,wind,avaConv,0.246961004646014
h0054,FR,s2013,wind,avaConv,0.254011183110352
h0055,FR,s2013,wind,avaConv,0.255708947753062
h0056,FR,s2013,wind,avaConv,0.258009278520297
h0057,FR,s2013,wind,avaConv,0.243048933937425
h0058,FR,s2013,wind,avaConv,0.272812299734489
h0059,FR,s2013,wind,avaConv,0.267275485245677
h0060,FR,s2013,wind,avaConv,0.277824266601599
h0061,FR,s2013,wind,avaConv,0.294740733634193
h0062,FR,s2013,wind,avaConv,0.273990963262859
h0063,FR,s2013,wind,avaConv,0.209844595618846
h0064,FR,s2013,wind,avaConv,0.122158724185223
h0065,FR,s2013,wind,avaConv,0.0841656568258663
h0066,FR,s2013,wind,avaConv,0.112377543135219
h0067,FR,s2013,wind,avaConv,0.126022481611697
h0068,FR,s2013,wind,avaConv,0.128612108960152
h0069,FR,s2013,wind,avaConv,0.134274910919706
h0070,FR,s2013,wind,avaConv,0.11754912415423
h0071,FR,s2013,wind,avaConv,0.114003411572943
h0072,FR,s2013,wind,avaConv,0.113129824027877
h0073,FR,s2013,wind,avaConv,0.104908288689704
h0074,FR,s2013,wind,avaConv,0.0941729842754049
h0075,FR,s2013,wind,avaConv,0.0914609249000814
h0076,FR,s2013,wind,avaConv,0.0918527816681657
h0077,FR,s2013,wind,avaConv,0.0911649078946914
h0078,FR,s2013,wind,avaConv,0.0886678869881429
h0079,FR,s2013,wind,avaConv,0.0925572777629208
h0080,FR,s2013,wind,avaConv,0.0997226258590708
h0081,FR,s2013,wind,avaConv,0.101728886073642
h0082,FR,s2013,wind,avaConv,0.142157042803749
h0083,FR,s2013,wind,avaConv,0.159389260656833
h0084,FR,s2013,wind,avaConv,0.187915895534709
h0085,FR,s2013,wind,avaConv,0.195046468426501
h0086,FR,s2013,wind,avaConv,0.172733134545449
h0087,FR,s2013,wind,avaConv,0.128337388317675
h0088,FR,s2013,wind,avaConv,0.0784657270866194
h0089,FR,s2013,wind,avaConv,0.0553505950429373
h0090,FR,s2013,wind,avaConv,0.0668293021928862
h0091,FR,s2013,wind,avaConv,0.0763445112689587
h0092,FR,s2013,wind,avaConv,0.0786609801685743
h0093,FR,s2013,wind,avaConv,0.0821755071081801
h0094,FR,s2013,wind,avaConv,0.0848227660657155
h0095,FR,s2013,wind,avaConv,0.0810740178858119
h0096,FR,s2013,wind,avaConv,0.0772875539120915
