timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,s2009,electricity,dem,52.9333323820051
h0002,DE,s2009,electricity,dem,51.982556283104
h0003,DE,s2009,electricity,dem,52.0275933710162
h0004,DE,s2009,electricity,dem,52.8698667226645
h0005,DE,s2009,electricity,dem,54.8163186457414
h0006,DE,s2009,electricity,dem,59.8033763380491
h0007,DE,s2009,electricity,dem,64.9978763380491
h0008,DE,s2009,electricity,dem,67.7400494149721
h0009,DE,s2009,electricity,dem,69.1130494149721
h0010,DE,s2009,electricity,dem,70.4072087556315
h0011,DE,s2009,electricity,dem,71.3990178215656
h0012,DE,s2009,electricity,dem,70.9146126017853
h0013,DE,s2009,electricity,dem,69.7337691951919
h0014,DE,s2009,electricity,dem,68.5117430962908
h0015,DE,s2009,electricity,dem,67.9044189204667
h0016,DE,s2009,electricity,dem,68.3590796347524
h0017,DE,s2009,electricity,dem,70.7994065578293
h0018,DE,s2009,electricity,dem,71.5959834809062
h0019,DE,s2009,electricity,dem,70.1636428215656
h0020,DE,s2009,electricity,dem,66.5535219424447
h0021,DE,s2009,electricity,dem,63.6132197446425
h0022,DE,s2009,electricity,dem,61.7920727666205
h0023,DE,s2009,electricity,dem,58.0336854039831
h0024,DE,s2009,electricity,dem,54.9130274369502
h0025,DE,s2009,electricity,dem,51.6179069115051
h0026,DE,s2009,electricity,dem,50.667130812604
h0027,DE,s2009,electricity,dem,50.7121679005162
h0028,DE,s2009,electricity,dem,51.5544412521645
h0029,DE,s2009,electricity,dem,53.5008931752414
h0030,DE,s2009,electricity,dem,58.4879508675491
h0031,DE,s2009,electricity,dem,63.6824508675491
h0032,DE,s2009,electricity,dem,66.4246239444722
h0033,DE,s2009,electricity,dem,67.7976239444722
h0034,DE,s2009,electricity,dem,69.0917832851315
h0035,DE,s2009,electricity,dem,70.0835923510656
h0036,DE,s2009,electricity,dem,69.5991871312853
h0037,DE,s2009,electricity,dem,68.4183437246919
h0038,DE,s2009,electricity,dem,67.1963176257908
h0039,DE,s2009,electricity,dem,66.5889934499667
h0040,DE,s2009,electricity,dem,67.0436541642524
h0041,DE,s2009,electricity,dem,69.4839810873293
h0042,DE,s2009,electricity,dem,70.2805580104062
h0043,DE,s2009,electricity,dem,68.8482173510656
h0044,DE,s2009,electricity,dem,65.2380964719447
h0045,DE,s2009,electricity,dem,62.2977942741425
h0046,DE,s2009,electricity,dem,60.4766472961205
h0047,DE,s2009,electricity,dem,56.7182599334831
h0048,DE,s2009,electricity,dem,53.5976019664502
h0049,DE,s2009,electricity,dem,43.8836561360051
h0050,DE,s2009,electricity,dem,42.932880037104
h0051,DE,s2009,electricity,dem,42.9779171250161
h0052,DE,s2009,electricity,dem,43.8201904766645
h0053,DE,s2009,electricity,dem,45.7666423997414
h0054,DE,s2009,electricity,dem,50.7537000920491
h0055,DE,s2009,electricity,dem,55.9482000920491
h0056,DE,s2009,electricity,dem,58.6903731689722
h0057,DE,s2009,electricity,dem,60.0633731689722
h0058,DE,s2009,electricity,dem,61.3575325096315
h0059,DE,s2009,electricity,dem,62.3493415755656
h0060,DE,s2009,electricity,dem,61.8649363557853
h0061,DE,s2009,electricity,dem,60.6840929491919
h0062,DE,s2009,electricity,dem,59.4620668502908
h0063,DE,s2009,electricity,dem,58.8547426744667
h0064,DE,s2009,electricity,dem,59.3094033887524
h0065,DE,s2009,electricity,dem,61.7497303118293
h0066,DE,s2009,electricity,dem,62.5463072349062
h0067,DE,s2009,electricity,dem,61.1139665755656
h0068,DE,s2009,electricity,dem,57.5038456964447
h0069,DE,s2009,electricity,dem,54.5635434986425
h0070,DE,s2009,electricity,dem,52.7423965206205
h0071,DE,s2009,electricity,dem,48.9840091579831
h0072,DE,s2009,electricity,dem,45.8633511909502
h0073,DE,s2009,electricity,dem,39.2781434730051
h0074,DE,s2009,electricity,dem,38.327367374104
h0075,DE,s2009,electricity,dem,38.3724044620161
h0076,DE,s2009,electricity,dem,39.2146778136645
h0077,DE,s2009,electricity,dem,41.1611297367414
h0078,DE,s2009,electricity,dem,46.1481874290491
h0079,DE,s2009,electricity,dem,51.3426874290491
h0080,DE,s2009,electricity,dem,54.0848605059722
h0081,DE,s2009,electricity,dem,55.4578605059722
h0082,DE,s2009,electricity,dem,56.7520198466315
h0083,DE,s2009,electricity,dem,57.7438289125656
h0084,DE,s2009,electricity,dem,57.2594236927854
h0085,DE,s2009,electricity,dem,56.0785802861919
h0086,DE,s2009,electricity,dem,54.8565541872908
h0087,DE,s2009,electricity,dem,54.2492300114667
h0088,DE,s2009,electricity,dem,54.7038907257524
h0089,DE,s2009,electricity,dem,57.1442176488293
h0090,DE,s2009,electricity,dem,57.9407945719062
h0091,DE,s2009,electricity,dem,56.5084539125656
h0092,DE,s2009,electricity,dem,52.8983330334447
h0093,DE,s2009,electricity,dem,49.9580308356425
h0094,DE,s2009,electricity,dem,48.1368838576205
h0095,DE,s2009,electricity,dem,44.3784964949831
h0096,DE,s2009,electricity,dem,41.2578385279502
