timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,s1989,electricity,dem,37.1433983224051
h0002,DE,s1989,electricity,dem,36.192622223504
h0003,DE,s1989,electricity,dem,36.2376593114161
h0004,DE,s1989,electricity,dem,37.0799326630645
h0005,DE,s1989,electricity,dem,39.0263845861414
h0006,DE,s1989,electricity,dem,44.0134422784491
h0007,DE,s1989,electricity,dem,49.2079422784491
h0008,DE,s1989,electricity,dem,51.9501153553722
h0009,DE,s1989,electricity,dem,53.3231153553721
h0010,DE,s1989,electricity,dem,54.6172746960315
h0011,DE,s1989,electricity,dem,55.6090837619656
h0012,DE,s1989,electricity,dem,55.1246785421853
h0013,DE,s1989,electricity,dem,53.9438351355919
h0014,DE,s1989,electricity,dem,52.7218090366908
h0015,DE,s1989,electricity,dem,52.1144848608667
h0016,DE,s1989,electricity,dem,52.5691455751524
h0017,DE,s1989,electricity,dem,55.0094724982293
h0018,DE,s1989,electricity,dem,55.8060494213062
h0019,DE,s1989,electricity,dem,54.3737087619656
h0020,DE,s1989,electricity,dem,50.7635878828447
h0021,DE,s1989,electricity,dem,47.8232856850425
h0022,DE,s1989,electricity,dem,46.0021387070205
h0023,DE,s1989,electricity,dem,42.2437513443831
h0024,DE,s1989,electricity,dem,39.1230933773502
h0025,DE,s1989,electricity,dem,48.7764636203051
h0026,DE,s1989,electricity,dem,47.825687521404
h0027,DE,s1989,electricity,dem,47.8707246093161
h0028,DE,s1989,electricity,dem,48.7129979609645
h0029,DE,s1989,electricity,dem,50.6594498840414
h0030,DE,s1989,electricity,dem,55.6465075763491
h0031,DE,s1989,electricity,dem,60.8410075763491
h0032,DE,s1989,electricity,dem,63.5831806532721
h0033,DE,s1989,electricity,dem,64.9561806532721
h0034,DE,s1989,electricity,dem,66.2503399939315
h0035,DE,s1989,electricity,dem,67.2421490598656
h0036,DE,s1989,electricity,dem,66.7577438400853
h0037,DE,s1989,electricity,dem,65.5769004334919
h0038,DE,s1989,electricity,dem,64.3548743345908
h0039,DE,s1989,electricity,dem,63.7475501587667
h0040,DE,s1989,electricity,dem,64.2022108730524
h0041,DE,s1989,electricity,dem,66.6425377961293
h0042,DE,s1989,electricity,dem,67.4391147192062
h0043,DE,s1989,electricity,dem,66.0067740598656
h0044,DE,s1989,electricity,dem,62.3966531807447
h0045,DE,s1989,electricity,dem,59.4563509829425
h0046,DE,s1989,electricity,dem,57.6352040049205
h0047,DE,s1989,electricity,dem,53.8768166422831
h0048,DE,s1989,electricity,dem,50.7561586752502
h0049,DE,s1989,electricity,dem,51.6276389633051
h0050,DE,s1989,electricity,dem,50.676862864404
h0051,DE,s1989,electricity,dem,50.7218999523161
h0052,DE,s1989,electricity,dem,51.5641733039645
h0053,DE,s1989,electricity,dem,53.5106252270414
h0054,DE,s1989,electricity,dem,58.4976829193491
h0055,DE,s1989,electricity,dem,63.6921829193491
h0056,DE,s1989,electricity,dem,66.4343559962722
h0057,DE,s1989,electricity,dem,67.8073559962722
h0058,DE,s1989,electricity,dem,69.1015153369315
h0059,DE,s1989,electricity,dem,70.0933244028656
h0060,DE,s1989,electricity,dem,69.6089191830853
h0061,DE,s1989,electricity,dem,68.4280757764919
h0062,DE,s1989,electricity,dem,67.2060496775908
h0063,DE,s1989,electricity,dem,66.5987255017667
h0064,DE,s1989,electricity,dem,67.0533862160524
h0065,DE,s1989,electricity,dem,69.4937131391293
h0066,DE,s1989,electricity,dem,70.2902900622062
h0067,DE,s1989,electricity,dem,68.8579494028656
h0068,DE,s1989,electricity,dem,65.2478285237447
h0069,DE,s1989,electricity,dem,62.3075263259425
h0070,DE,s1989,electricity,dem,60.4863793479205
h0071,DE,s1989,electricity,dem,56.7279919852831
h0072,DE,s1989,electricity,dem,53.6073340182502
h0073,DE,s1989,electricity,dem,51.9175607115051
h0074,DE,s1989,electricity,dem,50.966784612604
h0075,DE,s1989,electricity,dem,51.0118217005162
h0076,DE,s1989,electricity,dem,51.8540950521645
h0077,DE,s1989,electricity,dem,53.8005469752414
h0078,DE,s1989,electricity,dem,58.7876046675491
h0079,DE,s1989,electricity,dem,63.9821046675491
h0080,DE,s1989,electricity,dem,66.7242777444722
h0081,DE,s1989,electricity,dem,68.0972777444721
h0082,DE,s1989,electricity,dem,69.3914370851315
h0083,DE,s1989,electricity,dem,70.3832461510656
h0084,DE,s1989,electricity,dem,69.8988409312854
h0085,DE,s1989,electricity,dem,68.7179975246919
h0086,DE,s1989,electricity,dem,67.4959714257908
h0087,DE,s1989,electricity,dem,66.8886472499667
h0088,DE,s1989,electricity,dem,67.3433079642524
h0089,DE,s1989,electricity,dem,69.7836348873293
h0090,DE,s1989,electricity,dem,70.5802118104062
h0091,DE,s1989,electricity,dem,69.1478711510656
h0092,DE,s1989,electricity,dem,65.5377502719447
h0093,DE,s1989,electricity,dem,62.5974480741425
h0094,DE,s1989,electricity,dem,60.7763010961205
h0095,DE,s1989,electricity,dem,57.0179137334831
h0096,DE,s1989,electricity,dem,53.8972557664502
