timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,solar,scr2086,avaConv,0.0
h0002,AT,solar,scr2086,avaConv,0.0
h0003,AT,solar,scr2086,avaConv,0.0
h0004,AT,solar,scr2086,avaConv,0.0
h0005,AT,solar,scr2086,avaConv,0.0
h0006,AT,solar,scr2086,avaConv,0.0
h0007,AT,solar,scr2086,avaConv,0.0
h0008,AT,solar,scr2086,avaConv,0.005292191076748527
h0009,AT,solar,scr2086,avaConv,0.02518764436695643
h0010,AT,solar,scr2086,avaConv,0.09167031550388409
h0011,AT,solar,scr2086,avaConv,0.165871520857977
h0012,AT,solar,scr2086,avaConv,0.2440415841144806
h0013,AT,solar,scr2086,avaConv,0.4750596286778151
h0014,AT,solar,scr2086,avaConv,0.609344712355012
h0015,AT,solar,scr2086,avaConv,0.641416719157052
h0016,AT,solar,scr2086,avaConv,0.24665480997590022
h0017,AT,solar,scr2086,avaConv,0.05887450425772833
h0018,AT,solar,scr2086,avaConv,0.0003079750339473164
h0019,AT,solar,scr2086,avaConv,0.0
h0020,AT,solar,scr2086,avaConv,0.0
h0021,AT,solar,scr2086,avaConv,0.0
h0022,AT,solar,scr2086,avaConv,0.0
h0023,AT,solar,scr2086,avaConv,0.0
h0024,AT,solar,scr2086,avaConv,0.0
h0025,AT,solar,scr2086,avaConv,0.0
h0026,AT,solar,scr2086,avaConv,0.0
h0027,AT,solar,scr2086,avaConv,0.0
h0028,AT,solar,scr2086,avaConv,0.0
h0029,AT,solar,scr2086,avaConv,0.0
h0030,AT,solar,scr2086,avaConv,0.0017229520542292147
h0031,AT,solar,scr2086,avaConv,0.00928052987818125
h0032,AT,solar,scr2086,avaConv,0.07030136574180104
h0033,AT,solar,scr2086,avaConv,0.18507270877829227
h0034,AT,solar,scr2086,avaConv,0.40956453173543445
h0035,AT,solar,scr2086,avaConv,0.42559113011135913
h0036,AT,solar,scr2086,avaConv,0.31476879599232593
h0037,AT,solar,scr2086,avaConv,0.40489690608926693
h0038,AT,solar,scr2086,avaConv,0.41633009442627245
h0039,AT,solar,scr2086,avaConv,0.5869115633922546
h0040,AT,solar,scr2086,avaConv,0.30625678902261005
h0041,AT,solar,scr2086,avaConv,0.16008629552830522
h0042,AT,solar,scr2086,avaConv,0.04085296421084153
h0043,AT,solar,scr2086,avaConv,0.004763031072975838
h0044,AT,solar,scr2086,avaConv,0.0028705004187709313
