timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2092,dem,35.42944219587099
h0002,AT,electricity,scr2092,dem,39.03074159785555
h0003,AT,electricity,scr2092,dem,35.34354304155032
h0004,AT,electricity,scr2092,dem,34.048578924074015
h0005,AT,electricity,scr2092,dem,28.95373079504933
h0006,AT,electricity,scr2092,dem,31.65460122591729
h0007,AT,electricity,scr2092,dem,32.47699849814919
h0008,AT,electricity,scr2092,dem,37.33123450924957
h0009,AT,electricity,scr2092,dem,38.557247422448576
h0010,AT,electricity,scr2092,dem,44.415551651894134
h0011,AT,electricity,scr2092,dem,46.20850773492574
h0012,AT,electricity,scr2092,dem,44.04585989456772
h0013,AT,electricity,scr2092,dem,36.88820919802622
h0014,AT,electricity,scr2092,dem,26.707967204569105
h0015,AT,electricity,scr2092,dem,22.22943803108965
h0016,AT,electricity,scr2092,dem,20.420108247676954
h0017,AT,electricity,scr2092,dem,21.173516124933194
h0018,AT,electricity,scr2092,dem,25.738615169064033
h0019,AT,electricity,scr2092,dem,25.121494239711573
h0020,AT,electricity,scr2092,dem,21.87721562621818
h0021,AT,electricity,scr2092,dem,13.25182162229208
h0022,AT,electricity,scr2092,dem,8.637375204362206
h0023,AT,electricity,scr2092,dem,7.193799296901041
h0024,AT,electricity,scr2092,dem,7.748076262170311
h0025,AT,electricity,scr2092,dem,9.142400912817784
h0026,AT,electricity,scr2092,dem,10.392531962825013
h0027,AT,electricity,scr2092,dem,8.766652687972185
h0028,AT,electricity,scr2092,dem,6.71870302316535
h0029,AT,electricity,scr2092,dem,5.932858271411222
h0030,AT,electricity,scr2092,dem,6.254642453806664
h0031,AT,electricity,scr2092,dem,6.913369724868815
h0032,AT,electricity,scr2092,dem,6.62614098491594
h0033,AT,electricity,scr2092,dem,7.510365954413519
h0034,AT,electricity,scr2092,dem,7.863877451491891
h0035,AT,electricity,scr2092,dem,7.807505620941857
h0036,AT,electricity,scr2092,dem,7.64451186227811
h0037,AT,electricity,scr2092,dem,6.726246028044274
h0038,AT,electricity,scr2092,dem,7.362873148160389
h0039,AT,electricity,scr2092,dem,6.586817204155151
h0040,AT,electricity,scr2092,dem,7.250724678169442
h0041,AT,electricity,scr2092,dem,7.057214281323688
h0042,AT,electricity,scr2092,dem,7.605301955181515
h0043,AT,electricity,scr2092,dem,7.5479341507936795
h0044,AT,electricity,scr2092,dem,6.9904205196873175
h0045,AT,electricity,scr2092,dem,6.8717804877984925
h0046,AT,electricity,scr2092,dem,6.25322245564287
h0047,AT,electricity,scr2092,dem,6.438769064426307
h0048,AT,electricity,scr2092,dem,5.813500864172751
h0049,AT,electricity,scr2092,dem,5.719695571884941
h0050,AT,electricity,scr2092,dem,5.365008068080946
h0051,AT,electricity,scr2092,dem,4.961828586984888
h0052,AT,electricity,scr2092,dem,4.809341683926609
h0053,AT,electricity,scr2092,dem,4.480738059840239
h0054,AT,electricity,scr2092,dem,5.00480456310328
h0055,AT,electricity,scr2092,dem,5.126969055637703
h0056,AT,electricity,scr2092,dem,6.3654016806746565
h0057,AT,electricity,scr2092,dem,7.127939966976195
h0058,AT,electricity,scr2092,dem,8.171643411500837
