timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,wind,scr2096,avaConv,0.9262778934336849
h0002,AT,wind,scr2096,avaConv,0.8589309538988142
h0003,AT,wind,scr2096,avaConv,0.6172646056046103
h0004,AT,wind,scr2096,avaConv,0.5627420230165071
h0005,AT,wind,scr2096,avaConv,0.4912750554730089
h0006,AT,wind,scr2096,avaConv,0.6504548977764029
h0007,AT,wind,scr2096,avaConv,0.5344319145762306
h0008,AT,wind,scr2096,avaConv,0.42664752394748734
h0009,AT,wind,scr2096,avaConv,0.226800898659902
h0010,AT,wind,scr2096,avaConv,0.13103854637164988
h0011,AT,wind,scr2096,avaConv,0.10905577423319936
h0012,AT,wind,scr2096,avaConv,0.08284953451333747
h0013,AT,wind,scr2096,avaConv,0.22321850354219433
h0014,AT,wind,scr2096,avaConv,0.41488980976704637
h0015,AT,wind,scr2096,avaConv,0.7427285851567202
h0016,AT,wind,scr2096,avaConv,0.9017420801726601
h0017,AT,wind,scr2096,avaConv,0.7951682208124928
h0018,AT,wind,scr2096,avaConv,0.5521651570946149
h0019,AT,wind,scr2096,avaConv,0.2628377478327801
h0020,AT,wind,scr2096,avaConv,0.20957423040373518
h0021,AT,wind,scr2096,avaConv,0.18164386031506516
h0022,AT,wind,scr2096,avaConv,0.2909590017323983
h0023,AT,wind,scr2096,avaConv,0.28274787699003545
h0024,AT,wind,scr2096,avaConv,0.33561723926273057
h0025,AT,wind,scr2096,avaConv,0.35433593814137926
h0026,AT,wind,scr2096,avaConv,0.2889639952776945
h0027,AT,wind,scr2096,avaConv,0.2455464451134013
h0028,AT,wind,scr2096,avaConv,0.14582091050906085
h0029,AT,wind,scr2096,avaConv,0.15362272246891692
h0030,AT,wind,scr2096,avaConv,0.12375050947017228
h0031,AT,wind,scr2096,avaConv,0.10561444630075502
h0032,AT,wind,scr2096,avaConv,0.07416203213688012
h0033,AT,wind,scr2096,avaConv,0.2426995355064077
h0034,AT,wind,scr2096,avaConv,0.1753981912367985
h0035,AT,wind,scr2096,avaConv,0.25754458931005403
h0036,AT,wind,scr2096,avaConv,0.36923694165513593
h0037,AT,wind,scr2096,avaConv,0.7481281921524024
h0038,AT,wind,scr2096,avaConv,0.9113020646135281
h0039,AT,wind,scr2096,avaConv,0.6035610351403197
h0040,AT,wind,scr2096,avaConv,0.400304993286031
h0041,AT,wind,scr2096,avaConv,0.19039076925944304
h0042,AT,wind,scr2096,avaConv,0.18616325767798989
h0043,AT,wind,scr2096,avaConv,0.0981283911818004
h0044,AT,wind,scr2096,avaConv,0.11592688002463604
h0045,AT,wind,scr2096,avaConv,0.08183296315431403
h0046,AT,wind,scr2096,avaConv,0.05069825915715852
h0047,AT,wind,scr2096,avaConv,0.020902958930945424
h0048,AT,wind,scr2096,avaConv,0.0433953291542949
h0049,AT,wind,scr2096,avaConv,0.10436404686792834
h0050,AT,wind,scr2096,avaConv,0.2254399046637173
h0051,AT,wind,scr2096,avaConv,0.1869677788141165
h0052,AT,wind,scr2096,avaConv,0.14090255389177048
h0053,AT,wind,scr2096,avaConv,0.050891754391719175
h0054,AT,wind,scr2096,avaConv,0.03140122342698942
h0055,AT,wind,scr2096,avaConv,0.013029175692266848
h0056,AT,wind,scr2096,avaConv,0.00043291350489969757
h0057,AT,wind,scr2096,avaConv,0.0014013743116815982
h0058,AT,wind,scr2096,avaConv,0.002070094155506486
h0059,AT,wind,scr2096,avaConv,0.0018055811158077838
h0060,AT,wind,scr2096,avaConv,0.000720729810881084
h0061,AT,wind,scr2096,avaConv,0.0
h0062,AT,wind,scr2096,avaConv,0.0014706357829132092
h0063,AT,wind,scr2096,avaConv,0.009198953818773259
h0064,AT,wind,scr2096,avaConv,0.09274608246879285
h0065,AT,wind,scr2096,avaConv,0.111339533223309
h0066,AT,wind,scr2096,avaConv,0.11156692292924404
h0067,AT,wind,scr2096,avaConv,0.021698008620946164
h0068,AT,wind,scr2096,avaConv,0.03539916781888067
h0069,AT,wind,scr2096,avaConv,0.027914699452353156
h0070,AT,wind,scr2096,avaConv,0.02844959264080904
h0071,AT,wind,scr2096,avaConv,0.011032107708393081
h0072,AT,wind,scr2096,avaConv,0.017565389408611434
h0073,AT,wind,scr2096,avaConv,0.02111063278301757
h0074,AT,wind,scr2096,avaConv,0.010825812399112018
h0075,AT,wind,scr2096,avaConv,0.0036286621545805675
h0076,AT,wind,scr2096,avaConv,0.005254864099301765
h0077,AT,wind,scr2096,avaConv,0.00908761248062977
h0078,AT,wind,scr2096,avaConv,0.010783841768834368
h0079,AT,wind,scr2096,avaConv,0.005673240954666101
h0080,AT,wind,scr2096,avaConv,0.0032389412676138672
h0081,AT,wind,scr2096,avaConv,0.0011638004815261913
h0082,AT,wind,scr2096,avaConv,0.0034618363597387586
h0083,AT,wind,scr2096,avaConv,0.007473049285940256
h0084,AT,wind,scr2096,avaConv,0.008247056457145453
h0085,AT,wind,scr2096,avaConv,0.01206443618428212
h0086,AT,wind,scr2096,avaConv,0.04916083359837608
h0087,AT,wind,scr2096,avaConv,0.04762199782300372
h0088,AT,wind,scr2096,avaConv,0.0467332104998732
h0089,AT,wind,scr2096,avaConv,0.006939379111215901
h0090,AT,wind,scr2096,avaConv,0.03951210075400672
h0091,AT,wind,scr2096,avaConv,0.15672968857977174
h0092,AT,wind,scr2096,avaConv,0.16483684049112343
h0093,AT,wind,scr2096,avaConv,0.12944323870034274
h0094,AT,wind,scr2096,avaConv,0.06378192246827688
h0095,AT,wind,scr2096,avaConv,0.3053473901237571
h0096,AT,wind,scr2096,avaConv,0.2878508646982378
h0001,CH,wind,scr2096,avaConv,0.175072656466336
h0002,CH,wind,scr2096,avaConv,0.12257087822545877
h0003,CH,wind,scr2096,avaConv,0.18474087685033144
h0004,CH,wind,scr2096,avaConv,0.27239400780807915
h0005,CH,wind,scr2096,avaConv,0.35035070262994983
h0006,CH,wind,scr2096,avaConv,0.21287285465932276
h0007,CH,wind,scr2096,avaConv,0.17307281266699237
h0008,CH,wind,scr2096,avaConv,0.1673646898632696
h0009,CH,wind,scr2096,avaConv,0.17252986154272895
h0010,CH,wind,scr2096,avaConv,0.06502458236432795
h0011,CH,wind,scr2096,avaConv,0.04600016143164531
h0012,CH,wind,scr2096,avaConv,0.055202815318752256
h0013,CH,wind,scr2096,avaConv,0.11804865211474783
h0014,CH,wind,scr2096,avaConv,0.057804283690210234
h0015,CH,wind,scr2096,avaConv,0.34530737725764893
h0016,CH,wind,scr2096,avaConv,0.7189997076756081
h0017,CH,wind,scr2096,avaConv,0.9081491863649465
h0018,CH,wind,scr2096,avaConv,0.4656923993247591
h0019,CH,wind,scr2096,avaConv,0.140684254923535
h0020,CH,wind,scr2096,avaConv,0.08738985775258967
h0021,CH,wind,scr2096,avaConv,0.12368211514660865
h0022,CH,wind,scr2096,avaConv,0.14572803624275668
h0023,CH,wind,scr2096,avaConv,0.19606468140137218
h0024,CH,wind,scr2096,avaConv,0.147256066754398
h0025,CH,wind,scr2096,avaConv,0.10244441146245324
h0026,CH,wind,scr2096,avaConv,0.023882367422352446
h0027,CH,wind,scr2096,avaConv,0.11871771224272028
h0028,CH,wind,scr2096,avaConv,0.13603284116981607
h0029,CH,wind,scr2096,avaConv,0.15877714971885876
h0030,CH,wind,scr2096,avaConv,0.05468759840417362
h0031,CH,wind,scr2096,avaConv,0.06673043207085479
h0032,CH,wind,scr2096,avaConv,0.0623014841770372
h0033,CH,wind,scr2096,avaConv,0.32999891212106985
h0034,CH,wind,scr2096,avaConv,0.272421926142521
h0035,CH,wind,scr2096,avaConv,0.2510033014419097
h0036,CH,wind,scr2096,avaConv,0.12755678176277996
h0037,CH,wind,scr2096,avaConv,0.34745878790756246
h0038,CH,wind,scr2096,avaConv,0.6502582645429741
h0039,CH,wind,scr2096,avaConv,0.5409096301524788
h0040,CH,wind,scr2096,avaConv,0.3754926400944235
h0041,CH,wind,scr2096,avaConv,0.12209219756652223
h0042,CH,wind,scr2096,avaConv,0.06899642891308033
h0043,CH,wind,scr2096,avaConv,0.016767102966302277
h0044,CH,wind,scr2096,avaConv,0.026063509334377788
h0045,CH,wind,scr2096,avaConv,0.01997524970249008
h0046,CH,wind,scr2096,avaConv,0.008237459195718546
h0047,CH,wind,scr2096,avaConv,0.0012054663018826546
h0048,CH,wind,scr2096,avaConv,0.036858495635102975
h0049,CH,wind,scr2096,avaConv,0.05379755588188693
h0050,CH,wind,scr2096,avaConv,0.060773058205568935
h0051,CH,wind,scr2096,avaConv,0.021535458529389942
h0052,CH,wind,scr2096,avaConv,0.006755039859622767
h0053,CH,wind,scr2096,avaConv,0.004707465640986452
h0054,CH,wind,scr2096,avaConv,0.0007167356511146695
h0055,CH,wind,scr2096,avaConv,0.0015590324092516702
h0056,CH,wind,scr2096,avaConv,0.0005831128596720965
h0057,CH,wind,scr2096,avaConv,0.0005323339895357227
h0058,CH,wind,scr2096,avaConv,0.0
h0059,CH,wind,scr2096,avaConv,0.0
h0060,CH,wind,scr2096,avaConv,0.0004931464725070656
h0061,CH,wind,scr2096,avaConv,0.0004931464725070656
h0062,CH,wind,scr2096,avaConv,0.0005108309448746501
h0063,CH,wind,scr2096,avaConv,0.0
h0064,CH,wind,scr2096,avaConv,0.0003397167625908373
h0065,CH,wind,scr2096,avaConv,0.0025291036051515972
h0066,CH,wind,scr2096,avaConv,0.00368967794827501
h0067,CH,wind,scr2096,avaConv,0.002926053872657711
h0068,CH,wind,scr2096,avaConv,0.005060391322663261
h0069,CH,wind,scr2096,avaConv,0.0037577879113335345
h0070,CH,wind,scr2096,avaConv,0.0036748190297298216
h0071,CH,wind,scr2096,avaConv,0.0013608259703436502
h0072,CH,wind,scr2096,avaConv,0.0014090431419875424
h0073,CH,wind,scr2096,avaConv,0.0014230347544193136
h0074,CH,wind,scr2096,avaConv,0.0
h0075,CH,wind,scr2096,avaConv,0.0001386744657602524
h0076,CH,wind,scr2096,avaConv,0.00014208400058122417
h0077,CH,wind,scr2096,avaConv,0.001953842103844716
h0078,CH,wind,scr2096,avaConv,0.0016428746388228717
h0079,CH,wind,scr2096,avaConv,0.0016215266481150114
h0080,CH,wind,scr2096,avaConv,0.0
h0081,CH,wind,scr2096,avaConv,0.0
h0082,CH,wind,scr2096,avaConv,0.0
h0083,CH,wind,scr2096,avaConv,0.005198151998740887
h0084,CH,wind,scr2096,avaConv,0.005271916761800259
h0085,CH,wind,scr2096,avaConv,0.055214963911524216
h0086,CH,wind,scr2096,avaConv,0.05175790381601252
h0087,CH,wind,scr2096,avaConv,0.0516176466232115
h0088,CH,wind,scr2096,avaConv,0.003172209891292219
h0089,CH,wind,scr2096,avaConv,0.00015833840896659063
h0090,CH,wind,scr2096,avaConv,0.002186552840082373
h0091,CH,wind,scr2096,avaConv,0.007953540648721428
h0092,CH,wind,scr2096,avaConv,0.007366361020837078
h0093,CH,wind,scr2096,avaConv,0.0043206654408478855
h0094,CH,wind,scr2096,avaConv,0.0843138409781715
h0095,CH,wind,scr2096,avaConv,0.26100134122747987
h0096,CH,wind,scr2096,avaConv,0.2779712433544486
h0001,DE,wind,scr2096,avaConv,0.5257639865598217
h0002,DE,wind,scr2096,avaConv,0.7153875637271314
h0003,DE,wind,scr2096,avaConv,0.7928267884483263
h0004,DE,wind,scr2096,avaConv,0.9357217260347157
h0005,DE,wind,scr2096,avaConv,0.8616116563322108
h0006,DE,wind,scr2096,avaConv,0.5864859856528105
h0007,DE,wind,scr2096,avaConv,0.5145795260824008
h0008,DE,wind,scr2096,avaConv,0.5499535849948971
h0009,DE,wind,scr2096,avaConv,0.7883533191866239
h0010,DE,wind,scr2096,avaConv,0.5701051847596948
h0011,DE,wind,scr2096,avaConv,0.6093825132112837
h0012,DE,wind,scr2096,avaConv,0.5100101702654657
h0013,DE,wind,scr2096,avaConv,0.7779574304837884
h0014,DE,wind,scr2096,avaConv,0.7379978725251017
h0015,DE,wind,scr2096,avaConv,0.8521366302783447
h0016,DE,wind,scr2096,avaConv,0.900914104594469
h0017,DE,wind,scr2096,avaConv,0.9769020804119443
h0018,DE,wind,scr2096,avaConv,0.7912292297695172
h0019,DE,wind,scr2096,avaConv,0.610038613295395
h0020,DE,wind,scr2096,avaConv,0.5187107586947021
h0021,DE,wind,scr2096,avaConv,0.5733617555862992
h0022,DE,wind,scr2096,avaConv,0.6425957142611268
h0023,DE,wind,scr2096,avaConv,0.48314623146240615
h0024,DE,wind,scr2096,avaConv,0.3367886512704815
h0025,DE,wind,scr2096,avaConv,0.4065455901416699
h0026,DE,wind,scr2096,avaConv,0.35560492509985864
h0027,DE,wind,scr2096,avaConv,0.4595630721363683
h0028,DE,wind,scr2096,avaConv,0.2620546723688577
h0029,DE,wind,scr2096,avaConv,0.4315678512835274
h0030,DE,wind,scr2096,avaConv,0.45228325473621045
h0031,DE,wind,scr2096,avaConv,0.55600971793457
h0032,DE,wind,scr2096,avaConv,0.49485468134775
h0033,DE,wind,scr2096,avaConv,0.6678500695763283
h0034,DE,wind,scr2096,avaConv,0.5253992359569553
h0035,DE,wind,scr2096,avaConv,0.6238372770693198
h0036,DE,wind,scr2096,avaConv,0.6515819762696141
h0037,DE,wind,scr2096,avaConv,0.857609016747886
h0038,DE,wind,scr2096,avaConv,0.9015366391268003
h0039,DE,wind,scr2096,avaConv,0.5653282891371221
h0040,DE,wind,scr2096,avaConv,0.5238721907111301
h0041,DE,wind,scr2096,avaConv,0.3332459928722393
h0042,DE,wind,scr2096,avaConv,0.4357328550749287
h0043,DE,wind,scr2096,avaConv,0.34164319372450286
h0044,DE,wind,scr2096,avaConv,0.39231018387372246
h0045,DE,wind,scr2096,avaConv,0.3241762528822026
h0046,DE,wind,scr2096,avaConv,0.25432747834492053
h0047,DE,wind,scr2096,avaConv,0.14581036640311387
h0048,DE,wind,scr2096,avaConv,0.18252515782574416
h0049,DE,wind,scr2096,avaConv,0.16780487675995595
h0050,DE,wind,scr2096,avaConv,0.1786726454537263
h0051,DE,wind,scr2096,avaConv,0.2915842266435269
h0052,DE,wind,scr2096,avaConv,0.39237051669848966
h0053,DE,wind,scr2096,avaConv,0.40470211237080167
h0054,DE,wind,scr2096,avaConv,0.21682374658200707
h0055,DE,wind,scr2096,avaConv,0.1315740417754366
h0056,DE,wind,scr2096,avaConv,0.07849748127982321
h0057,DE,wind,scr2096,avaConv,0.048842732457480165
h0058,DE,wind,scr2096,avaConv,0.011618752425389905
h0059,DE,wind,scr2096,avaConv,0.003713314842917226
h0060,DE,wind,scr2096,avaConv,0.00041025385265291286
h0061,DE,wind,scr2096,avaConv,0.019786347649460627
h0062,DE,wind,scr2096,avaConv,0.018796353987150023
h0063,DE,wind,scr2096,avaConv,0.03132932811528979
h0064,DE,wind,scr2096,avaConv,0.03781499295179934
h0065,DE,wind,scr2096,avaConv,0.0553442787951469
h0066,DE,wind,scr2096,avaConv,0.053511196341115494
h0067,DE,wind,scr2096,avaConv,0.0348215644296187
h0068,DE,wind,scr2096,avaConv,0.08465538286394053
h0069,DE,wind,scr2096,avaConv,0.1547507035725972
h0070,DE,wind,scr2096,avaConv,0.22935599047614125
h0071,DE,wind,scr2096,avaConv,0.18229361106908626
h0072,DE,wind,scr2096,avaConv,0.11660101943217363
h0073,DE,wind,scr2096,avaConv,0.07582459517542459
h0074,DE,wind,scr2096,avaConv,0.1469120827107013
h0075,DE,wind,scr2096,avaConv,0.2677071931596839
h0076,DE,wind,scr2096,avaConv,0.23499456173419966
h0077,DE,wind,scr2096,avaConv,0.13868663949323956
h0078,DE,wind,scr2096,avaConv,0.0319895264676462
h0079,DE,wind,scr2096,avaConv,0.03274464748606337
h0080,DE,wind,scr2096,avaConv,0.03651904992135485
h0081,DE,wind,scr2096,avaConv,0.03597915025830633
h0082,DE,wind,scr2096,avaConv,0.01707897211889612
h0083,DE,wind,scr2096,avaConv,0.025928414757386734
h0084,DE,wind,scr2096,avaConv,0.011558973258830757
h0085,DE,wind,scr2096,avaConv,0.04879942080872038
h0086,DE,wind,scr2096,avaConv,0.2283869065291889
h0087,DE,wind,scr2096,avaConv,0.2823135050078194
h0088,DE,wind,scr2096,avaConv,0.2804901590553648
h0089,DE,wind,scr2096,avaConv,0.1251849865216286
h0090,DE,wind,scr2096,avaConv,0.15912209873774485
h0091,DE,wind,scr2096,avaConv,0.3255969852981348
h0092,DE,wind,scr2096,avaConv,0.28779677419788485
h0093,DE,wind,scr2096,avaConv,0.29860981607910053
h0094,DE,wind,scr2096,avaConv,0.23918324880569716
h0095,DE,wind,scr2096,avaConv,0.3782276514073241
h0096,DE,wind,scr2096,avaConv,0.41523277561582767
h0001,FR,wind,scr2096,avaConv,0.14528977141051672
h0002,FR,wind,scr2096,avaConv,0.20777351294797367
h0003,FR,wind,scr2096,avaConv,0.3930016846405423
h0004,FR,wind,scr2096,avaConv,0.6116444086028853
h0005,FR,wind,scr2096,avaConv,0.8463371722066587
h0006,FR,wind,scr2096,avaConv,0.8886793823648668
h0007,FR,wind,scr2096,avaConv,0.9298133136752759
h0008,FR,wind,scr2096,avaConv,0.7827709865615695
h0009,FR,wind,scr2096,avaConv,0.5307749102290058
h0010,FR,wind,scr2096,avaConv,0.27262246024032905
h0011,FR,wind,scr2096,avaConv,0.3955158829173694
h0012,FR,wind,scr2096,avaConv,0.5049312355983354
h0013,FR,wind,scr2096,avaConv,0.5859793792851878
h0014,FR,wind,scr2096,avaConv,0.3269458930043585
h0015,FR,wind,scr2096,avaConv,0.5202274587230717
h0016,FR,wind,scr2096,avaConv,0.7395307438486365
h0017,FR,wind,scr2096,avaConv,0.9518398608655169
h0018,FR,wind,scr2096,avaConv,0.5428164456180073
h0019,FR,wind,scr2096,avaConv,0.37906893977647127
h0020,FR,wind,scr2096,avaConv,0.34319467847047014
h0021,FR,wind,scr2096,avaConv,0.49569907975583033
h0022,FR,wind,scr2096,avaConv,0.6844480430503752
h0023,FR,wind,scr2096,avaConv,0.809532587453252
h0024,FR,wind,scr2096,avaConv,0.677003184226865
h0025,FR,wind,scr2096,avaConv,0.5518905346186355
h0026,FR,wind,scr2096,avaConv,0.3897029856788871
h0027,FR,wind,scr2096,avaConv,0.6269386301461353
h0028,FR,wind,scr2096,avaConv,0.7203457322755561
h0029,FR,wind,scr2096,avaConv,0.7945938233026497
h0030,FR,wind,scr2096,avaConv,0.5634779430123144
h0031,FR,wind,scr2096,avaConv,0.5567069278219593
h0032,FR,wind,scr2096,avaConv,0.5005919163065348
