timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,solar,scr2098,avaConv,0.0
h0002,AT,solar,scr2098,avaConv,0.0
h0003,AT,solar,scr2098,avaConv,0.0
h0004,AT,solar,scr2098,avaConv,0.0
h0005,AT,solar,scr2098,avaConv,0.0
h0006,AT,solar,scr2098,avaConv,0.0
h0007,AT,solar,scr2098,avaConv,0.0
h0008,AT,solar,scr2098,avaConv,0.0009260568721754039
h0009,AT,solar,scr2098,avaConv,0.043305596220865494
h0010,AT,solar,scr2098,avaConv,0.11279693503416649
h0011,AT,solar,scr2098,avaConv,0.2247478419367158
h0012,AT,solar,scr2098,avaConv,0.23721223399246835
h0013,AT,solar,scr2098,avaConv,0.41055595519380206
h0014,AT,solar,scr2098,avaConv,0.5531969533654246
h0015,AT,solar,scr2098,avaConv,0.5438595776759424
h0016,AT,solar,scr2098,avaConv,0.23184995450981818
h0017,AT,solar,scr2098,avaConv,0.04401764130250225
h0018,AT,solar,scr2098,avaConv,0.0006315880119294742
h0019,AT,solar,scr2098,avaConv,0.0
h0020,AT,solar,scr2098,avaConv,0.0
h0021,AT,solar,scr2098,avaConv,0.0
h0022,AT,solar,scr2098,avaConv,0.0
h0023,AT,solar,scr2098,avaConv,0.0
h0024,AT,solar,scr2098,avaConv,0.0
h0025,AT,solar,scr2098,avaConv,0.0
h0026,AT,solar,scr2098,avaConv,0.0
h0027,AT,solar,scr2098,avaConv,0.0
h0028,AT,solar,scr2098,avaConv,0.0
h0029,AT,solar,scr2098,avaConv,0.0
h0030,AT,solar,scr2098,avaConv,0.0
h0031,AT,solar,scr2098,avaConv,0.010987838373400727
h0032,AT,solar,scr2098,avaConv,0.04739776292567564
h0033,AT,solar,scr2098,avaConv,0.137354252275479
h0034,AT,solar,scr2098,avaConv,0.2459542548032872
h0035,AT,solar,scr2098,avaConv,0.4361449339714405
h0036,AT,solar,scr2098,avaConv,0.7339664894511362
h0037,AT,solar,scr2098,avaConv,0.6827154931465341
h0038,AT,solar,scr2098,avaConv,0.49131901079649243
h0039,AT,solar,scr2098,avaConv,0.21075975645648556
h0040,AT,solar,scr2098,avaConv,0.1318753153468712
h0041,AT,solar,scr2098,avaConv,0.047822726806888906
h0042,AT,solar,scr2098,avaConv,0.016335392115797605
h0043,AT,solar,scr2098,avaConv,0.0011765642563043293
h0044,AT,solar,scr2098,avaConv,0.0008028474552164293
h0045,AT,solar,scr2098,avaConv,0.0
h0046,AT,solar,scr2098,avaConv,0.0
h0047,AT,solar,scr2098,avaConv,0.0
h0048,AT,solar,scr2098,avaConv,0.0
h0049,AT,solar,scr2098,avaConv,0.0
h0050,AT,solar,scr2098,avaConv,0.0
h0051,AT,solar,scr2098,avaConv,0.0
h0052,AT,solar,scr2098,avaConv,0.0
h0053,AT,solar,scr2098,avaConv,0.003527193068178642
h0054,AT,solar,scr2098,avaConv,0.028084872306147292
h0055,AT,solar,scr2098,avaConv,0.11648093294378238
h0056,AT,solar,scr2098,avaConv,0.24519841467691925
h0057,AT,solar,scr2098,avaConv,0.37525962013163244
h0058,AT,solar,scr2098,avaConv,0.5039419692312153
h0059,AT,solar,scr2098,avaConv,0.5998290643655279
h0060,AT,solar,scr2098,avaConv,0.7795192323866823
h0061,AT,solar,scr2098,avaConv,0.8169434140126131
h0062,AT,solar,scr2098,avaConv,0.7834056095367566
h0063,AT,solar,scr2098,avaConv,0.5984983976848061
h0064,AT,solar,scr2098,avaConv,0.346615416550641
h0065,AT,solar,scr2098,avaConv,0.13066793079082994
h0066,AT,solar,scr2098,avaConv,0.01962360045509108
h0067,AT,solar,scr2098,avaConv,0.0013056100007932505
h0068,AT,solar,scr2098,avaConv,0.0
h0069,AT,solar,scr2098,avaConv,0.0
