timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2095,dem,31.457451848560087
h0002,AT,electricity,scr2095,dem,30.64507945782808
h0003,AT,electricity,scr2095,dem,28.38592987761464
h0004,AT,electricity,scr2095,dem,28.857160105691694
h0005,AT,electricity,scr2095,dem,27.800051982577966
h0006,AT,electricity,scr2095,dem,27.7338717226753
h0007,AT,electricity,scr2095,dem,28.235395029042497
h0008,AT,electricity,scr2095,dem,30.532582880094754
h0009,AT,electricity,scr2095,dem,36.79179112080565
h0010,AT,electricity,scr2095,dem,36.99725040604378
h0011,AT,electricity,scr2095,dem,36.77812099942932
h0012,AT,electricity,scr2095,dem,32.45653480887338
h0013,AT,electricity,scr2095,dem,28.63654842142135
h0014,AT,electricity,scr2095,dem,26.827395754509098
h0015,AT,electricity,scr2095,dem,24.269340171232784
h0016,AT,electricity,scr2095,dem,24.406831998578795
h0017,AT,electricity,scr2095,dem,22.207528588920113
h0018,AT,electricity,scr2095,dem,20.152607616440353
h0019,AT,electricity,scr2095,dem,20.489576106772567
h0020,AT,electricity,scr2095,dem,23.68521871754472
h0021,AT,electricity,scr2095,dem,27.766734523099903
h0022,AT,electricity,scr2095,dem,29.203879228406276
h0023,AT,electricity,scr2095,dem,27.35132605304471
h0024,AT,electricity,scr2095,dem,24.217133909519557
h0025,AT,electricity,scr2095,dem,23.306911956371383
h0026,AT,electricity,scr2095,dem,24.88631423120043
h0027,AT,electricity,scr2095,dem,24.295525795157346
h0028,AT,electricity,scr2095,dem,18.783576581755195
h0029,AT,electricity,scr2095,dem,12.754230501547145
h0030,AT,electricity,scr2095,dem,14.024134522804303
h0031,AT,electricity,scr2095,dem,14.769504869687005
h0032,AT,electricity,scr2095,dem,15.429276289132279
h0033,AT,electricity,scr2095,dem,11.69257288818148
h0034,AT,electricity,scr2095,dem,9.604560491848137
h0035,AT,electricity,scr2095,dem,8.625558930695735
h0036,AT,electricity,scr2095,dem,10.181362363879057
h0037,AT,electricity,scr2095,dem,13.425798409890845
h0038,AT,electricity,scr2095,dem,12.387474022342094
h0039,AT,electricity,scr2095,dem,10.92982092127589
h0040,AT,electricity,scr2095,dem,8.669620224583248
h0041,AT,electricity,scr2095,dem,8.963080920102112
h0042,AT,electricity,scr2095,dem,8.577126647634156
h0043,AT,electricity,scr2095,dem,7.626348000309403
h0044,AT,electricity,scr2095,dem,9.209315301202
h0045,AT,electricity,scr2095,dem,8.611958549074789
h0046,AT,electricity,scr2095,dem,9.009086700385932
h0047,AT,electricity,scr2095,dem,6.772182271793242
h0048,AT,electricity,scr2095,dem,6.543600644508625
h0049,AT,electricity,scr2095,dem,6.00481509828598
h0050,AT,electricity,scr2095,dem,5.2433781452532005
h0051,AT,electricity,scr2095,dem,4.947579517793287
h0052,AT,electricity,scr2095,dem,4.3932911527772
h0053,AT,electricity,scr2095,dem,4.751909119577301
h0054,AT,electricity,scr2095,dem,4.6857243628915635
h0055,AT,electricity,scr2095,dem,5.927973393457442
h0056,AT,electricity,scr2095,dem,7.060615410272683
h0057,AT,electricity,scr2095,dem,8.386446082676901
h0058,AT,electricity,scr2095,dem,8.894230483391134
h0059,AT,electricity,scr2095,dem,8.053688108268009
h0060,AT,electricity,scr2095,dem,8.246059853307159
h0061,AT,electricity,scr2095,dem,7.530710693810808
h0062,AT,electricity,scr2095,dem,8.529152590485392
h0063,AT,electricity,scr2095,dem,8.223379759693213
h0064,AT,electricity,scr2095,dem,8.797879323071463
h0065,AT,electricity,scr2095,dem,8.791652227140133
h0066,AT,electricity,scr2095,dem,7.944812735235396
h0067,AT,electricity,scr2095,dem,7.738375175096837
h0068,AT,electricity,scr2095,dem,6.743037732411882
h0069,AT,electricity,scr2095,dem,7.19627095237198
h0070,AT,electricity,scr2095,dem,6.6339521294435135
h0071,AT,electricity,scr2095,dem,6.699847469874281
h0072,AT,electricity,scr2095,dem,6.251196867238791
h0073,AT,electricity,scr2095,dem,5.607487964921089
h0074,AT,electricity,scr2095,dem,5.15831547887412
h0075,AT,electricity,scr2095,dem,4.48084878105323
h0076,AT,electricity,scr2095,dem,4.5698419418249845
h0077,AT,electricity,scr2095,dem,4.43669788939589
h0078,AT,electricity,scr2095,dem,5.205917824950991
h0079,AT,electricity,scr2095,dem,6.094135128692357
h0080,AT,electricity,scr2095,dem,7.3926374680839215
h0081,AT,electricity,scr2095,dem,8.344828439585733
h0082,AT,electricity,scr2095,dem,7.814686808260126
h0083,AT,electricity,scr2095,dem,8.126887405028373
h0084,AT,electricity,scr2095,dem,7.566414726437563
h0085,AT,electricity,scr2095,dem,8.6774262122429
h0086,AT,electricity,scr2095,dem,8.420487931634508
h0087,AT,electricity,scr2095,dem,8.893015232912596
h0088,AT,electricity,scr2095,dem,8.725730729196783
h0089,AT,electricity,scr2095,dem,7.7708882134572645
h0090,AT,electricity,scr2095,dem,8.02469836643662
h0091,AT,electricity,scr2095,dem,8.291725539027361
h0092,AT,electricity,scr2095,dem,9.374707045777395
h0093,AT,electricity,scr2095,dem,8.724939040172792
h0094,AT,electricity,scr2095,dem,7.967366224558259
h0095,AT,electricity,scr2095,dem,7.293415655344906
h0096,AT,electricity,scr2095,dem,6.6134191063999745
h0001,CH,electricity,scr2095,dem,29.203942024309065
h0002,CH,electricity,scr2095,dem,29.018815304287017
h0003,CH,electricity,scr2095,dem,28.133807340211355
h0004,CH,electricity,scr2095,dem,28.772779025774426
h0005,CH,electricity,scr2095,dem,26.88805556768373
h0006,CH,electricity,scr2095,dem,24.360553736424464
h0007,CH,electricity,scr2095,dem,23.79448932099541
h0008,CH,electricity,scr2095,dem,25.054474171593448
h0009,CH,electricity,scr2095,dem,30.691439993492445
