timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2084,dem,18.665042212057866
h0002,AT,electricity,scr2084,dem,14.614268006216461
h0003,AT,electricity,scr2084,dem,14.408071680251233
h0004,AT,electricity,scr2084,dem,16.988194534789017
h0005,AT,electricity,scr2084,dem,21.92697423197292
h0006,AT,electricity,scr2084,dem,25.454170636891554
h0007,AT,electricity,scr2084,dem,26.25660782058459
h0008,AT,electricity,scr2084,dem,29.479061385558587
h0009,AT,electricity,scr2084,dem,35.82121546334584
h0010,AT,electricity,scr2084,dem,36.1989247099211
h0011,AT,electricity,scr2084,dem,32.440138898818844
h0012,AT,electricity,scr2084,dem,24.514002283217224
h0013,AT,electricity,scr2084,dem,26.31901796608677
h0014,AT,electricity,scr2084,dem,29.313149961341566
h0015,AT,electricity,scr2084,dem,31.361304730777196
h0016,AT,electricity,scr2084,dem,29.530246669624617
h0017,AT,electricity,scr2084,dem,26.54499939597175
h0018,AT,electricity,scr2084,dem,27.447319461863085
h0019,AT,electricity,scr2084,dem,23.193448032315075
h0020,AT,electricity,scr2084,dem,23.83287319318885
h0021,AT,electricity,scr2084,dem,20.6879887493835
h0022,AT,electricity,scr2084,dem,17.300107676163872
h0023,AT,electricity,scr2084,dem,14.237366456942661
h0024,AT,electricity,scr2084,dem,9.972474489163762
h0025,AT,electricity,scr2084,dem,9.14207901359543
h0026,AT,electricity,scr2084,dem,7.199817674445005
h0027,AT,electricity,scr2084,dem,12.288683892902705
h0028,AT,electricity,scr2084,dem,21.269497850097792
h0029,AT,electricity,scr2084,dem,27.33813856715118
h0030,AT,electricity,scr2084,dem,26.412474446614755
h0031,AT,electricity,scr2084,dem,17.49907219623374
h0032,AT,electricity,scr2084,dem,12.295931165580194
h0033,AT,electricity,scr2084,dem,8.481041688397514
h0034,AT,electricity,scr2084,dem,10.51650064952547
h0035,AT,electricity,scr2084,dem,12.45319543423207
h0036,AT,electricity,scr2084,dem,15.374790149040054
h0037,AT,electricity,scr2084,dem,15.894520387372777
h0038,AT,electricity,scr2084,dem,12.68321555792235
h0039,AT,electricity,scr2084,dem,10.726225555807575
h0040,AT,electricity,scr2084,dem,7.9853190260514575
h0041,AT,electricity,scr2084,dem,8.128741427317372
h0042,AT,electricity,scr2084,dem,7.632706781117477
h0043,AT,electricity,scr2084,dem,8.083648195124006
h0044,AT,electricity,scr2084,dem,7.88284003599341
h0045,AT,electricity,scr2084,dem,7.209703682785203
h0046,AT,electricity,scr2084,dem,6.90628576055653
h0047,AT,electricity,scr2084,dem,6.306017837039882
h0048,AT,electricity,scr2084,dem,6.264117246338548
h0049,AT,electricity,scr2084,dem,5.760150765701122
h0050,AT,electricity,scr2084,dem,5.362416447644837
h0051,AT,electricity,scr2084,dem,5.101133628850743
h0052,AT,electricity,scr2084,dem,4.824099548848803
h0053,AT,electricity,scr2084,dem,4.847570776236352
h0054,AT,electricity,scr2084,dem,4.521470442904418
h0055,AT,electricity,scr2084,dem,5.4563507081043845
h0056,AT,electricity,scr2084,dem,5.941810631329448
h0057,AT,electricity,scr2084,dem,7.452339772383399
h0058,AT,electricity,scr2084,dem,7.867529913633975
h0059,AT,electricity,scr2084,dem,8.808869273495004
h0060,AT,electricity,scr2084,dem,8.98519672326247
h0061,AT,electricity,scr2084,dem,7.9968640487891856
h0062,AT,electricity,scr2084,dem,7.932810315341089
h0063,AT,electricity,scr2084,dem,7.038660586458429
h0064,AT,electricity,scr2084,dem,7.933629733119474
h0065,AT,electricity,scr2084,dem,7.659540232992123
h0066,AT,electricity,scr2084,dem,8.219503376751817
h0067,AT,electricity,scr2084,dem,8.180507567021795
h0068,AT,electricity,scr2084,dem,7.748279161299524
h0069,AT,electricity,scr2084,dem,7.555093123144982
h0070,AT,electricity,scr2084,dem,6.8330434792454025
h0071,AT,electricity,scr2084,dem,6.660379813159702
h0072,AT,electricity,scr2084,dem,5.947859315289456
h0073,AT,electricity,scr2084,dem,5.595456707173991
h0074,AT,electricity,scr2084,dem,5.228341846820302
h0075,AT,electricity,scr2084,dem,4.777769809186519
h0076,AT,electricity,scr2084,dem,4.68428366093187
h0077,AT,electricity,scr2084,dem,4.3981611719478835
h0078,AT,electricity,scr2084,dem,5.103271598564107
h0079,AT,electricity,scr2084,dem,5.351460178811287
h0080,AT,electricity,scr2084,dem,6.7344209148234295
h0081,AT,electricity,scr2084,dem,7.558204605879192
h0082,AT,electricity,scr2084,dem,8.620498054296245
h0083,AT,electricity,scr2084,dem,9.117705293786516
h0084,AT,electricity,scr2084,dem,8.258261181983094
h0085,AT,electricity,scr2084,dem,8.277829471314025
h0086,AT,electricity,scr2084,dem,7.247703605580841
h0087,AT,electricity,scr2084,dem,8.021832309737341
h0088,AT,electricity,scr2084,dem,7.836940646295244
h0089,AT,electricity,scr2084,dem,8.440725903630824
h0090,AT,electricity,scr2084,dem,8.442557349941895
h0091,AT,electricity,scr2084,dem,7.897290986097576
h0092,AT,electricity,scr2084,dem,7.947468960106171
h0093,AT,electricity,scr2084,dem,7.252042298164507
h0094,AT,electricity,scr2084,dem,7.398055196665573
h0095,AT,electricity,scr2084,dem,6.975599737055147
h0096,AT,electricity,scr2084,dem,6.855268844121633
h0001,CH,electricity,scr2084,dem,10.040973538241637
h0002,CH,electricity,scr2084,dem,12.76218462179731
h0003,CH,electricity,scr2084,dem,15.5442291061829
h0004,CH,electricity,scr2084,dem,20.74516887328537
h0005,CH,electricity,scr2084,dem,23.350215993039985
h0006,CH,electricity,scr2084,dem,23.046913227917276
h0007,CH,electricity,scr2084,dem,22.47124045041569
h0008,CH,electricity,scr2084,dem,24.07493658578688
h0009,CH,electricity,scr2084,dem,27.65889797254549
h0010,CH,electricity,scr2084,dem,26.841665253460302
h0011,CH,electricity,scr2084,dem,23.275542721268444
h0012,CH,electricity,scr2084,dem,18.379206333619393
h0013,CH,electricity,scr2084,dem,17.242041429213025
h0014,CH,electricity,scr2084,dem,16.760607870413125
h0015,CH,electricity,scr2084,dem,16.193770084514885
h0016,CH,electricity,scr2084,dem,17.279524395764234
h0017,CH,electricity,scr2084,dem,18.786913327895277
h0018,CH,electricity,scr2084,dem,22.39935500706697
h0019,CH,electricity,scr2084,dem,19.900023485008095
h0020,CH,electricity,scr2084,dem,21.319848410737265
h0021,CH,electricity,scr2084,dem,17.99185943868435
h0022,CH,electricity,scr2084,dem,17.678682079103865
h0023,CH,electricity,scr2084,dem,14.729789470250498
h0024,CH,electricity,scr2084,dem,11.48403655863503
h0025,CH,electricity,scr2084,dem,9.778517347396303
h0026,CH,electricity,scr2084,dem,10.569878913301462
h0027,CH,electricity,scr2084,dem,16.963859517744396
h0028,CH,electricity,scr2084,dem,25.14026576477031
h0029,CH,electricity,scr2084,dem,26.035009811659467
h0030,CH,electricity,scr2084,dem,23.950604988599245
h0031,CH,electricity,scr2084,dem,18.016320561227488
h0032,CH,electricity,scr2084,dem,13.903628154753719
h0033,CH,electricity,scr2084,dem,8.841048235502743
h0034,CH,electricity,scr2084,dem,6.144213928956222
h0035,CH,electricity,scr2084,dem,8.301771664304525
h0036,CH,electricity,scr2084,dem,12.035852930355567
h0037,CH,electricity,scr2084,dem,14.724955067694736
h0038,CH,electricity,scr2084,dem,12.88662352529483
h0039,CH,electricity,scr2084,dem,10.944393117840953
h0040,CH,electricity,scr2084,dem,7.217379268055919
h0041,CH,electricity,scr2084,dem,5.604690692490924
h0042,CH,electricity,scr2084,dem,4.0311923611979745
h0043,CH,electricity,scr2084,dem,4.099710041424524
h0044,CH,electricity,scr2084,dem,3.785874642246644
h0045,CH,electricity,scr2084,dem,3.364467542381626
h0046,CH,electricity,scr2084,dem,3.5147707856760375
h0047,CH,electricity,scr2084,dem,3.975613643014518
h0048,CH,electricity,scr2084,dem,4.598759924362811
h0049,CH,electricity,scr2084,dem,4.319548251307817
h0050,CH,electricity,scr2084,dem,3.7447707007138344
h0051,CH,electricity,scr2084,dem,3.31700250313048
h0052,CH,electricity,scr2084,dem,3.2278408894326907
h0053,CH,electricity,scr2084,dem,3.136897481302639
h0054,CH,electricity,scr2084,dem,2.9443570378043757
h0055,CH,electricity,scr2084,dem,2.966904765369481
h0056,CH,electricity,scr2084,dem,2.912708857706602
h0057,CH,electricity,scr2084,dem,3.3733941287921603
h0058,CH,electricity,scr2084,dem,3.7113706768070065
h0059,CH,electricity,scr2084,dem,4.192923917023201
h0060,CH,electricity,scr2084,dem,4.2683452391820875
h0061,CH,electricity,scr2084,dem,3.946069663996778
h0062,CH,electricity,scr2084,dem,3.969237414114616
h0063,CH,electricity,scr2084,dem,3.663363141512585
h0064,CH,electricity,scr2084,dem,3.923236396733752
h0065,CH,electricity,scr2084,dem,3.7084806357853584
h0066,CH,electricity,scr2084,dem,3.736572135351631
h0067,CH,electricity,scr2084,dem,3.463471936954753
h0068,CH,electricity,scr2084,dem,3.0723405761848985
h0069,CH,electricity,scr2084,dem,2.879434577427255
h0070,CH,electricity,scr2084,dem,2.6373103217139775
h0071,CH,electricity,scr2084,dem,2.7612564227565812
h0072,CH,electricity,scr2084,dem,2.685703952271938
h0073,CH,electricity,scr2084,dem,2.910977932987529
h0074,CH,electricity,scr2084,dem,3.174795804307047
h0075,CH,electricity,scr2084,dem,3.2932753763001035
h0076,CH,electricity,scr2084,dem,3.2517649286053283
h0077,CH,electricity,scr2084,dem,2.9377983875300178
h0078,CH,electricity,scr2084,dem,2.9257037252420375
h0079,CH,electricity,scr2084,dem,2.8269060762956837
h0080,CH,electricity,scr2084,dem,3.201124575658042
h0081,CH,electricity,scr2084,dem,3.6004967478211585
h0082,CH,electricity,scr2084,dem,4.067312664964644
h0083,CH,electricity,scr2084,dem,4.687366724438956
h0084,CH,electricity,scr2084,dem,4.370679840532956
h0085,CH,electricity,scr2084,dem,4.385016824347357
h0086,CH,electricity,scr2084,dem,3.5781967959020458
h0087,CH,electricity,scr2084,dem,3.901015636438732
h0088,CH,electricity,scr2084,dem,4.167337591640165
h0089,CH,electricity,scr2084,dem,4.509859645966737
h0090,CH,electricity,scr2084,dem,4.4603146217656695
h0091,CH,electricity,scr2084,dem,3.7851625480514652
h0092,CH,electricity,scr2084,dem,3.6503409288584896
h0093,CH,electricity,scr2084,dem,3.6955277934162005
h0094,CH,electricity,scr2084,dem,3.936524304722533
h0095,CH,electricity,scr2084,dem,4.877375283207147
h0096,CH,electricity,scr2084,dem,5.167463795690873
h0001,DE,electricity,scr2084,dem,71.48155839930817
h0002,DE,electricity,scr2084,dem,77.18020454456439
h0003,DE,electricity,scr2084,dem,93.17431733882785
h0004,DE,electricity,scr2084,dem,116.70238911910224
h0005,DE,electricity,scr2084,dem,133.83826696887738
h0006,DE,electricity,scr2084,dem,132.32903992305842
h0007,DE,electricity,scr2084,dem,136.81992313875116
h0008,DE,electricity,scr2084,dem,158.16312427308873
h0009,DE,electricity,scr2084,dem,189.38199540660136
h0010,DE,electricity,scr2084,dem,197.17054343188695
h0011,DE,electricity,scr2084,dem,175.8065418097305
h0012,DE,electricity,scr2084,dem,161.63785099939193
h0013,DE,electricity,scr2084,dem,164.98344003730594
h0014,DE,electricity,scr2084,dem,179.35555451721078
h0015,DE,electricity,scr2084,dem,166.42255961651622
h0016,DE,electricity,scr2084,dem,151.40777254116026
h0017,DE,electricity,scr2084,dem,142.71133034485007
h0018,DE,electricity,scr2084,dem,154.83961068341694
h0019,DE,electricity,scr2084,dem,148.26177465645995
h0020,DE,electricity,scr2084,dem,148.13622683377204
h0021,DE,electricity,scr2084,dem,132.4060008117242
h0022,DE,electricity,scr2084,dem,124.22118883844666
h0023,DE,electricity,scr2084,dem,114.58656178003878
h0024,DE,electricity,scr2084,dem,90.80410987833659
h0025,DE,electricity,scr2084,dem,78.13197452749816
h0026,DE,electricity,scr2084,dem,71.13157316259716
h0027,DE,electricity,scr2084,dem,108.38052036847617
h0028,DE,electricity,scr2084,dem,142.72055791886993
h0029,DE,electricity,scr2084,dem,147.01229592172996
h0030,DE,electricity,scr2084,dem,138.80280646896315
h0031,DE,electricity,scr2084,dem,104.63260912216748
h0032,DE,electricity,scr2084,dem,91.3868409891576
h0033,DE,electricity,scr2084,dem,64.65707585420515
h0034,DE,electricity,scr2084,dem,72.8843601778596
h0035,DE,electricity,scr2084,dem,97.3119356780353
h0036,DE,electricity,scr2084,dem,114.62699040571636
h0037,DE,electricity,scr2084,dem,120.73909685908694
h0038,DE,electricity,scr2084,dem,92.55637432725192
h0039,DE,electricity,scr2084,dem,83.5971750912031
h0040,DE,electricity,scr2084,dem,65.18424932391221
h0041,DE,electricity,scr2084,dem,67.39662800769264
h0042,DE,electricity,scr2084,dem,61.90089886088307
h0043,DE,electricity,scr2084,dem,67.31900589810752
h0044,DE,electricity,scr2084,dem,66.96825139815519
h0045,DE,electricity,scr2084,dem,60.41635278848732
h0046,DE,electricity,scr2084,dem,57.991631699360504
h0047,DE,electricity,scr2084,dem,54.892276289658305
h0048,DE,electricity,scr2084,dem,55.72154613774469
h0049,DE,electricity,scr2084,dem,49.65271819984887
h0050,DE,electricity,scr2084,dem,42.134682283086384
h0051,DE,electricity,scr2084,dem,38.7980089059651
h0052,DE,electricity,scr2084,dem,36.47852156985214
h0053,DE,electricity,scr2084,dem,37.048788354280894
h0054,DE,electricity,scr2084,dem,33.210091920407926
h0055,DE,electricity,scr2084,dem,40.70346425327909
h0056,DE,electricity,scr2084,dem,43.14256809469523
