timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,BE,s2014,electricity,dem,9.62661760153736
h0002,BE,s2014,electricity,dem,9.26365606307583
h0003,BE,s2014,electricity,dem,9.0515585356033
h0004,BE,s2014,electricity,dem,9.03377968944945
h0005,BE,s2014,electricity,dem,9.34400221692198
h0006,BE,s2014,electricity,dem,10.1627865575813
h0007,BE,s2014,electricity,dem,10.8417206235154
h0008,BE,s2014,electricity,dem,11.2382508432956
h0009,BE,s2014,electricity,dem,11.4896670520868
h0010,BE,s2014,electricity,dem,11.6092219971418
h0011,BE,s2014,electricity,dem,11.722708260878
h0012,BE,s2014,electricity,dem,11.5550324367022
h0013,BE,s2014,electricity,dem,11.4623401290099
h0014,BE,s2014,electricity,dem,11.3061588103286
h0015,BE,s2014,electricity,dem,11.2590187004385
h0016,BE,s2014,electricity,dem,11.3121821619769
h0017,BE,s2014,electricity,dem,11.782138205933
h0018,BE,s2014,electricity,dem,12.0096629312077
h0019,BE,s2014,electricity,dem,11.6442000191198
h0020,BE,s2014,electricity,dem,11.1212329861527
h0021,BE,s2014,electricity,dem,10.5933717224165
h0022,BE,s2014,electricity,dem,10.7052068872516
h0023,BE,s2014,electricity,dem,10.6676546894494
h0024,BE,s2014,electricity,dem,10.0906066125264
h0025,BE,s2014,electricity,dem,9.43870614443736
h0026,BE,s2014,electricity,dem,9.07574460597583
h0027,BE,s2014,electricity,dem,8.8636470785033
h0028,BE,s2014,electricity,dem,8.84586823234945
h0029,BE,s2014,electricity,dem,9.15609075982198
h0030,BE,s2014,electricity,dem,9.97487510048131
h0031,BE,s2014,electricity,dem,10.6538091664154
h0032,BE,s2014,electricity,dem,11.0503393861956
h0033,BE,s2014,electricity,dem,11.3017555949868
h0034,BE,s2014,electricity,dem,11.4213105400418
h0035,BE,s2014,electricity,dem,11.534796803778
h0036,BE,s2014,electricity,dem,11.3671209796022
h0037,BE,s2014,electricity,dem,11.2744286719099
h0038,BE,s2014,electricity,dem,11.1182473532286
h0039,BE,s2014,electricity,dem,11.0711072433385
h0040,BE,s2014,electricity,dem,11.1242707048769
h0041,BE,s2014,electricity,dem,11.594226748833
h0042,BE,s2014,electricity,dem,11.8217514741077
h0043,BE,s2014,electricity,dem,11.4562885620198
h0044,BE,s2014,electricity,dem,10.9333215290527
h0045,BE,s2014,electricity,dem,10.4054602653165
h0046,BE,s2014,electricity,dem,10.5172954301516
h0047,BE,s2014,electricity,dem,10.4797432323495
h0048,BE,s2014,electricity,dem,9.90269515542637
h0049,BE,s2014,electricity,dem,9.20626029323736
h0050,BE,s2014,electricity,dem,8.84329875477583
h0051,BE,s2014,electricity,dem,8.6312012273033
h0052,BE,s2014,electricity,dem,8.61342238114945
h0053,BE,s2014,electricity,dem,8.92364490862198
h0054,BE,s2014,electricity,dem,9.74242924928132
h0055,BE,s2014,electricity,dem,10.4213633152154
h0056,BE,s2014,electricity,dem,10.8178935349956
h0057,BE,s2014,electricity,dem,11.0693097437868
h0058,BE,s2014,electricity,dem,11.1888646888418
h0059,BE,s2014,electricity,dem,11.302350952578
h0060,BE,s2014,electricity,dem,11.1346751284022
h0061,BE,s2014,electricity,dem,11.0419828207099
h0062,BE,s2014,electricity,dem,10.8858015020286
h0063,BE,s2014,electricity,dem,10.8386613921385
h0064,BE,s2014,electricity,dem,10.8918248536769
h0065,BE,s2014,electricity,dem,11.361780897633
h0066,BE,s2014,electricity,dem,11.5893056229077
h0067,BE,s2014,electricity,dem,11.2238427108198
h0068,BE,s2014,electricity,dem,10.7008756778527
h0069,BE,s2014,electricity,dem,10.1730144141165
h0070,BE,s2014,electricity,dem,10.2848495789516
h0071,BE,s2014,electricity,dem,10.2472973811495
h0072,BE,s2014,electricity,dem,9.67024930422637
h0073,BE,s2014,electricity,dem,8.45199517967736
h0074,BE,s2014,electricity,dem,8.08903364121583
h0075,BE,s2014,electricity,dem,7.8769361137433
h0076,BE,s2014,electricity,dem,7.85915726758945
h0077,BE,s2014,electricity,dem,8.16937979506198
h0078,BE,s2014,electricity,dem,8.98816413572131
h0079,BE,s2014,electricity,dem,9.66709820165538
h0080,BE,s2014,electricity,dem,10.0636284214356
h0081,BE,s2014,electricity,dem,10.3150446302268
h0082,BE,s2014,electricity,dem,10.4345995752818
h0083,BE,s2014,electricity,dem,10.548085839018
h0084,BE,s2014,electricity,dem,10.3804100148422
h0085,BE,s2014,electricity,dem,10.2877177071499
h0086,BE,s2014,electricity,dem,10.1315363884686
h0087,BE,s2014,electricity,dem,10.0843962785785
h0088,BE,s2014,electricity,dem,10.1375597401169
h0089,BE,s2014,electricity,dem,10.607515784073
h0090,BE,s2014,electricity,dem,10.8350405093477
h0091,BE,s2014,electricity,dem,10.4695775972598
h0092,BE,s2014,electricity,dem,9.94661056429274
h0093,BE,s2014,electricity,dem,9.41874930055648
h0094,BE,s2014,electricity,dem,9.53058446539165
h0095,BE,s2014,electricity,dem,9.49303226758945
h0096,BE,s2014,electricity,dem,8.91598419066637
