timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,NL,s1984,electricity,dem,8.33607958499011
h0002,NL,s1984,electricity,dem,8.01362354103407
h0003,NL,s1984,electricity,dem,7.88700953004506
h0004,NL,s1984,electricity,dem,7.92913590367144
h0005,NL,s1984,electricity,dem,8.32832821136374
h0006,NL,s1984,electricity,dem,9.50032821136373
h0007,NL,s1984,electricity,dem,11.306211453122
h0008,NL,s1984,electricity,dem,12.5700438707044
h0009,NL,s1984,electricity,dem,13.1657938707044
h0010,NL,s1984,electricity,dem,13.3507430465286
h0011,NL,s1984,electricity,dem,13.3571194201549
h0012,NL,s1984,electricity,dem,13.1989600794956
h0013,NL,s1984,electricity,dem,13.1567142003747
h0014,NL,s1984,electricity,dem,13.0703886509242
h0015,NL,s1984,electricity,dem,13.0633446948802
h0016,NL,s1984,electricity,dem,13.3904532113637
h0017,NL,s1984,electricity,dem,14.1622238157593
h0018,NL,s1984,electricity,dem,13.8888103542209
h0019,NL,s1984,electricity,dem,13.3670012882868
h0020,NL,s1984,electricity,dem,12.5910301344407
h0021,NL,s1984,electricity,dem,11.6497265630121
h0022,NL,s1984,electricity,dem,10.6348652992758
h0023,NL,s1984,electricity,dem,9.71067711246264
h0024,NL,s1984,electricity,dem,8.89843535422087
h0025,NL,s1984,electricity,dem,10.6365225594901
h0026,NL,s1984,electricity,dem,10.3140665155341
h0027,NL,s1984,electricity,dem,10.1874525045451
h0028,NL,s1984,electricity,dem,10.2295788781714
h0029,NL,s1984,electricity,dem,10.6287711858637
h0030,NL,s1984,electricity,dem,11.8007711858637
h0031,NL,s1984,electricity,dem,13.606654427622
h0032,NL,s1984,electricity,dem,14.8704868452044
h0033,NL,s1984,electricity,dem,15.4662368452044
h0034,NL,s1984,electricity,dem,15.6511860210286
h0035,NL,s1984,electricity,dem,15.6575623946549
h0036,NL,s1984,electricity,dem,15.4994030539956
h0037,NL,s1984,electricity,dem,15.4571571748747
h0038,NL,s1984,electricity,dem,15.3708316254242
h0039,NL,s1984,electricity,dem,15.3637876693802
h0040,NL,s1984,electricity,dem,15.6908961858637
h0041,NL,s1984,electricity,dem,16.4626667902593
h0042,NL,s1984,electricity,dem,16.1892533287209
h0043,NL,s1984,electricity,dem,15.6674442627868
h0044,NL,s1984,electricity,dem,14.8914731089407
h0045,NL,s1984,electricity,dem,13.9501695375121
h0046,NL,s1984,electricity,dem,12.9353082737758
h0047,NL,s1984,electricity,dem,12.0111200869626
h0048,NL,s1984,electricity,dem,11.1988783287209
h0049,NL,s1984,electricity,dem,11.0247156584901
h0050,NL,s1984,electricity,dem,10.7022596145341
h0051,NL,s1984,electricity,dem,10.5756456035451
h0052,NL,s1984,electricity,dem,10.6177719771714
h0053,NL,s1984,electricity,dem,11.0169642848637
h0054,NL,s1984,electricity,dem,12.1889642848637
h0055,NL,s1984,electricity,dem,13.994847526622
h0056,NL,s1984,electricity,dem,15.2586799442044
h0057,NL,s1984,electricity,dem,15.8544299442044
h0058,NL,s1984,electricity,dem,16.0393791200286
h0059,NL,s1984,electricity,dem,16.045755493655
h0060,NL,s1984,electricity,dem,15.8875961529956
h0061,NL,s1984,electricity,dem,15.8453502738747
h0062,NL,s1984,electricity,dem,15.7590247244242
h0063,NL,s1984,electricity,dem,15.7519807683802
h0064,NL,s1984,electricity,dem,16.0790892848637
h0065,NL,s1984,electricity,dem,16.8508598892593
h0066,NL,s1984,electricity,dem,16.5774464277209
h0067,NL,s1984,electricity,dem,16.0556373617868
h0068,NL,s1984,electricity,dem,15.2796662079407
h0069,NL,s1984,electricity,dem,14.3383626365121
h0070,NL,s1984,electricity,dem,13.3235013727758
h0071,NL,s1984,electricity,dem,12.3993131859626
h0072,NL,s1984,electricity,dem,11.5870714277209
h0073,NL,s1984,electricity,dem,11.2354090383901
h0074,NL,s1984,electricity,dem,10.9129529944341
h0075,NL,s1984,electricity,dem,10.7863389834451
h0076,NL,s1984,electricity,dem,10.8284653570714
h0077,NL,s1984,electricity,dem,11.2276576647637
h0078,NL,s1984,electricity,dem,12.3996576647637
h0079,NL,s1984,electricity,dem,14.205540906522
h0080,NL,s1984,electricity,dem,15.4693733241044
h0081,NL,s1984,electricity,dem,16.0651233241044
h0082,NL,s1984,electricity,dem,16.2500724999286
h0083,NL,s1984,electricity,dem,16.256448873555
h0084,NL,s1984,electricity,dem,16.0982895328956
h0085,NL,s1984,electricity,dem,16.0560436537747
h0086,NL,s1984,electricity,dem,15.9697181043242
h0087,NL,s1984,electricity,dem,15.9626741482802
h0088,NL,s1984,electricity,dem,16.2897826647637
h0089,NL,s1984,electricity,dem,17.0615532691593
h0090,NL,s1984,electricity,dem,16.7881398076209
h0091,NL,s1984,electricity,dem,16.2663307416868
h0092,NL,s1984,electricity,dem,15.4903595878407
h0093,NL,s1984,electricity,dem,14.5490560164121
h0094,NL,s1984,electricity,dem,13.5341947526758
h0095,NL,s1984,electricity,dem,12.6100065658626
h0096,NL,s1984,electricity,dem,11.7977648076209
h0097,NL,s1984,electricity,dem,11.3742871888901
h0098,NL,s1984,electricity,dem,11.0518311449341
h0099,NL,s1984,electricity,dem,10.9252171339451
h0100,NL,s1984,electricity,dem,10.9673435075714
h0101,NL,s1984,electricity,dem,11.3665358152637
h0102,NL,s1984,electricity,dem,12.5385358152637
h0103,NL,s1984,electricity,dem,14.344419057022
h0104,NL,s1984,electricity,dem,15.6082514746044
