timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,NL,s2012,solar,avaConv,0.0
h0002,NL,s2012,solar,avaConv,0.0
h0003,NL,s2012,solar,avaConv,0.0
h0004,NL,s2012,solar,avaConv,0.0
h0005,NL,s2012,solar,avaConv,0.0
h0006,NL,s2012,solar,avaConv,0.0
h0007,NL,s2012,solar,avaConv,0.0
h0008,NL,s2012,solar,avaConv,-7.05103761092703e-6
h0009,NL,s2012,solar,avaConv,0.00630272816433693
h0010,NL,s2012,solar,avaConv,0.0192513270196967
h0011,NL,s2012,solar,avaConv,0.0249777927170269
h0012,NL,s2012,solar,avaConv,0.0277099403399585
h0013,NL,s2012,solar,avaConv,0.0413882622196973
h0014,NL,s2012,solar,avaConv,0.0326016474932044
h0015,NL,s2012,solar,avaConv,0.0115180459820943
h0016,NL,s2012,solar,avaConv,0.000615253598578825
h0017,NL,s2012,solar,avaConv,0.0
h0018,NL,s2012,solar,avaConv,0.0
h0019,NL,s2012,solar,avaConv,0.0
h0020,NL,s2012,solar,avaConv,0.0
h0021,NL,s2012,solar,avaConv,0.0
h0022,NL,s2012,solar,avaConv,0.0
h0023,NL,s2012,solar,avaConv,0.0
h0024,NL,s2012,solar,avaConv,0.0
h0025,NL,s2012,solar,avaConv,0.0
h0026,NL,s2012,solar,avaConv,0.0
h0027,NL,s2012,solar,avaConv,0.0
h0028,NL,s2012,solar,avaConv,0.0
h0029,NL,s2012,solar,avaConv,0.0
h0030,NL,s2012,solar,avaConv,0.0
h0031,NL,s2012,solar,avaConv,0.0
h0032,NL,s2012,solar,avaConv,2.08006027734631e-5
h0033,NL,s2012,solar,avaConv,0.0144347609342289
h0034,NL,s2012,solar,avaConv,0.0407488225021641
h0035,NL,s2012,solar,avaConv,0.0670337340868435
h0036,NL,s2012,solar,avaConv,0.075529797593366
h0037,NL,s2012,solar,avaConv,0.0790509690015551
h0038,NL,s2012,solar,avaConv,0.0837284315212561
h0039,NL,s2012,solar,avaConv,0.0500792923629005
h0040,NL,s2012,solar,avaConv,0.00361721125497532
h0041,NL,s2012,solar,avaConv,0.0
h0042,NL,s2012,solar,avaConv,0.0
h0043,NL,s2012,solar,avaConv,0.0
h0044,NL,s2012,solar,avaConv,0.0
h0045,NL,s2012,solar,avaConv,0.0
h0046,NL,s2012,solar,avaConv,0.0
h0047,NL,s2012,solar,avaConv,0.0
h0048,NL,s2012,solar,avaConv,0.0
h0049,NL,s2012,solar,avaConv,0.0
h0050,NL,s2012,solar,avaConv,0.0
h0051,NL,s2012,solar,avaConv,0.0
h0052,NL,s2012,solar,avaConv,0.0
h0053,NL,s2012,solar,avaConv,0.0
h0054,NL,s2012,solar,avaConv,0.0
h0055,NL,s2012,solar,avaConv,0.0
h0056,NL,s2012,solar,avaConv,1.11743584586184e-5
h0057,NL,s2012,solar,avaConv,0.00440003066592145
h0058,NL,s2012,solar,avaConv,0.00988405177945466
h0059,NL,s2012,solar,avaConv,0.0171157081911792
h0060,NL,s2012,solar,avaConv,0.0346768845587941
h0061,NL,s2012,solar,avaConv,0.037458355877196
h0062,NL,s2012,solar,avaConv,0.0251742325720755
h0063,NL,s2012,solar,avaConv,0.00832161989705033
h0064,NL,s2012,solar,avaConv,0.000397478790718024
h0065,NL,s2012,solar,avaConv,0.0
h0066,NL,s2012,solar,avaConv,0.0
h0067,NL,s2012,solar,avaConv,0.0
h0068,NL,s2012,solar,avaConv,0.0
h0069,NL,s2012,solar,avaConv,0.0
h0070,NL,s2012,solar,avaConv,0.0
h0071,NL,s2012,solar,avaConv,0.0
h0072,NL,s2012,solar,avaConv,0.0
h0073,NL,s2012,solar,avaConv,0.0
h0074,NL,s2012,solar,avaConv,0.0
h0075,NL,s2012,solar,avaConv,0.0
h0076,NL,s2012,solar,avaConv,0.0
h0077,NL,s2012,solar,avaConv,0.0
h0078,NL,s2012,solar,avaConv,0.0
h0079,NL,s2012,solar,avaConv,0.0
h0080,NL,s2012,solar,avaConv,6.27650695365673e-5
h0081,NL,s2012,solar,avaConv,0.02262696405441
h0082,NL,s2012,solar,avaConv,0.0815607923743205
h0083,NL,s2012,solar,avaConv,0.127110223998223
h0084,NL,s2012,solar,avaConv,0.135352781663557
h0085,NL,s2012,solar,avaConv,0.111094563566396
h0086,NL,s2012,solar,avaConv,0.0600553708942573
h0087,NL,s2012,solar,avaConv,0.019979716328211
h0088,NL,s2012,solar,avaConv,0.00186669909990248
h0089,NL,s2012,solar,avaConv,0.0
h0090,NL,s2012,solar,avaConv,0.0
h0091,NL,s2012,solar,avaConv,0.0
h0092,NL,s2012,solar,avaConv,0.0
h0093,NL,s2012,solar,avaConv,0.0
h0094,NL,s2012,solar,avaConv,0.0
h0095,NL,s2012,solar,avaConv,0.0
h0096,NL,s2012,solar,avaConv,0.0
h0097,NL,s2012,solar,avaConv,0.0
h0098,NL,s2012,solar,avaConv,0.0
h0099,NL,s2012,solar,avaConv,0.0
h0100,NL,s2012,solar,avaConv,0.0
h0101,NL,s2012,solar,avaConv,0.0
h0102,NL,s2012,solar,avaConv,0.0
h0103,NL,s2012,solar,avaConv,0.0
h0104,NL,s2012,solar,avaConv,3.48181793694951e-5
h0105,NL,s2012,solar,avaConv,0.0188781447200417
h0106,NL,s2012,solar,avaConv,0.0839753148254743
h0107,NL,s2012,solar,avaConv,0.128340286203563
h0108,NL,s2012,solar,avaConv,0.129771635916316
h0109,NL,s2012,solar,avaConv,0.103055358331877
