timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,DE,s1994,solar,avaConv,0.0
h0002,DE,s1994,solar,avaConv,0.0
h0003,DE,s1994,solar,avaConv,0.0
h0004,DE,s1994,solar,avaConv,0.0
h0005,DE,s1994,solar,avaConv,0.0
h0006,DE,s1994,solar,avaConv,0.0
h0007,DE,s1994,solar,avaConv,0.0
h0008,DE,s1994,solar,avaConv,0.00204504920851385
h0009,DE,s1994,solar,avaConv,0.0288836901450931
h0010,DE,s1994,solar,avaConv,0.0740986513141372
h0011,DE,s1994,solar,avaConv,0.121740051540681
h0012,DE,s1994,solar,avaConv,0.151482389567597
h0013,DE,s1994,solar,avaConv,0.139750279326562
h0014,DE,s1994,solar,avaConv,0.0938886802110789
h0015,DE,s1994,solar,avaConv,0.032759302993101
h0016,DE,s1994,solar,avaConv,0.00124427478847488
h0017,DE,s1994,solar,avaConv,0.0
h0018,DE,s1994,solar,avaConv,0.0
h0019,DE,s1994,solar,avaConv,0.0
h0020,DE,s1994,solar,avaConv,0.0
h0021,DE,s1994,solar,avaConv,0.0
h0022,DE,s1994,solar,avaConv,0.0
h0023,DE,s1994,solar,avaConv,0.0
h0024,DE,s1994,solar,avaConv,0.0
h0025,DE,s1994,solar,avaConv,0.0
h0026,DE,s1994,solar,avaConv,0.0
h0027,DE,s1994,solar,avaConv,0.0
h0028,DE,s1994,solar,avaConv,0.0
h0029,DE,s1994,solar,avaConv,0.0
h0030,DE,s1994,solar,avaConv,0.0
h0031,DE,s1994,solar,avaConv,0.0
h0032,DE,s1994,solar,avaConv,0.00308264188407463
h0033,DE,s1994,solar,avaConv,0.0244036394593946
h0034,DE,s1994,solar,avaConv,0.0496353441723411
h0035,DE,s1994,solar,avaConv,0.0665814205222377
h0036,DE,s1994,solar,avaConv,0.0722491170380055
h0037,DE,s1994,solar,avaConv,0.0628760042078909
h0038,DE,s1994,solar,avaConv,0.0393292129827813
h0039,DE,s1994,solar,avaConv,0.0161984445008881
h0040,DE,s1994,solar,avaConv,0.000802634492481823
h0041,DE,s1994,solar,avaConv,0.0
h0042,DE,s1994,solar,avaConv,0.0
h0043,DE,s1994,solar,avaConv,0.0
h0044,DE,s1994,solar,avaConv,0.0
h0045,DE,s1994,solar,avaConv,0.0
h0046,DE,s1994,solar,avaConv,0.0
h0047,DE,s1994,solar,avaConv,0.0
h0048,DE,s1994,solar,avaConv,0.0
h0049,DE,s1994,solar,avaConv,0.0
h0050,DE,s1994,solar,avaConv,0.0
h0051,DE,s1994,solar,avaConv,0.0
h0052,DE,s1994,solar,avaConv,0.0
h0053,DE,s1994,solar,avaConv,0.0
h0054,DE,s1994,solar,avaConv,0.0
h0055,DE,s1994,solar,avaConv,-3.34284251240419e-10
h0056,DE,s1994,solar,avaConv,0.00312901885167254
h0057,DE,s1994,solar,avaConv,0.0256599842902856
h0058,DE,s1994,solar,avaConv,0.0582032631665298
h0059,DE,s1994,solar,avaConv,0.0899478469169591
h0060,DE,s1994,solar,avaConv,0.104761225316856
h0061,DE,s1994,solar,avaConv,0.0903264601773993
h0062,DE,s1994,solar,avaConv,0.0575349032569091
h0063,DE,s1994,solar,avaConv,0.0182019526743986
h0064,DE,s1994,solar,avaConv,0.000460017489593451
h0065,DE,s1994,solar,avaConv,0.0
h0066,DE,s1994,solar,avaConv,0.0
h0067,DE,s1994,solar,avaConv,0.0
h0068,DE,s1994,solar,avaConv,0.0
h0069,DE,s1994,solar,avaConv,0.0
h0070,DE,s1994,solar,avaConv,0.0
h0071,DE,s1994,solar,avaConv,0.0
h0072,DE,s1994,solar,avaConv,0.0
h0073,DE,s1994,solar,avaConv,0.0
h0074,DE,s1994,solar,avaConv,0.0
