timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,s1984,electricity,dem,37.2772159467051
h0002,DE,s1984,electricity,dem,36.326439847804
h0003,DE,s1984,electricity,dem,36.3714769357161
h0004,DE,s1984,electricity,dem,37.2137502873645
h0005,DE,s1984,electricity,dem,39.1602022104414
h0006,DE,s1984,electricity,dem,44.1472599027491
h0007,DE,s1984,electricity,dem,49.3417599027491
h0008,DE,s1984,electricity,dem,52.0839329796722
h0009,DE,s1984,electricity,dem,53.4569329796721
h0010,DE,s1984,electricity,dem,54.7510923203315
h0011,DE,s1984,electricity,dem,55.7429013862656
h0012,DE,s1984,electricity,dem,55.2584961664853
h0013,DE,s1984,electricity,dem,54.0776527598919
h0014,DE,s1984,electricity,dem,52.8556266609908
h0015,DE,s1984,electricity,dem,52.2483024851667
h0016,DE,s1984,electricity,dem,52.7029631994524
h0017,DE,s1984,electricity,dem,55.1432901225293
h0018,DE,s1984,electricity,dem,55.9398670456062
h0019,DE,s1984,electricity,dem,54.5075263862656
h0020,DE,s1984,electricity,dem,50.8974055071447
h0021,DE,s1984,electricity,dem,47.9571033093425
h0022,DE,s1984,electricity,dem,46.1359563313205
h0023,DE,s1984,electricity,dem,42.3775689686831
h0024,DE,s1984,electricity,dem,39.2569110016502
h0025,DE,s1984,electricity,dem,48.6450686356051
h0026,DE,s1984,electricity,dem,47.694292536704
h0027,DE,s1984,electricity,dem,47.7393296246161
h0028,DE,s1984,electricity,dem,48.5816029762645
h0029,DE,s1984,electricity,dem,50.5280548993414
h0030,DE,s1984,electricity,dem,55.5151125916491
h0031,DE,s1984,electricity,dem,60.7096125916491
h0032,DE,s1984,electricity,dem,63.4517856685721
h0033,DE,s1984,electricity,dem,64.8247856685721
h0034,DE,s1984,electricity,dem,66.1189450092315
h0035,DE,s1984,electricity,dem,67.1107540751656
h0036,DE,s1984,electricity,dem,66.6263488553854
h0037,DE,s1984,electricity,dem,65.4455054487919
h0038,DE,s1984,electricity,dem,64.2234793498908
h0039,DE,s1984,electricity,dem,63.6161551740667
h0040,DE,s1984,electricity,dem,64.0708158883524
h0041,DE,s1984,electricity,dem,66.5111428114293
h0042,DE,s1984,electricity,dem,67.3077197345062
h0043,DE,s1984,electricity,dem,65.8753790751656
h0044,DE,s1984,electricity,dem,62.2652581960447
h0045,DE,s1984,electricity,dem,59.3249559982425
h0046,DE,s1984,electricity,dem,57.5038090202205
h0047,DE,s1984,electricity,dem,53.7454216575831
h0048,DE,s1984,electricity,dem,50.6247636905502
h0049,DE,s1984,electricity,dem,50.4111582782051
h0050,DE,s1984,electricity,dem,49.460382179304
h0051,DE,s1984,electricity,dem,49.5054192672161
h0052,DE,s1984,electricity,dem,50.3476926188645
h0053,DE,s1984,electricity,dem,52.2941445419414
h0054,DE,s1984,electricity,dem,57.2812022342491
h0055,DE,s1984,electricity,dem,62.4757022342491
h0056,DE,s1984,electricity,dem,65.2178753111722
