timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,NL,s1986,wind,avaConv,0.72378895949292
h0002,NL,s1986,wind,avaConv,0.711129162924545
h0003,NL,s1986,wind,avaConv,0.701521939015507
h0004,NL,s1986,wind,avaConv,0.691031739057046
h0005,NL,s1986,wind,avaConv,0.751129580018059
h0006,NL,s1986,wind,avaConv,0.779268256200933
h0007,NL,s1986,wind,avaConv,0.74861670008554
h0008,NL,s1986,wind,avaConv,0.764047515000037
h0009,NL,s1986,wind,avaConv,0.737554717590141
h0010,NL,s1986,wind,avaConv,0.753329441099117
h0011,NL,s1986,wind,avaConv,0.73366855627114
h0012,NL,s1986,wind,avaConv,0.767420620782083
h0013,NL,s1986,wind,avaConv,0.795870139313271
h0014,NL,s1986,wind,avaConv,0.823925289545004
h0015,NL,s1986,wind,avaConv,0.840457016717269
h0016,NL,s1986,wind,avaConv,0.813111220161317
h0017,NL,s1986,wind,avaConv,0.79587057182105
h0018,NL,s1986,wind,avaConv,0.822641060796431
h0019,NL,s1986,wind,avaConv,0.809400041164128
h0020,NL,s1986,wind,avaConv,0.810655705072556
h0021,NL,s1986,wind,avaConv,0.815587098355731
h0022,NL,s1986,wind,avaConv,0.815480768878058
h0023,NL,s1986,wind,avaConv,0.791267260517576
h0024,NL,s1986,wind,avaConv,0.821032856006693
h0025,NL,s1986,wind,avaConv,0.875309461617348
h0026,NL,s1986,wind,avaConv,0.92065964597819
h0027,NL,s1986,wind,avaConv,0.931057654405321
h0028,NL,s1986,wind,avaConv,0.927833293840663
h0029,NL,s1986,wind,avaConv,0.922046594131096
h0030,NL,s1986,wind,avaConv,0.871180773614989
h0031,NL,s1986,wind,avaConv,0.802352885739296
h0032,NL,s1986,wind,avaConv,0.795638582101651
h0033,NL,s1986,wind,avaConv,0.788301297403502
h0034,NL,s1986,wind,avaConv,0.802421362697161
h0035,NL,s1986,wind,avaConv,0.715887545344492
h0036,NL,s1986,wind,avaConv,0.681092694214414
h0037,NL,s1986,wind,avaConv,0.646302713302629
h0038,NL,s1986,wind,avaConv,0.636772033106242
h0039,NL,s1986,wind,avaConv,0.664530905562683
h0040,NL,s1986,wind,avaConv,0.690487771241545
h0041,NL,s1986,wind,avaConv,0.714862371501764
h0042,NL,s1986,wind,avaConv,0.746130825997579
h0043,NL,s1986,wind,avaConv,0.792699621730378
h0044,NL,s1986,wind,avaConv,0.802132540151886
h0045,NL,s1986,wind,avaConv,0.807738406135193
h0046,NL,s1986,wind,avaConv,0.806590338917788
h0047,NL,s1986,wind,avaConv,0.744483810856961
h0048,NL,s1986,wind,avaConv,0.658274668341962
h0049,NL,s1986,wind,avaConv,0.585103348108279
h0050,NL,s1986,wind,avaConv,0.50817850840281
h0051,NL,s1986,wind,avaConv,0.416847507597495
h0052,NL,s1986,wind,avaConv,0.358709000418622
h0053,NL,s1986,wind,avaConv,0.321733578519121
h0054,NL,s1986,wind,avaConv,0.327153651058899
h0055,NL,s1986,wind,avaConv,0.382469000537915
h0056,NL,s1986,wind,avaConv,0.474263738822129
h0057,NL,s1986,wind,avaConv,0.512441776536176
h0058,NL,s1986,wind,avaConv,0.611343538161139
h0059,NL,s1986,wind,avaConv,0.69014046105858
h0060,NL,s1986,wind,avaConv,0.708052123368794
h0061,NL,s1986,wind,avaConv,0.723490895361472
h0062,NL,s1986,wind,avaConv,0.705448739745714
h0063,NL,s1986,wind,avaConv,0.644814940057563
h0064,NL,s1986,wind,avaConv,0.559832667598616
h0065,NL,s1986,wind,avaConv,0.450493057533905
h0066,NL,s1986,wind,avaConv,0.402349266220229
h0067,NL,s1986,wind,avaConv,0.369295247118133
h0068,NL,s1986,wind,avaConv,0.342844860153431
h0069,NL,s1986,wind,avaConv,0.316915078436172
h0070,NL,s1986,wind,avaConv,0.322256759297809
h0071,NL,s1986,wind,avaConv,0.362297098107191
h0072,NL,s1986,wind,avaConv,0.454338669476083
h0073,NL,s1986,wind,avaConv,0.570994978770714
h0074,NL,s1986,wind,avaConv,0.655241278878249
h0075,NL,s1986,wind,avaConv,0.699220710137626
h0076,NL,s1986,wind,avaConv,0.718885286049671
h0077,NL,s1986,wind,avaConv,0.690656684891771
h0078,NL,s1986,wind,avaConv,0.664561436500603
h0079,NL,s1986,wind,avaConv,0.634129596157276
h0080,NL,s1986,wind,avaConv,0.576537627701991
h0081,NL,s1986,wind,avaConv,0.527826402468014
h0082,NL,s1986,wind,avaConv,0.539841595049949
h0083,NL,s1986,wind,avaConv,0.488337432161416
h0084,NL,s1986,wind,avaConv,0.424973836231707
h0085,NL,s1986,wind,avaConv,0.379903323613792
h0086,NL,s1986,wind,avaConv,0.351010664504296
h0087,NL,s1986,wind,avaConv,0.327956533508254
h0088,NL,s1986,wind,avaConv,0.31242545838075
h0089,NL,s1986,wind,avaConv,0.410584497591945
h0090,NL,s1986,wind,avaConv,0.448408689436553
h0091,NL,s1986,wind,avaConv,0.409274681918438
h0092,NL,s1986,wind,avaConv,0.406733996250445
h0093,NL,s1986,wind,avaConv,0.497160711682526
h0094,NL,s1986,wind,avaConv,0.576029838738764
h0095,NL,s1986,wind,avaConv,0.699243011155211
h0096,NL,s1986,wind,avaConv,0.781500764348143
h0097,NL,s1986,wind,avaConv,0.781413686374361
h0098,NL,s1986,wind,avaConv,0.84068890371064
h0099,NL,s1986,wind,avaConv,0.864394642848459
h0100,NL,s1986,wind,avaConv,0.874777025714299
h0101,NL,s1986,wind,avaConv,0.899481952910804
h0102,NL,s1986,wind,avaConv,0.918338811279108
h0103,NL,s1986,wind,avaConv,0.935152289195602
h0104,NL,s1986,wind,avaConv,0.929987514254378
h0105,NL,s1986,wind,avaConv,0.916238338137788
h0106,NL,s1986,wind,avaConv,0.87289337242779
h0107,NL,s1986,wind,avaConv,0.754005175882804
h0108,NL,s1986,wind,avaConv,0.554149644776951
h0109,NL,s1986,wind,avaConv,0.498286942730512
h0110,NL,s1986,wind,avaConv,0.396698444478573
h0111,NL,s1986,wind,avaConv,0.257855337539611
h0112,NL,s1986,wind,avaConv,0.164367053990549
h0113,NL,s1986,wind,avaConv,0.110329246708574
h0114,NL,s1986,wind,avaConv,0.106789339461948
h0115,NL,s1986,wind,avaConv,0.0812520876266735
h0116,NL,s1986,wind,avaConv,0.0679425555409547
h0117,NL,s1986,wind,avaConv,0.0841274854899917
h0118,NL,s1986,wind,avaConv,0.138056630117791
h0119,NL,s1986,wind,avaConv,0.194790628989625
h0120,NL,s1986,wind,avaConv,0.269948838377631
h0121,NL,s1986,wind,avaConv,0.324874121444402
